title,year,hint_1,hint_2,hint_3,hint_4
"The Cowboys",1972,"A 1972 western in which the most iconic on-screen tough guy in American history hands the genre over to a group of children and a script that is willing to do something unforgivable in the third act.","A rancher short on hands hires eleven schoolboys to drive his cattle four hundred miles, which goes about as well as you'd expect once the villains show up.","The audience at home figured this out. The title is a one-word plural noun describing what the boys grow up to be over the course of the film.","John Wayne, an unprecedented death scene, and a posse of children seeking revenge. The title is the most generic word possible for men on horses."
"The Creator",2023,"A 2023 science fiction film that arrived insisting we should feel bad for the robots, which, given the year we were having with AI, was a bold ask.","The plot pivots on a weapon of mass destruction that turns out to be a small child with a shaved head and very expressive eyes.","You've seen this — rice paddies, monks with antennas in their heads, and an American military aircraft the size of a small moon hovering over a village.","A hardened ex-special forces agent, an AI architect, and a title that sounds like a tech CEO's LinkedIn bio."
"The Croods",2013,"A 2013 animated film about cavemen, made at a moment when Hollywood had apparently exhausted every other family-friendly setting.","The voice cast includes an Oscar winner doing his entire performance as an overprotective dad who is afraid of literally everything, including ideas.","Either you haven't seen this, or you have and that's somehow worse — a prehistoric family, the invention of fire treated as a TED Talk, and a sloth-thing named Belt.","The family name is the title. They live in a cave. Connect those two dots."
"The Crying Game",1992,"A 1992 film whose entire cultural footprint became a single plot twist that nobody was allowed to discuss, which was excellent marketing and terrible for dinner parties.","An IRA member promises a kidnapped British soldier he'll look after his girlfriend in London, which goes about as well as you'd expect from a film this title implies.","At this point I have to ask — do you remember the song? The one the title comes from? It plays. Repeatedly. That's the whole hint.","The twist is the twist. Dil is the name. The title is also a verb you might be doing right now."
"The Curious Case of Benjamin Button",2008,"A 2008 film that asked what if we took F. Scott Fitzgerald's weirdest short story and stretched it to nearly three hours of prestige melancholy.","The protagonist ages backwards, which means the makeup department won an Oscar and the lead actor spent half the film looking like a wrinkled baby.","The fact that you're still guessing tells me something about you — a man born old in New Orleans, a clock that runs in reverse, and a love story that runs out of time in the middle.","His first name is in the title. His last name is also in the title. The title is essentially his business card."
"The Da Vinci Code",2006,"A 2006 adaptation of a paperback that haunted every airport bookstore for roughly three years, and convinced suburban book clubs they were doing theology.","A symbologist with a regrettable haircut runs around European landmarks solving anagrams while a self-flagellating albino monk stalks him. The Vatican was, predictably, not amused.","I want you to think carefully about what you actually know — the Louvre at night, a bloody pentagram, and a centuries-old secret about a certain bloodline that would really upset the Pope.","Cryptex. Holy Grail. Mary Magdalene. The title is two words: a Renaissance polymath, plus what you're being asked to crack."
"The Dark Crystal",1982,"A 1982 fantasy made by puppeteers who decided children's entertainment should include genocide, prophecy, and creatures that drain the souls out of small woodland beings.","There are no humans in this film. Not one. Just elf-like protagonists, vulture-lizard villains, and gentle mossy old wizards who move at the speed of continental drift.","Let me be direct with you — a Gelfling, a shard, a conjunction of three suns, and Muppet creator at his most ambitious and least merchandisable.","Skeksis. Mystics. Aughra. The title is an adjective meaning ""without light"" and a noun meaning ""a faceted shiny rock."""
"The Day After Tomorrow",2004,"A 2004 climate disaster film that compressed decades of environmental science into roughly forty-eight hours, because patience is not a blockbuster value.","The plot hinges on a paleoclimatologist walking from Philadelphia to Manhattan in a blizzard to rescue his son, which is both touching and a great way to die.","You know this one — wolves loose in flooded New York, a tanker ship floating down a Manhattan avenue, and a library being burned for warmth, including the tax code.","The title is what people kept saying about the weather. A disaster movie from the guy who blew up the White House the first time."
"The Deep House",2021,"A 2021 French horror film that asked the question nobody asked: what if a haunted house, but you also have to worry about drowning?","A couple of influencers dive into a remote lake hoping for viral content and instead find a perfectly preserved home full of dead people, which is at least more interesting than a ring light.","Here's what I know about you right now — you're imagining scuba tanks, submerged hallways, and ghosts that don't care you can't scream underwater.","The title is two words: an adjective meaning ""very far down,"" and the thing you live in."
"The Deer Hunter",1978,"A 1978 film that won Best Picture and convinced everyone that Russian roulette was a far more common feature of the Vietnam War than it actually was.","A three-hour meditation on male friendship that opens with a wedding so long you start to worry the war won't fit in the movie.","This is the part where I stop being polite about it — Pennsylvania steelworkers, a POW camp, and a man in Saigon who never came home in any meaningful sense.","Walken won the Oscar. The title sounds like a hobby. It is not a hobby."
"The Departed",2006,"A 2006 crime epic that finally got a certain New York filmmaker his Best Director Oscar, for what is essentially a remake of a Hong Kong thriller relocated to Boston with significantly more profanity.","A rat in the police, a rat in the mob, both rats sleeping with the same therapist, and an Irish crime boss who eats the scenery with a plate of cocaine on the side.","I'm going to need you to search your memory more aggressively — two moles, one elevator, an envelope, and a real rat scurrying across a balcony railing in the final shot in case you missed the metaphor.","Costigan. Sullivan. Costello. The title is what you are when you've been shot in the head, which happens to nearly everyone here."
"The Descendants",2011,"A 2011 film that asked the brave question: what if paradise was actually kind of a bummer? Hawaii has never looked more like a place where bad news arrives in flip-flops.","A wealthy landowner discovers his comatose wife was cheating on him, which complicates the grieving process considerably. He runs across a beach in boat shoes and somehow it's the saddest image of the decade.","Consider what you're admitting by not having gotten this yet. A man in an aloha shirt processing infidelity and mortality while managing an ancestral land trust. Ring any bells?","The title refers to the family tree, the inheritance, and the long line of Hawaiian royalty the protagonist descends from. Also George Clooney cries. A lot."
"The Devil Wears Prada",2006,"A 2006 film that convinced an entire generation of women that being verbally abused by their boss was actually a glamorous career opportunity.","A magazine editor delivers a monologue about a cerulean sweater that singlehandedly justified the existence of the fashion industry for about fifteen years.","Take a breath. Think about what decade you're in. A frumpy assistant gets a makeover, learns to walk in heels, and discovers her soul costs roughly one Hermès scarf.","""That's all."" Meryl Streep whispering is scarier than most horror films, and the title literally names what footwear the antagonist prefers."
"The Eight Hundred",2020,"A 2020 Chinese war epic that became one of the highest-grossing films of that year, largely because the rest of the world's theaters were closed.","A small group of soldiers defends a warehouse against the Japanese army while civilians watch from across a river like it's the world's most depressing sporting event.","Between you and me, this is embarrassing. The title is a number. The number is how many soldiers were defending the building. That's the whole title.","Shanghai, 1937, a warehouse, a flag-raising scene designed to make you weep. The number in the title rounds up — there were actually around 400 — but propaganda is propaganda."
"The Elephant Man",1980,"A black-and-white film from 1980 by a filmmaker better known for nightmares, who proved he could also make you sob in a Victorian drawing room.","""I am not an animal! I am a human being!"" — a line so devastating it bypassed the Oscars entirely because the Academy was apparently allergic to feelings that year.","Whatever you're doing isn't working. A Victorian-era man with a severe disfigurement is taken in by a kind surgeon. The nickname given to him is in the title.","David Lynch directed it, which still surprises people. The man's name was Joseph Merrick. His cruel stage name is the title."
"The Enforcer",2022,"A 2022 thriller that quietly appeared on streaming services and just as quietly left, having been watched almost exclusively by people who fell asleep on the couch.","A Miami tough guy works for a glamorous crime boss until he develops a conscience about cyber sex trafficking, which is a low bar but he clears it.","I want to give you the benefit of the doubt here, but — the title is a one-word job description for the protagonist. He enforces things. For a criminal organization.","Antonio Banderas as a man who hits people for a living until he decides to stop. Title is what he does on his business cards."
"The English Patient",1996,"A mid-90s sweeping romance that swept the Oscars, beating Fargo for Best Picture and inspiring an entire Seinfeld episode about hating it.","A burned man in a Tuscan villa narrates a doomed affair set against sand dunes, which is to say the desert is technically a third character and gets more screen time than most.","We've been at this long enough — a Hungarian count, a married woman, the Cave of Swimmers, and a nurse caring for a man so charred he's basically a monologue with bandages.","He flies a plane. It gets shot down. He spends the rest of the film remembering, and Juliette Binoche won an Oscar listening to him do it."
"The Fabelmans",2022,"A 2022 film in which a legendary filmmaker finally turned the camera on himself, having spent fifty years processing his parents through aliens, sharks, and dinosaurs.","A boy discovers his mother's affair through footage he shot of a family camping trip, which is the most film-school way to learn that truth imaginable.","You're making this harder than it is. A semi-autobiographical movie about a young Jewish boy in postwar America who falls in love with making movies. Whose life do you think that is?","Steven Spielberg's barely-fictionalized origin story. The family's name is a made-up version of his own, and it's the title."
"The Fast and the Furious",2001,"A 2001 film that took a Vibe magazine article about street racing and accidentally launched a billion-dollar franchise about family.","An undercover cop infiltrates a crew of Los Angeles street racers who hijack semi-trucks while wearing tank tops, and somehow nobody involved finds this suspicious.","Look, I'm not judging you. I am, but I'm not showing it — neon underglow, tuna sandwiches, Corona at a backyard barbecue, and a quarter-mile that takes ten seconds and lasts forever.","Vin Diesel growls about family. Paul Walker squints. The title is two adjectives joined by ""and the,"" and you've already heard it ten times today."
"The Fate of the Furious",2017,"A 2017 entry in a franchise that long ago abandoned the concept of physics, gravity, or coherent geography.","The lead character gets blackmailed into betraying his crew, which means the whole movie is about the family arguing, which is the most realistic family content in the series.","This one has been on television roughly four hundred times. It's the eighth in a franchise about cars and family. The title rhymes with the franchise name.","A submarine chases cars across ice. The title is a one-word swap that turns ""Fast"" into a near-rhyme. You can do this."
"The Fighter",2010,"A 2010 boxing drama based on a true story, because Hollywood will always greenlight a true-story boxing drama, it is a law of nature.","A welterweight from Lowell, Massachusetts climbs the ranks while his crack-addicted older brother offers training advice between visits to the pipe.","The audience at home figured this out. The protagonist is a boxer. The title is what he is. One word. Profession.","Christian Bale lost an alarming amount of weight, won an Oscar, and the title is literally the job description of the main character."
"The Firm",1993,"A 90's legal thriller adapted from a doorstop airport novel by an author who basically invented the genre of ""young lawyer discovers his employer is evil.""","A Harvard Law grad takes a job in Memphis because the salary is too good to question, which is the universal first chapter of every cautionary tale ever written.","You've seen this — a Mississippi law office with mahogany everything, a mysterious mentor, dead associates, and a protagonist who jogs a lot while looking worried.","Mitch McDeere. The Mob. The FBI. A briefcase full of overbilled hours. Tom Cruise runs, because of course he does."
"The Flash",2023,"A 2023 superhero film that arrived under the cloud of its lead actor's off-screen behavior, which is the kind of marketing money cannot buy and the studio desperately wished it could refund.","The plot involves time travel, a multiverse, two versions of the same character sharing the screen, and CGI babies that look like they were rendered on a graphing calculator.","Either you haven't seen this, or you have and that's somehow worse. A man in a red suit runs really fast and accidentally breaks the universe, which brings back a 1989 Batman.","""I'm Batman"" — Michael Keaton, back in the cowl after thirty-four years, doing more for this movie than the title character ever could."
"The Flintstones",1994,"A 1994 live-action adaptation of a Hanna-Barbera cartoon that was itself a prehistoric rip-off of The Honeymooners, so we are at least three layers deep into recycling at this point.","Steven Spielberg executive produced this under the credit ""Steven Spielrock,"" which tells you exactly the level of dignity being aimed for.","At this point I have to ask — does the phrase ""Yabba-Dabba-Doo"" ring any bells, or are we just going to keep pretending?","Bedrock. A pet dinosaur named Dino. A car you power with your feet. The title is a family's last name."
"The Fly",1986,"A 1986 remake of a 1958 B-movie, elevated by a director whose entire filmography is essentially ""what if the human body, but worse.""","A scientist invents teleportation pods, tests them on himself after a few drinks, and fails to notice a small roommate has joined him in the chamber. Bad night.","The fact that you're still guessing tells me something about you. A man's fingernails fall off. His ears fall off. His girlfriend, a journalist, watches in horror as he slowly becomes an insect.","""Be afraid. Be very afraid."" Goldblum. Cronenberg. A two-word title where the second word is an insect."
"The French Connection",1971,"A 1970s crime film that won Best Picture by being grimy, mean, and shot on New York streets that look like they smell.","A detective in a porkpie hat harasses suspects, drinks too much, and conducts a car chase under an elevated train that was famously filmed without permits or, arguably, common sense.","I want you to think carefully about what you actually know — a heroin smuggling operation, a Lincoln Continental with the rocker panels packed full of dope, and a Frenchman who gets away.","Popeye Doyle. The chase under the El. An ending so bleak it basically invented the seventies."
"The Fugitive",1993,"A 1993 thriller based on a 1960s TV show, which was itself loosely inspired by a real Ohio doctor convicted of murdering his wife. Hollywood loves a true story it can sand the edges off of.","A prisoner-transport bus crashes into a train in the opening act, which is the kind of sequence that justifies the entire concept of a movie theater.","Let me be direct with you. A doctor jumps off a dam to escape a U.S. Marshal. The Marshal says ""I don't care."" You should know this by now.","""I didn't kill my wife."" ""I don't care."" Harrison Ford running. Tommy Lee Jones winning an Oscar. The title is what Ford's character is."
"The Full Monty",1997,"A 1997 British comedy made for almost no money that became a global phenomenon, proving that the international audience will always show up for working-class Englishmen humiliating themselves.","Six unemployed Sheffield steelworkers decide the path to financial recovery is taking their clothes off in front of a paying audience. Economics has never been more direct.","You know this one. A row of men in a job-center queue start subtly moving their hips to ""Hot Stuff."" That's the scene. That's the movie.","The phrase in the title is British slang for ""everything"" — which is also what these men end up showing."
"The Getaway",1994,"A 1994 remake of a 1972 Steve McQueen film, this time starring a married couple whose off-screen chemistry was the entire marketing campaign.","A heist goes wrong, a husband and wife go on the run with a bag of money, and a very unpleasant man in a cowboy hat pursues them with hostages in tow.","Here's what I know about you right now — you're not going to get this one from the plot. So let me tell you the leads were married in real life at the time, and one of them was Batman's girlfriend.","Baldwin. Basinger. The title is a single word for what criminals do after a job."
"The Godfather Part III",1990,"A filmmaker returning to the well sixteen years later, possibly because the studio asked nicely and possibly because the IRS asked louder.","An aging don tries to go legitimate through the Vatican Bank, which is roughly like trying to dry off by jumping into a different swimming pool.","This is the part where I stop being polite about it — opera house, helicopter massacre, ""just when I thought I was out, they pull me back in,"" and a daughter on the steps.","The third and final chapter of the Corleone saga, and yes, the one everyone has opinions about Sofia in."
"The Golden Child",1986,"A mid-80s vehicle for the biggest comedian on the planet, who took a script clearly written for Mel Gibson and made it weird on purpose.","A wisecracking social worker is told he's the Chosen One and must travel to Tibet to rescue a mystical kid, which he accepts with roughly the energy of someone being asked to work a Saturday.","I'm going to need you to search your memory more aggressively — a sacred dagger, a Coca-Cola can, a demon with horns, and a parrot eating glass.","""I want the knife."" Sardo Numspa. A leather-jacketed comedian in a Tibetan monastery — the title is two words, one a color, one a small human."
