title,year,hint_1,hint_2,hint_3,hint_4
"Cars 2",2011,"The sequel took a cozy Route 66 fable and decided, with alarming confidence, that what this world needed was international espionage and alternative fuel intrigue.","Mater gets mistaken for a spy, there is a World Grand Prix, and the plot involves secret agents, villains, and machinery taking itself extremely seriously.","We've been at this long enough. It is the one where the tow truck goes global, Michael Caine plays a British spy vehicle, and the franchise briefly becomes Bond with bumpers.","Same talking-automobile title as before, plus the number that comes after one. This is not a trap. It is a sequel."
"Cars 3",2017,"By the third round, the franchise had somehow arrived at a midlife crisis sports drama about aging, legacy, mentorship, and being replaced by sleeker technology.","Lightning McQueen gets humbled by a new generation of faster racers, then trains with Cruz Ramirez while the memory of Doc Hudson hangs over everything like motor oil Hamlet.","You're making this harder than it is. This is the one after the spy detour, where the red racer realizes he may not be the future anymore.","Talking automobiles. Third installment. Lightning is old, Cruz is fast, and the title is the same four-letter plural with a 3 bolted onto the back."
"Casino Royale",2006,"A famous spy franchise rebooted itself by sanding off the wink, adding bruises, and reminding everyone that tuxedos look better when the wearer has recently been concussed.","A newly promoted 00 agent heads to Montenegro for a high-stakes poker game against a terrorist banker who weeps blood, because subtlety was not invited to the table.","Look, I'm not judging you. I am, but I'm not showing it. First mission, poker, Vesper, martinis being re-engineered, and a stairwell fight that looks like it voided several warranties.","Bond’s beginning. The title is a gambling establishment plus a royal-sounding word. If you need more, order the drink and stare moodily at the ocean."
"Casper",1995,"A 1995 family movie from the era when every haunted mansion had trapdoors, every dead relative had unfinished business, and computer-generated spirits were considered emotional support.","A lonely teenage girl moves into a creepy Maine manor with her ghost-therapist father, where the resident child phantom is sweet and his uncles are exhausting theater kids.","This one has been on television roughly four hundred times. Friendly ghost, translucent crush, haunted house, and a human transformation scene engineered to make children feel confusing feelings.","He’s the friendly ghost. His name is the title. One word, starts with C, and he is both dead and somehow more emotionally available than most living people."
"Cast Away",2000,"A 2000 survival drama that turned corporate punctuality into cosmic irony: the FedEx guy obsessed with time gets dropped somewhere time stops mattering.","After a plane crash, one man is stranded on an island with packages, bad dentistry, and a volleyball that becomes the healthiest relationship in the movie.","The audience at home figured this out. Deserted island, spear fishing, coconut problem-solving, and a grown man screaming for Wilson like the ball owes him rent.","Two words. The ocean takes a delivery man and leaves him alone at the edge of the world. Also: WILSON. If that didn’t do it, enjoy your island."
"Catch Me If You Can",2002,"Early-2000s prestige comfort cinema: federal fraud staged with such breezy charm that check forgery looks like a paid vacation.","A teen runaway keeps upgrading uniforms — airline pilot, hospital doctor, courtroom lawyer — while the bureau's most dogged suit trudges behind, allergic to fun.","Seen this. Blue Pan Am suits, forged checks, Christmas phone calls, and a father-son wound dressed up as a caper with better hotel stationery.","Frank Abagnale Jr. is posing as a pilot before voting age, writing fake checks across continents, and making the FBI chase feel weirdly festive."
"Chariots of Fire",1981,"A 1981 Best Picture winner that made sprinting look like a matter of national identity, religious conviction, and men in white shorts taking themselves extremely seriously.","One runner refuses to compete on the Sabbath; the other runs like every snob in Britain personally insulted him at breakfast.","Either you haven't seen this, or you have and that's somehow worse. Slow-motion athletes on a beach, a synthesizer theme, and the most dignified jogging ever committed to film.","1924 Olympics. Vangelis music. Men running toward glory like the tide owes them money. Ancient racing vehicles plus flames. There, assemble it."
"Chicago",2002,"A 2002 musical that understood fame, murder, courtrooms, tabloids, and jazz hands are basically the same machine wearing different hats.","Two accused killers compete for headlines from jail, while a slick lawyer turns due process into a cabaret number with better lighting.","At this point I have to ask — are you immune to fishnets, vaudeville, prison choreography, and women explaining homicide through song?","Roxie. Velma. Billy Flynn. “Cell Block Tango.” “All That Jazz.” The merry murderesses are not being subtle anymore."
"Child's Play",1988,"The late-'80s horror market looked at the wholesome talking doll craze and said, terrific, what if retail therapy came with a body count.","A dying killer uses toy-store occult logistics to move into a red-haired Good Guy doll, which is less a loophole than a warranty issue from hell.","The fact that you're still guessing tells me something about you. Tiny overalls, striped shirt, kitchen knives at ankle height, and a mother discovering that the toy aisle has betrayed the family.","His name is Chucky. He wants Andy as a new vessel, swears like a dockworker, and turns batteries-not-included into a threat assessment."
"Children of a Lesser God",1986,"A 1986 romantic drama built around communication, silence, desire, and the exhausting belief that love can fix what language keeps failing to reach.","A teacher at a school for the deaf falls for a fiercely independent woman who refuses to become his inspirational project, which is where the movie actually gets interesting.","I want you to think carefully about what you actually know. Deaf school, sign language, a volatile romance, and an argument over whether being understood means changing yourself.","Sarah Norman is the woman at the center of it. The title sounds like offspring being assigned to a lower-tier deity. Theology, but make it melodrama."
"Chinatown",1974,"A 1974 neo-noir where Los Angeles looks sunburned, corrupt, and permanently dehydrated, which turns out to be less atmosphere than evidence.","A private eye follows what looks like an adultery case and lands in water rights, incest, murder, and civic rot so deep it practically has zoning permits.","Let me be direct with you. Private detective, bandaged nose, orange groves, a dead man in a reservoir, and a rich old monster acting like the city is his bathtub.","Jake Gittes. “She’s my sister and my daughter.” Water, power, and one of the bleakest final scenes in American movies. Forget it— no, wait, I can’t say the rest."
"Chocolat",2000,"A 2000 small-town fable about morality, appetite, Lent, and the terrible threat posed by a woman who understands dessert.","A mysterious mother opens a cocoa shop in a rigid French village, and suddenly everyone’s repression starts melting faster than truffles in a sunny window.","You know this one. Strict mayor, riverboat drifter, scandalized townsfolk, and confections so persuasive they count as civic unrest.","Vianne arrives with her daughter and weaponizes sweets against piety. The answer is the treat in French spelling, minus the final “e.” Bon appétit, detective."
"Close Encounters of the Third Kind",1977,"A 1977 science-fiction landmark that made alien contact feel less like invasion and more like a cosmic art installation with government employees panicking nearby.","An ordinary utility worker sees something in the sky, becomes obsessed with a shape, and begins sculpting a mountain out of mashed potatoes like dinner has received instructions.","Here's what I know about you right now — you have heard those five musical notes, seen Devil’s Tower, and still somehow wandered into the wrong hangar.","UFOs. The five-tone greeting. “This means something.” A giant glowing mothership. The answer is the official-sounding phrase for alien contact: not first, not second, the next one."
"Coal Miner's Daughter",1980,"A 1980 music biopic that starts in rural poverty and follows a country voice sharp enough to cut through every man telling her what life was supposed to be.","She grows up in Butcher Holler, marries young, has kids, writes songs from bruises and nerve, and turns autobiography into a career.","This is the part where I stop being polite about it. Kentucky. Loretta Lynn. Doolittle. Country music. Poverty-to-stardom, with a voice that does not ask permission.","She sings her way out of the hills and into the Grand Ole Opry. The answer is literally what Loretta calls herself in her signature song. Family occupation plus female child. Done."
"Coco",2017,"A 2017 animated feature that turned the afterlife into a riot of marigolds, music, family secrets, and skeletons with better emotional arcs than most living people.","A boy banned from music steals a famous guitar, crosses into the Land of the Dead, and discovers that celebrity worship is a dangerous hobby for children with cheekbones.","I'm going to need you to search your memory more aggressively. Miguel, Héctor, Ernesto de la Cruz, an ofrenda, and a song specifically engineered to destroy parents in public.","“Remember Me.” The marigold bridge. The dog. The great-grandmother. The title is her name, two syllables, tiny word, enormous sobbing."
"Cocoon",1985,"A 1985 sci-fi fantasy where the fountain of youth turns out to be in Florida, which frankly tracks.","The heroes are retirees who trespass, go swimming, absorb alien energy, and suddenly start behaving like the retirement community got struck by disco lightning.","Consider what you're admitting by not having gotten this yet. Old people, glowing pool, extraterrestrial life support, and a movie that treats shuffleboard as the step before transcendence.","Florida seniors find alien pods in a swimming pool and get their groove back. Space visitors arrive, joints stop hurting, and everyone starts making very optimistic end-of-life plans."
"CODA",2021,"A 2021 Best Picture winner that made a family drama out of translation, silence, music, and the impossible job of being everyone's bridge.","The daughter can hear, her parents and brother cannot, and the family's fishing business keeps yanking her back every time her voice tries to leave town.","Take a breath. Think about what decade you're in. This is the one with the audition song, the Deaf family in the balcony, and the feeling that your tear ducts were not consulted.","The answer is the four-letter acronym for Child Of Deaf Adults. If you need more than that, the movie has already signed it very clearly at you."
"Coming to America",1988,"A 1988 comedy fairy tale about royalty discovering that true love might require leaving the palace, the servants, and the ceremonial bathers behind.","A prince from Zamunda goes to Queens, takes a job at McDowell's, and learns that fast food copyright infringement is a surprisingly stable path to romance.","Between you and me, this is embarrassing. Prince Akeem, Semmi, Soul Glo, Sexual Chocolate, and a barbershop full of men arguing like they have tenure.","Zamunda sends its finest heir to New York to find a queen who does not care about his crown. The title is basically the travel itinerary."
"Conan the Barbarian",1982,"A 1982 sword-and-sorcery slab of cinema where philosophy is delivered mostly through muscles, firelight, and people regretting the invention of steel.","A boy survives a village massacre, gets chained to the Wheel of Pain, grows into a vengeance machine, and eventually has to deal with a snake cult. Self-care looked different then.","Whatever you're doing isn't working. Think loincloth, broadsword, ancient gods, camel-punching energy, and a villain named Thulsa Doom.","""Crush your enemies, see them driven before you, and hear the lamentation of their women."" If that sentence doesn't hand you the answer, Crom has abandoned this round."
"Conclave",2024,"A 2024 thriller that looks at the Vatican and says, yes, the robes are nice, but what if this were also a locked-room knife fight conducted in whispers.","The pope dies, the cardinals are sealed away, ballots burn, secrets leak, and every holy man in the building suddenly has the energy of a lobbyist with incense.","I want to give you the benefit of the doubt here, but — red robes, white smoke, a dead pontiff, and the world's most secretive job interview are all sitting right there.","The next pope is being chosen behind closed doors, and the process is older, stranger, and nastier than the brochure suggests. Latin murmurs, black smoke, white smoke, bless this mess."
"Crocodile Dundee",1986,"A 1986 comedy that functioned as both a fish-out-of-water story and a feature-length tourism campaign for Australia with better knives.","A New York reporter brings an Outback legend to Manhattan, where his survival instincts work alarmingly well on muggers, socialites, and hotel plumbing.","We've been at this long enough. Big hat, bigger knife, culture clash, subway confusion, and one man treating New York City like it is merely another swamp with cabs.","Mick from the Outback walks into the Big Apple and teaches a mugger the difference between cutlery and a real blade. ""That's not a knife..."" Come on now."
"Crouching Tiger, Hidden Dragon",2000,"A 2000 wuxia romance that made American awards voters briefly remember subtitles existed, then rewarded them with people flying across rooftops like gravity had been overruled.","A legendary sword is stolen, a nobleman's daughter has dangerous talent, and the bamboo forest fight still makes most action scenes look like furniture assembly.","You're making this harder than it is. Green Destiny, rooftop duels, repressed longing, impossible leaps, and warriors so elegant they make violence look like calligraphy.","Li Mu Bai, Yu Shu Lien, Jen, the stolen sword, the desert bandit, the treetop duel. The title is one striped predator keeping low and one mythical beast staying out of sight."
"Cruel Jaws",1995,"A 1995 aquatic horror item from the glorious swamp of cinema where copyright law appears to be treated as more of a weather condition.","A Navy-bred tiger shark menaces a tourist town, while the movie borrows the mood, structure, and possibly several passing glances from much more famous fish-related disasters.","Look, I'm not judging you. I am, but I'm not showing it. Killer shark, tiny budget, beach panic, military experiment, and a tagline practically wearing a fake mustache.","This is the not-quite-official shark sequel energy: mean fish, chomped swimmers, alarmed locals, and a title that basically means vicious teeth."
"Dallas Buyers Club",2013,"A 2013 drama about the AIDS crisis, medical bureaucracy, and one man's discovery that survival sometimes requires becoming a smuggler with paperwork.","A hard-living Texas electrician is given thirty days, rejects the official treatment plan, and starts moving unapproved medication through a membership network for desperate patients.","This one has been on television roughly four hundred times. Ron Woodroof, AZT, Mexico runs, rodeo dust, hospital fluorescents, and an Oscar clip reel practically stapled to it.","The title is a Texas city, then people purchasing things, then the kind of organization with members. That is not a hint anymore. That is assembly instructions."
"Dances with Wolves",1990,"A 1990 epic Western that turned the frontier into three hours of sweeping landscapes, moral awakening, and very serious hair moving in the wind.","A wounded Union officer gets posted to the edge of nowhere, befriends the local Sioux, and slowly realizes the people he was told to fear are the only sane ones in the story.","The audience at home figured this out. Remote fort, buffalo hunt, Lakota subtitles, a loyal animal companion, and a soldier finding a new name and a new life on the plains.","Lieutenant Dunbar, Stands With A Fist, Kicking Bird, Two Socks. The title is rhythmic movement alongside prairie canids. Put down the pencil."
"Dangerous Liaisons",1988,"An 18th-century costume drama where the wigs are powdered, the manners are exquisite, and every compliment arrives holding a knife behind its back.","Two aristocratic ex-lovers turn seduction into a blood sport, because apparently being rich in pre-revolutionary France left people with too much free time and not enough consequences.","You've seen this. Corsets, letters, candlelight, weaponized flirtation, and a woman calmly destroying lives from a drawing room like she's moving chess pieces.","Valmont and Merteuil are playing sex-games with the aristocracy, and everyone learns the hard way that revenge looks fabulous in lace."
"Darkest Hour",2017,"A 2017 war drama about leadership under pressure, set mostly in rooms full of men arguing while Europe catches fire outside the window.","The central figure is newly installed as prime minister, surrounded by people who think negotiating with Hitler might be the sensible option. History, mercifully, had other plans.","Either you haven't seen this, or you have and that's somehow worse. Cigars, underground bunkers, a nation waiting for a speech, and one bulldog-shaped man refusing to blink.","Winston Churchill. May 1940. “We shall fight on the beaches.” If the answer still isn't arriving, perhaps it has been evacuated from Dunkirk."
"Dawn of the Planet of the Apes",2014,"A 2014 sequel that understands the end of humanity is less interesting than what rises after us, which is rude but hard to dispute.","Caesar tries to keep the peace between surviving humans and his own increasingly organized primate civilization, while Koba makes the very strong case for never trusting anyone with a grudge and access to weapons.","At this point I have to ask — are you missing the talking primates, the post-plague San Francisco, the Golden Gate Bridge energy, or the fact that this whole franchise is a warning about lab paperwork?","Caesar doesn't want war. Koba absolutely does. Horses, rifles, sign language, and the bleak realization that the smartest character in the room has fur."
"Dead Poets Society",1989,"A 1989 boarding-school drama about teenage boys discovering literature, rebellion, and the terrifying fact that their parents have already planned their lives for them.","A new English teacher arrives at a rigid academy and starts treating verse like contraband, which is exactly the kind of behavior that makes headmasters develop eye twitches.","The fact that you're still guessing tells me something about you. Desks are stood on, Latin phrases are invoked, boys run around caves being emotional, and one classroom becomes a tiny revolution.","“O Captain! My Captain!” If that doesn't do it, stand on your desk and let the answer feel disappointed in you from above."
"Deadpool & Wolverine",2024,"A 2024 superhero movie built like a corporate merger with knives, jokes, nostalgia, and a suspicious amount of affection hiding under the blood spray.","The mouthy red mercenary gets pulled into timeline business and drags along the angriest clawed Canadian in cinema, now wearing the yellow suit fans spent decades whining about.","I want you to think carefully about what you actually know. There is a multiverse. There is the TVA. There are fourth-wall jokes. There are cameos that feel like rummaging through a studio's attic.","One heals everything and won't shut up. The other heals everything and mostly growls. Together they stab their way through franchise maintenance with musical accompaniment."
"Deadpool 2",2018,"A 2018 sequel that looked at the superhero team-up craze and decided the best response was mass incompetence, emotional trauma, and a man who cannot stop narrating his own bad decisions.","A time-traveling soldier named Cable arrives to kill a troubled kid, while the red-suited mercenary tries to build a team and discovers parachuting is not a personality substitute.","Let me be direct with you. There is a baby-legs gag, an X-Force recruitment montage, Domino casually defeating probability, and a villain plan that keeps interrupting the jokes with feelings.","Cable. Domino. The kid with fire powers. A sequel that kills half its new team immediately and then uses time travel to clean up the mess like a drunk god with editing software."
"Deliverance",1972,"A 1972 survival thriller from the era when American cinema looked at nature and said, “What if the trees hated you personally?”","Four city men take a canoe trip down a river before it gets dammed, and the wilderness responds by stripping every ounce of weekend-warrior confidence from their bodies.","You know this one. Banjos, canoes, backwoods menace, a river that becomes a punishment device, and one scene that entered pop culture like a brick through a window.","“Squeal like a pig.” Dueling banjos. Men in life vests learning that the outdoors is not a character-building exercise; it is a legal threat with mosquitoes."
"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train",2020,"A 2020 animated feature took a television arc, put it on rails, and somehow turned grief, sword forms, and nap-inducing villainy into a box-office monster.","Our heroes spend most of this one asleep, which would be restful if their dreams were not being weaponized by a pale creep with a flair for mass transit.","Here's what I know about you right now — you have seen at least one boy in a checkered haori swing a blade while crying, screaming, healing emotionally, and setting ticket sales on fire.","Tanjiro, Nezuko in her box, Zenitsu panic-napping into competence, Inosuke wearing a boar head, and Rengoku making everyone sob into their popcorn."
"Despicable Me 2",2013,"A 2013 animated sequel that realized the tiny yellow chaos-goblins were no longer side characters; they were a global merchandising event with goggles.","Gru gets recruited by the Anti-Villain League, goes undercover at a mall, and investigates a new supercriminal while his adopted daughters keep making his life inconveniently adorable.","This is the part where I stop being polite about it. Purple mutant minions. Jelly guns. A spy romance. A former villain trying to be a dad and failing upward in very pointy shoes.","Gru, Lucy, the Anti-Villain League, and enough yellow babbling creatures to make language itself file a complaint."
"Despicable Me 3",2017,"A 2017 animated threequel powered by sibling rivalry, 1980s nostalgia, and the apparently eternal public appetite for small yellow beings screaming nonsense.","Gru discovers he has a wealthy twin brother with better hair, while a bitter former child star commits crimes with shoulder pads, bubblegum, and a keytar.","I'm going to need you to search your memory more aggressively. The villain moonwalks through his evil plan, the brother is named Dru, and the whole thing smells faintly of Rubik's Cube plastic.","Balthazar Bratt. Twin brothers. Minions in prison. A diamond heist. If you hear “Bad” and picture a villain with a mullet, you're finally in the right neighborhood."
