title,year,hint_1,hint_2,hint_3,hint_4
"Dumb and Dumber",1994,"A 1994 comedy that correctly identified the funniest thing in the world as two grown men with the combined IQ of a houseplant.","A cross-country road trip to return a briefcase, undertaken by two men who do not understand that the briefcase contains ransom money, or really, what a briefcase is.","I want to give you the benefit of the doubt here, but — orange and blue tuxedos, a chipped front tooth, and a scooter ride to Aspen in the snow.","The title is two adjectives. One is a comparative form of the other. You can do this."
"Dune",2021,"A filmmaker famous for making science fiction feel like architecture finally got his hands on the unfilmable novel everyone had been failing to film since the 1970s.","A noble family is handed control of a desert planet as a political trap, which is the kind of housewarming gift that comes with assassins and giant worms.","We've been at this long enough — sandworms, a spice that bends space and time, and a chosen-one prophecy whispered by women in black robes who have been engineering bloodlines for centuries.","The Bene Gesserit. The Fremen. Arrakis. The Voice. ""Part One"" was right there in the marketing and you still need help."
"Dune: Part Two",2024,"A 2024 sequel that finally let the chosen one ride the giant sandworm, which is what we all paid for the first time.","The young heir embraces his messianic role, leads the desert people in a holy war, and the film keeps quietly asking whether you noticed it's a tragedy.","You're making this harder than it is. It's a direct sequel. Same desert, same worms, more Zendaya, and a coronation that should feel like a victory and very much does not.","A title that is literally the name of the first movie plus a number. I am begging you."
"Earthquake",1974,"A 1970s disaster epic released in something called Sensurround, a theatrical gimmick that vibrated the seats and occasionally the audience's fillings.","A sprawling cast of interconnected Angelenos fall in and out of love, marriage, and dam collapses while the city visibly disintegrates around them.","Look, I'm not judging you. I am, but I'm not showing it. The title is the disaster. The disaster is the title. They didn't overthink the marketing.","Los Angeles collapses. Charlton Heston frowns at rubble. The title is one word and describes what's happening on screen the entire time."
"Elemental",2023,"A 2023 Pixar film about immigration, assimilation, and which neighbor your parents will absolutely not allow you to date.","A fire girl and a water boy fall for each other in a city where their physical contact should, by the laws of thermodynamics, end one of them immediately.","This one has been on television roughly four hundred times. It's an animated romance where the characters are literal periodic-table concepts.","Fire. Water. Earth. Air. The title is the category. One word, plural energy, very on-the-nose."
"Elizabeth",1998,"A 1998 historical drama that treated the Tudor court like a paranoid thriller, which, historically, is fairly accurate.","A young queen ascends the throne, survives several assassination plots, and decides by the end of the film that marriage is for women with fewer enemies.","The audience at home figured this out. Sixteenth-century England, a redheaded virgin queen, and a final shot of white face paint that should give you the name and the era.","She becomes the Virgin Queen. Her name is on every history syllabus and several cruise ships. One word, royal, you've got this."
"Elvis",2022,"A maximalist filmmaker known for glitter, montage, and the inability to hold a shot for more than three seconds takes on the most photographed man of the twentieth century.","The framing device is the manager — a Dutch carnival huckster doing an accent that no human has ever produced — telling you the whole thing wasn't his fault, which is exactly what a man whose fault it was would say.","You've seen this. Pink Cadillacs, Vegas jumpsuits, a hip swivel that scandalized America, and a young man from Tupelo who borrowed everything from gospel and the blues.","Austin Butler did the voice for so long he forgot how to talk normally. The title is the first name."
"Emilia Pérez",2024,"A French director makes a Spanish-language musical about a Mexican cartel boss undergoing gender confirmation surgery, and somehow this won awards before anyone had time to ask whether it should have.","A lawyer is hired to arrange a disappearance, a transition, and a new life, in roughly that order, and then everyone sings about it.","Either you haven't seen this, or you have and that's somehow worse. Either way, it was the most argued-about awards contender of its year.","The title is the new name of the cartel leader after the transition. First name, last name. Selena Gomez is in it, somehow."
"Encanto",2021,"A Disney film set in Colombia where the real villain is intergenerational trauma and the breakout star is a man whose name we are not supposed to be talking about.","Every child in the family gets a magical gift except one, which is either a metaphor for being the normal sibling at Thanksgiving or just regular childhood.","At this point I have to ask — have you genuinely not heard the song? The one that played on every radio, every TikTok, every grocery store for eighteen straight months?","We don't talk about you-know-who. The title is the Spanish word for a magical place, and it's right there in the tagline."
"Enter the Dragon",1973,"A 1973 martial arts film that became the template for every tournament-on-an-island plot for the next fifty years, including most video games you played as a child.","The hero is recruited to infiltrate a crime lord's island via martial arts competition, which is a deeply inefficient way to gather intelligence but a great way to film fight scenes.","The fact that you're still guessing tells me something about you. The lead actor died six days before this premiered and became a legend approximately fifteen minutes later.","A hall of mirrors. Nunchucks. A man with a metal claw hand. The title is a command — first word, the animal."
"Erin Brockovich",2000,"A 2000 legal drama based on a true story where the lawyer isn't actually a lawyer, the villain is groundwater, and the protagonist's wardrobe is a character all its own.","A single mother with no legal training files boxes for a small firm, notices something weird in some medical records, and brings down a utility company by being too stubborn to be ignored.","I want you to think carefully about what you actually know. A push-up bra, a small California town, contaminated water, and an Oscar-winning performance built almost entirely on righteous indignation.","The title is the woman's name. First name, last name. Julia Roberts won Best Actress for it."
"Escape from Alcatraz",1979,"A 1979 prison film based on the only break from the Rock that the FBI still officially considers unresolved, which is government-speak for ""they probably made it.""","The plan involves spoons, papier-mâché heads, and a raincoat raft, which sounds like a school project but was apparently sufficient to defeat the most famous prison in America.","Let me be direct with you. The title tells you the location. The plot tells you the verb. Put them together.","Clint Eastwood, squinting at a wall for two hours and then digging through it. The title is in the tagline."
"Eternal Sunshine of the Spotless Mind",2004,"A 2004 film written by a screenwriter whose brain apparently runs on a different operating system than the rest of us, exploring what would happen if heartbreak had a delete button.","A shy man and a blue-haired manic disaster meet on a beach in Montauk, except they've already met, broken up, and paid a medical clinic to forget the whole thing.","You know this one — a procedure that erases a person from your memory, a couple hiding inside their own dying recollections, and a final conversation that ends with the word ""okay.""","A rubber-faced comedian doing the most restrained work of his career, a frozen Charles River, and an elephant that nobody can quite remember."
"Eternals",2021,"A 2021 Marvel entry directed by an Oscar winner who was hired specifically so the studio could say ""this one is different,"" and then it came out and people said ""this one is different"" in a different tone.","Ancient cosmic beings have been on Earth for seven thousand years quietly not helping with any of the previous Avengers-level threats, which the movie addresses in a single line of dialogue and hopes you move on.","Here's what I know about you right now — you're going through the Marvel back catalog in your head and you're about to land on the one everyone forgot.","A team of immortals named after Greek gods. Angelina Jolie with a glowing sword. The title is just the plural of what they are."
"Every Which Way but Loose",1978,"At the absolute peak of his squinting, poncho-clad, lawman-with-a-magnum stardom, the biggest movie star in America decided what audiences really wanted was to watch him punch strangers for cash alongside a primate. He was correct.","The co-star is a 165-pound orangutan named Clyde, who got more fan mail than most working actors and developed a documented fondness for flipping people off on command.","This is the part where I stop being polite about it. A trucker, a country singer he's chasing across the Southwest, a bumbling motorcycle gang called the Black Widows, and bare-knuckle brawls in dirt parking lots.","""Right turn, Clyde."" That's the catchphrase. The orangutan punches a guy. The whole movie is basically that."
"Everything Everywhere All at Once",2022,"A 2022 indie film in which the multiverse is a tax audit, the villain is a bagel, and the emotional climax involves two rocks sitting in silence.","A laundromat owner discovers she is the worst version of herself across infinite realities, which is the kind of news that would make most of us lie down for a while.","I'm going to need you to search your memory more aggressively. Hot dog fingers. A raccoon controlling a chef. Googly eyes. An Oscar sweep nobody saw coming.","The title is three adverbs and a phrase. It's also exactly what the movie is. Ke Huy Quan came back from retirement for this."
"Extremely Loud & Incredibly Close",2011,"A 2011 prestige drama that tried to convert the worst day in modern American memory into a children's scavenger hunt, and somehow got nominated for Best Picture anyway.","A precocious boy with a tambourine wanders New York interviewing strangers who share a single surname, which is either grief processing or the world's saddest podcast premise.","Consider what you're admitting by not having gotten this yet. The father is played by America's Dad. The mother is played by America's Sweetheart. A key. A lock. A small boy doing a lot.","Sandra Bullock and Tom Hanks in a movie about 9/11, narrated by a kid with a tambourine — the title is two adverbs separated by an ampersand."
"F1",2025,"A 2025 summer spectacle in which a sixty-something movie star is asked to be both the wise mentor and the romantic lead, because Hollywood has decided aging is optional.","Apple spent roughly the GDP of a small nation strapping IMAX cameras to actual Formula 1 cars so one very handsome man could squint through a helmet visor in slow motion.","Take a breath. Think about what decade you're in. The sport in the title is one letter and one number. The movie is the sport in the title.","Brad Pitt. A car. A track. A title so short it could be a license plate."
"F9",2021,"By the ninth installment, this franchise had abandoned gravity, physics, and any pretense that these were movies about cars.","They go to space. In a Pontiac Fiero. Held together by what I can only describe as the spiritual concept of family.","Between you and me, this is embarrassing. The previous eight came first. The tenth came after. You're looking for the one in the middle.","Dom has a brother now. He didn't before. He does now. The title is a letter and a number."
"Face/Off",1997,"A 1997 action film in which two of America's most committed overactors were handed a script involving facial transplant surgery and told to go absolutely feral.","One man steals another man's face. The other man wakes up, steals the first man's face back. At one point doves fly through a Mexican standoff in slow motion for no reason whatsoever.","Whatever you're doing isn't working. The title is what they do to each other. It has a punctuation mark in the middle. A slash, if you will.","Travolta becomes Cage. Cage becomes Travolta. The title is a noun and a preposition, separated by punctuation. Go."
"Fame",1980,"A 1980 film that arrived right as legwarmers were transitioning from athletic gear to an entire personality, and made a generation of teenagers believe sweating on a cafeteria table was a career path.","A New York performing arts high school where students burst into song in the street, on taxis, and during what should have been a perfectly normal lunch period.","I want to give you the benefit of the doubt here, but — the title song won an Oscar, the theme involves living forever and learning how to fly, and you've definitely heard it at a wedding reception.","""I'm gonna live forever, I'm gonna learn how to ____."" The blank is the answer, and also the thing this movie's protagonists are loudly chasing."
"Fantastic Beasts and Where to Find Them",2016,"A 2016 attempt to extend a beloved wizarding franchise by setting it in 1920s New York, which sounds promising until you remember the source material was a fictional textbook.","A shy British magizoologist arrives in America with a suitcase full of escaped magical creatures, including one platypus-looking thing that exclusively steals jewelry.","We've been at this long enough. J.K. Rowling wrote it. Hogwarts is not in it. The protagonist's name is Newt. The title is a five-word mouthful that sounds like a Scholastic catalog entry.","Eddie Redmayne, a niffler, and a briefcase bigger on the inside — the title literally describes what the movie is about. All five words of it."
"Fargo",1996,"A 1996 crime film from two brothers who made the upper Midwest seem both menacingly cold and impossibly polite, often in the same sentence.","A pregnant police chief in a parka investigates a kidnapping gone wrong while one of the kidnappers feeds the other into a wood chipper. ""Oh yah, you betcha.""","You're making this harder than it is. Minnesota accents. A wood chipper. A car salesman who is in way over his head. The title is the name of a city in North Dakota that the movie isn't even really set in.","""Oh geez."" A wood chipper. Frances McDormand in a parka. The title is six letters, ends in an ""o."""
"Fast & Furious Presents: Hobbs & Shaw",2019,"A 2019 spinoff from a franchise that started with street racing and has somehow ended up in low Earth orbit, because at some point the producers stopped pretending physics existed.","A bald American mountain of a man and a glowering British bruiser are forced to team up against a self-described ""Black Superman,"" and yes, that is a direct quote from the movie.","Look, I'm not judging you. I am, but I'm not showing it. The title is two surnames separated by an ampersand, and the parent franchise has the word ""family"" said roughly four hundred times across its run.","One guy is The Rock. The other guy is the Transporter. The villain literally announces he's bulletproof. We are well past the point of subtlety."
"Fast Five",2011,"A 2011 entry that quietly transformed a street racing franchise into a heist franchise, and nobody complained because Dwayne Johnson showed up sweating through a t-shirt.","The crew drags a bank vault through the streets of Rio behind two Dodge Chargers, which is not how vaults, cars, or physics work, but here we are.","This one has been on television roughly four hundred times. It's the fifth in a series about cars and family. The title tells you the number.","Rio. A vault. The Rock joins the family. The title is the franchise word plus a number. That number is between four and six."
"Fast X",2023,"A 2023 installment that introduced Jason Momoa as a villain who paints his toenails and talks to corpses, which is the most interesting thing this franchise has done in a decade.","The tagline promises ""the end of the road,"" which in this franchise means roughly three more movies and a spinoff.","The audience at home figured this out. It's the tenth one. The title uses a Roman numeral. There's a car. There's a family. You know the drill.","Dom Toretto. A flamboyant villain with painted nails. The franchise word and the Roman numeral for ten."
"Fatal Attraction",1987,"A 1987 thriller that single-handedly scared an entire generation of married men into behaving for at least eighteen months.","It also did unspeakable damage to the reputation of household rabbits, and to anyone whose name happened to be Alex.","You've seen this — a bathtub, a kitchen knife, and a woman who absolutely will not be ignored.","Glenn Close got an Oscar nomination for being the most terrifying houseguest in cinema history. The title is two words and describes exactly what happens when you cheat on Anne Archer."
"Fences",2016,"A play that took decades to reach the screen because its lead role requires an actor who can monologue for nine minutes without the audience checking their watch.","The story of a former Negro League ballplayer who is now a sanitation worker, and who has constructed an elaborate philosophical framework to justify being terrible to everyone he loves.","Either you haven't seen this, or you have and that's somehow worse — a backyard, a half-built wooden barrier, and a wife whose final-act speech basically detonated the Academy Awards.","August Wilson's Pittsburgh Cycle, a baseball bat hanging from a tree, and a title that is also what's being slowly assembled in the yard the entire movie."
"Fiddler on the Roof",1971,"A 1971 musical adaptation of a Broadway juggernaut about Jewish life in Tsarist Russia, which somehow became the show every high school in America decided it could handle.","A milkman with three marriageable daughters spends the entire runtime arguing with God, his wife, and tradition itself — and losing all three arguments at increasing volumes.","At this point I have to ask — does ""If I Were a Rich Man"" ring any bells? Tevye? Anatevka? A pogrom that ends the second act on an absolute bummer?","The title is a violinist, and his unusual choice of stage."
"Field of Dreams",1989,"A 1989 film that convinced an entire generation of dads that crying in a cornfield was an acceptable form of emotional expression.","An Iowa farmer hears voices, plows under his livelihood, and builds a baseball diamond for ghosts, which is either faith or a diagnosable condition.","The fact that you're still guessing tells me something about you — ""If you build it, he will come"" is one of the most quoted lines in American cinema, and you're sitting there blank.","Shoeless Joe Jackson walks out of the corn. A father and son play catch. ""Is this heaven?"" ""No, it's Iowa."" The title is three words."
"Finding Dory",2016,"A 2016 sequel to a film about a clownfish, which Pixar greenlit because they realized the supporting character with short-term memory loss could carry her own movie.","A blue tang fish goes on a quest to remember her parents, which is both heartwarming and a deeply uncomfortable metaphor for several relatives I won't name.","I want you to think carefully about what you actually know — a forgetful fish, an octopus with seven legs, and a sequel title that begins with the same word as the original.","She speaks whale. Ellen DeGeneres voices her. The first movie was about Nemo. Connect those dots."
"Finding Neverland",2004,"A 2004 film about the writing of a children's classic, which is Hollywood's favorite trick — make a movie about the making of a beloved thing rather than just remake the beloved thing.","A Scottish playwright befriends a widow and her four sons in Edwardian London, and somehow this is presented as wholesome rather than the premise of a Victorian scandal sheet.","Let me be direct with you — the playwright in question wrote a little story about a boy who refused to grow up. You see where this is going.","J.M. Barrie. Peter Pan. The title is two words and the second one is a place where lost boys live."
"Five Nights at Freddy's",2023,"A 2023 horror film based on a video game franchise that turned a generation of children into adults who flinch at animatronic mascots.","A night security guard takes the worst job in the gig economy, which is babysitting haunted robot animals at a defunct pizza restaurant.","You know this one — the title is literally the rules of the game, and the game has sold approximately one billion copies to twelve-year-olds.","A bear, a bunny, a chicken, and a fox walk into a pizzeria. The title is a number, a unit of time, and a name. You have everything you need."
"Flashdance",1983,"A 1983 film that launched a thousand off-the-shoulder sweatshirts and convinced every teenage girl in America that welding was a viable career path en route to ballet.","A Pittsburgh steelworker by day, exotic dancer by night, ballet hopeful by audition — the protagonist has a busier schedule than most CEOs.","Here's what I know about you right now — you've heard ""What a Feeling"" at least forty times in your life, and you cannot place the movie it came from.","A chair. A bucket of water. The pour. Jennifer Beals (or her uncredited dance double) made that one shot the entire 80s."
"Footloose",2011,"A 2011 remake of an 80s film about the radical political position that teenagers should be allowed to dance, which apparently needed restating for a new generation.","A city kid moves to a town where dancing is banned by the local minister, which is the setup for either a musical or a cult documentary.","This is the part where I stop being polite about it — the title is also a song, also a state of being, and also what you do when you cut loose.","Kevin Bacon did the original. Kenny Wormald did this one. The title is one word and it rhymes with ""loose"" because it contains the word ""loose."""
"Ford v Ferrari",2019,"A 2019 film about a corporate grudge match between an American auto giant and an Italian one, dressed up as a story about friendship and engine noise.","A Texan car designer and a hot-tempered British driver try to build a car fast enough to win Le Mans, while middle management does its best to ruin everything.","I'm going to need you to search your memory more aggressively — the title is structured like a court case, except the two parties are car companies and the verdict is decided at 200 miles per hour.","Carroll Shelby. Ken Miles. 1966. The title is two surnames separated by a single letter."
