title,year,hint_1,hint_2,hint_3,hint_4
"True Grit",1969,"A late-60s Western that finally handed its leading man the Oscar everyone in town knew he was owed, mostly for wearing an eye patch and looking like he'd had a rough century.","A teenage girl out-negotiates every adult man she meets, hires a drunk one-eyed marshal, and rides off to kill the man who shot her father. Bring a tissue, or don't, she wouldn't.","Consider what you're admitting by not having gotten this yet. An eye patch. A horse. A pigtailed girl who talks like a tax attorney.","Rooster Cogburn, reins in his teeth, pistol in each hand. The title is two words and one of them describes what you're running low on."
"True Lies",1994,"A mid-90s action film where a Cold War muscle icon spends two and a half hours pretending to be a boring computer salesman, which is the only role he could never quite sell.","The wife thinks her husband is a wimp. He is, in fact, a government spy with a Harrier jet, and the marriage counseling that follows involves an interrogation room.","Take a breath. Think about what decade you're in. Now picture an Austrian accent dangling from a helicopter over Miami.","Tango. A Harrier. Jamie Lee Curtis doing a striptease that fell off a table. The title is two words and both of them are doing a lot of work."
"Turning Red",2022,"A 2022 animated film that Pixar quietly released to streaming during a pandemic, and a generation of dads pretended they didn't have feelings about it.","Set in early-2000s Toronto, with a boy band parody, a Tamagotchi-coded best friend, and a mother whose love language is showing up at school holding maxi pads.","Between you and me, this is embarrassing. A thirteen-year-old girl. Puberty. A giant fluffy panda. Connect three dots.","The color is in the title. The animal is in the title. The verb that gets you from one to the other is also in the title."
"Twins",1988,"A late-80s high-concept comedy that asked the question nobody asked: what if the biggest man in Hollywood and the smallest man in Hollywood shared a womb?","One brother was raised on an island by scientists eating fruit and reading Plato. The other was raised by the streets of Los Angeles, stealing cars. Guess which one is happier.","Whatever you're doing isn't working. The title is a single word. It describes a sibling arrangement that is biologically impossible given the casting.","Arnold. DeVito. Matching outfits. Say the word and we can both go home."
"Twister",1996,"A 1996 disaster movie that convinced an entire generation of Midwestern kids that storm chasing was a viable career, when it is in fact a great way to die in a Dodge.","A flying cow. A drive-in screening of The Shining getting eaten by a funnel cloud. Scientists throwing a barrel of sensors named Dorothy into the sky.","I want to give you the benefit of the doubt here, but — it's about tornadoes. The title is what tornadoes are.","""We've got cows."" One word. Rhymes with ""sister."" You've got it."
"Uncle Buck",1989,"A John Hughes movie that handed its biggest heart to a Canadian comedian in a trench coat, and somehow made flipping a giant pancake feel like an act of love.","A bachelor babysits his brother's kids, threatens a teenage boyfriend with a hatchet, and interrogates an elementary school principal about a wart. Father of the year material.","We've been at this long enough. The relative is in the title. The first name is in the title. There are two words and you know both of them.","A giant pancake. A clown named Pooter. Macaulay Culkin asking a hundred questions through a mail slot. Say the name."
"Unforgiven",1992,"A revisionist Western from a man who had spent thirty years being the Western, finally making one where shooting people is ugly, slow, and morally expensive.","An aging killer who can't shoot straight anymore, a partner who's lost the taste for it, and a young man who talks tough until he actually kills someone and has to live inside that.","You're making this harder than it is. The title is a single word. It's what you do to someone when you've decided not to.","""Deserve's got nothin' to do with it."" The opposite of forgiven, in one word."
"Up",2009,"An animation studio that spent the 2000s quietly making the best dramas in Hollywood opens this one with a four-minute marriage montage that has been emotionally devastating audiences for over a decade.","A widower in his late seventies straps thousands of helium balloons to his house to escape a retirement home, which is somehow not the strangest premise this studio greenlit that decade.","Look, I'm not judging you. I am, but I'm not showing it — there's a talking dog with a voice collar, a giant tropical bird named Kevin, and a floating house heading for South America.","""Squirrel!"" A grumpy old man, a chubby Wilderness Explorer, and a title that's just a direction."
"Up in Smoke",1978,"A 1978 stoner comedy that essentially invented the genre, founded a franchise, and convinced a generation that a van made entirely of marijuana was a workable vehicle.","Two guys drive across the border in a vehicle constructed from compressed weed, end up in a battle of the bands, and play a song called ""Earache My Eye."" This is the plot.","This one has been on television roughly four hundred times. Two stoner comedians. A last name and a first name that sound like a sneeze and a cough.","Cheech. Chong. The title describes what they are doing for the entire runtime."
"Up in the Air",2009,"A 2009 recession-era drama that turned mass layoffs into a romantic comedy, which is either bleak satire or just bleak depending on how your last job ended.","A man whose actual job is flying around the country firing strangers for cowardly bosses, and whose actual goal in life is a frequent flyer card made of a special metal.","The audience at home figured this out. The title is three words. The middle word is a preposition. The first and last describe where the protagonist lives.","A backpack speech. Anna Kendrick's first big role. George Clooney walking through an airport like it's his living room."
"Us",2019,"A 2019 horror film whose biggest trick was convincing audiences that the scariest thing in America might be the version of you wearing red and holding scissors.","A family vacation interrupted by their exact doubles, which is the kind of home invasion that requires therapy and a really good lawyer.","You've seen this. A boardwalk in Santa Cruz, a hall of mirrors, and a little girl who wandered somewhere she shouldn't have in the eighties.","Tethered. Scissors. Matching red jumpsuits. The title is one word and it's also a pronoun."
"Venom",2018,"A 2018 attempt to launch a comic book universe without the rights to the character that makes this one make any sense.","A disgraced journalist gets bonded to a sentient alien goo that talks to him like a roommate behind on rent and wants to bite people's heads off.","Either you haven't seen this, or you have and that's somehow worse — a tater tot scene, a lobster tank, and a man making out with black ooze.","""We are ________."" Two syllables. Rhymes with denim. Eddie Brock would like you to hurry up."
"Venom: Let There Be Carnage",2021,"A sequel that runs 90 minutes and feels like it was edited by the symbiote itself, in a hurry, between meals.","Woody Harrelson shows up with a red wig and a red symbiote, because subtlety died somewhere around the first film.","At this point I have to ask — do you remember the one where Venom goes to a rave and comes out of the closet? Because that happened, and we're all still processing it.","The villain's name is in the title. It rhymes with ""marriage."" Eddie's still talking to his own shoulder."
"Venom: The Last Dance",2024,"A third entry in a franchise that nobody asked to continue and nobody asked to end, arriving in 2024 with the energy of a contractual obligation.","Our journalist and his chatty parasite go on the run while the military, the government, and apparently every symbiote in the galaxy try to kill them.","The fact that you're still guessing tells me something about you — specifically that you, like the rest of us, have lost track of how many of these there are.","It's the final one. The word ""Last"" is doing heavy lifting in the title. Tom Hardy, sand, tears."
"Vice",2018,"A 2018 biopic-as-satire about the man who quietly ran the executive branch from a bunker while the President was on the ranch.","The lead actor gained roughly forty pounds and shaved his head to play a man whose defining facial expression is ""I am not going to tell you what I'm thinking.""","I want you to think carefully about what you actually know — Halliburton, waterboarding, a hunting accident involving a friend's face, and a heart that kept needing replacement parts.","The title is a three-letter word meaning moral failing, which is also half of the job title the subject held for eight years."
"War Horse",2011,"A 2011 prestige film from a director who has never met an animal he wouldn't anthropomorphize, set against the trenches of the First World War.","A boy and his four-legged friend get separated by the Great War, and over the next two hours that animal changes the life of every human it encounters, including a German soldier, a French girl, and you, weeping into your popcorn.","Let me be direct with you — the title is two words, the first is what's happening in Europe, the second has four legs and a mane.","Joey. A British farm boy. Trenches, barbed wire, and a sunset finale shot in colors that don't occur in nature."
"War of the Worlds",2025,"A 2025 remake of a story that's been adapted roughly every twenty years since H.G. Wells wrote it, this time reimagined as a surveillance thriller because that's where we are as a culture.","A Homeland Security analyst stares at screens while aliens invade, which is the most 2025 version of this story imaginable.","You know this one — it's the H.G. Wells thing, tripods, red weeds, the works, except now with a data privacy angle.","Martians. Tripods. The title is five words and describes a conflict between planets."
"Wayne's World",1992,"A 1992 film that proved a five-minute sketch could be stretched into a feature if you committed hard enough to a basement, a Pacer, and the word ""Excellent.""","Two guys broadcast a public access show from a basement in Aurora, Illinois, and lip-sync Bohemian Rhapsody in a way that ruined every karaoke night for the next thirty years.","Here's what I know about you right now — you're either humming Bohemian Rhapsody or you're about to be.","Wayne. Garth. ""Schwing!"" The title is the name of their show."
"Wayne's World 2",1993,"A 1993 sequel that exists because the first one made too much money for anyone to leave well enough alone.","A dream visit from a dead rock star inspires our heroes to organize a music festival, because that's how planning works when you have a basement and a camcorder.","This is the part where I stop being polite about it — it's the second one. You know the first one. Add a number.","Waynestock. Aerosmith. The title is the previous answer with a ""2"" stapled to the end."
"Wedding Crashers",2005,"A 2005 R-rated comedy that became the last great theatrical hangout movie before the internet decided everyone should watch comedies alone on a laptop.","Two divorce mediators spend their weekends infiltrating receptions to sleep with bridesmaids, which the film presents as a charming hobby rather than a felony.","I'm going to need you to search your memory more aggressively — a Secretary of the Treasury, a touch-football game on the lawn, and a brother in the attic painting nightmares.","The title is two words. The first is what the event is, the second is what they're doing to it. Rule number 76: no excuses, play like a champion."
"West Side Story",2021,"A legendary American filmmaker, deep into his seventies, decided what cinema really needed was another swing at a 1957 Broadway musical, and somehow he was right.","Finger snaps as choreographed intimidation, which remains the most theatrical way two gangs have ever threatened each other on film.","Consider what you're admitting by not having gotten this yet — there's a fire escape, a balcony scene smuggled in from Shakespeare, and a song called ""America"" that nobody can sit still through.","Jets versus Sharks. Tony and Maria. Manhattan tenements that get demolished to build Lincoln Center, which is a fact the opening shot will not let you forget."
"What Women Want",2000,"A turn-of-the-millennium romantic comedy built on the premise that the inner monologue of half the population is a previously untapped natural resource.","An advertising executive electrocutes himself with a hair dryer in a bathtub and gains telepathy instead of dying, which is the most optimistic interpretation of household appliance safety ever filmed.","Take a breath. Think about what decade you're in. Nike pitch meetings, pantyhose, and a leading man who was still considered charming before a few infamous voicemails.","Helen Hunt is the boss. Marisa Tomei is the coffee girl. The title is a question, and the answer is apparently ""for someone to finally shut up and listen."""
"What's Up, Doc?",1972,"A 1970s love letter to 1930s screwball, made by a director who watched too many Howard Hawks films and decided to do something about it.","Four identical plaid overnight bags, a San Francisco hotel, and a hill chase that exists purely because Bullitt did one first.","Between you and me, this is embarrassing. The tagline literally quotes Bugs Bunny.","Barbra Streisand, a piano, and Ryan O'Neal looking permanently confused — the title is what the rabbit says."
"When Harry Met Sally...",1989,"A late-eighties romantic comedy that posed an extremely simple question and then took two hours and a deli scene to answer it.","A road trip from Chicago to New York that ends with two people agreeing they will never be friends, which is the cinematic equivalent of a five-year option.","Whatever you're doing isn't working — Katz's Deli, an orgasm performed at lunch, and an older woman at a nearby table ordering whatever she's having.","New Year's Eve. A monologue about how she crinkles her nose. The title is a sentence — two names, a verb, and an ellipsis doing a lot of work."
"Where the Crawdads Sing",2022,"A bestselling book club novel becomes a film, which is the cinematic equivalent of being handed a candle at a baby shower.","A young woman raised alone in a North Carolina marsh is accused of murder, and the courtroom scenes were apparently written by someone who once watched a courtroom scene.","I want to give you the benefit of the doubt here, but — a swampy whodunit with a Taylor Swift song over the credits and a twist you saw from the dock.","Marsh Girl. A fire tower. A shell necklace. The title is a thing a bird allegedly does in a place."
"Whiplash",2014,"A film that convinced an entire generation of music students that their teachers were going easy on them.","A jazz drummer bleeds onto a snare while a man in a black t-shirt explains that the two most harmful words in the English language are ""good job.""","We've been at this long enough — a chair thrown across a rehearsal room, a car accident on the way to a gig, and a closing drum solo that doubles as a middle finger.","""Not quite my tempo."" J.K. Simmons won the Oscar. The title is a jazz standard and also what the conductor does to the student's psyche."
"Who Framed Roger Rabbit",1988,"A late-eighties technical marvel where animated characters and live actors shared frames so convincingly that the entire industry quietly panicked about how it was done.","A noir detective in 1940s Hollywood investigates a murder in a neighborhood where cartoons live, drink, and apparently file for divorce.","You're making this harder than it is — a sultry redhead toon purrs that she's not bad, she's just drawn that way.","Eddie Valiant. Judge Doom. A dip that dissolves toons. The title is a question with a name in it, and the name is right there in the credits."
"Wicked",2024,"A Broadway musical that ran for two decades finally got its movie adaptation, then immediately announced it was only half a movie.","A green woman and a pink woman attend magic college, and one of them is going to end up on the wrong side of a house in Kansas.","Look, I'm not judging you. I am, but I'm not showing it. A prequel to a 1939 classic involving ruby slippers and a yellow road.","Elphaba. Glinda. ""Defying Gravity."" The witch has a backstory and it involves a goat professor."
"Willow",1988,"A late-eighties fantasy from the Lucasfilm machine, made when ""from the producer of Star Wars"" was still a sentence that printed money.","A short farmer with sorcerer aspirations is handed a baby and told to save the world, which is a lot to ask of someone with no upper body strength.","This one has been on television roughly four hundred times. A wicked queen, a two-headed dragon, and a swordsman who flirts with everything that moves.","Madmartigan. Bavmorda. Warwick Davis in the title role — the title is just his name."
"Winter's Bone",2010,"A 2010 Ozark noir that introduced the world to a future Oscar winner before anyone knew to franchise her.","A teenage girl hunts for her meth-cooking father through a network of relatives who would rather she stop asking.","The audience at home figured this out. A frozen rural mystery, a chainsaw on a corpse, and a performance that launched a career.","Ree Dolly. The Ozarks. The title is a season and a body part."
"Wish",2023,"A 2023 animated film built as a love letter to a hundred years of a certain studio, which is a bold move when the love letter itself is the weakest thing the studio released that year.","The villain is a king who collects people's deepest desires in floating bubbles and refuses to grant them, which is somehow both a metaphor for capitalism and a plot.","You've seen this. Or the trailer. Or the merchandise. One of those, surely.","A girl named Asha sings to a literal star that falls out of the sky. The title is one syllable. Make one."
"Witness",1985,"A 1985 thriller that figured out the most dangerous place to hide a Philadelphia cop was a barn-raising.","There's a scene where two adults dance to Sam Cooke by lantern light in a barn, and somehow it's more erotic than most of the decade's actual sex scenes.","Either you haven't seen this, or you have and that's somehow worse. The title is the role the little boy plays in the legal sense.","Harrison Ford in suspenders, churning butter and beating up tourists. The answer is what the kid is."
"Wonder Woman",2017,"A superhero origin story that finally trusted audiences to sit with a woman in armor without making the whole thing a joke about her armor, which was a low bar that Hollywood had been limbo-ing under for decades.","The film smartly sidesteps the usual modern-day origin and drops its hero into the trenches of the First World War, where a sword in a ballgown somehow feels less anachronistic than the mustard gas.","At this point I have to ask — does the phrase ""No Man's Land"" ring any bells? A woman in red, blue, and gold climbing out of a trench while bullets bounce off her bracelets?","An island of Amazons. A lasso that compels the truth. A pilot named Steve. The title is two words and the second one is what you are not currently experiencing."
"Wonder Woman 1984",2020,"A sequel set in a decade chosen specifically so the costume department could go feral.","The villain is a wish-granting rock, which is the kind of plot device you commit to when you've already cast Kristen Wiig as a cheetah.","The fact that you're still guessing tells me something about you. Specifically that you blocked this one out, which is fair.","Same Amazon, same Steve somehow, but now there's a mall fight and Orwell's favorite year is in the title."
"Wonka",2023,"A 2023 prequel nobody asked for that turned out to be charming in a way that felt like getting away with something.","A young chocolatier sings and dances his way through a city while a cartel of confectioners tries to ruin him, which is a sentence that should not work and somehow does.","I want you to think carefully about what you actually know. A purple coat. A golden ticket. A factory. A boy with cheekbones.","Hugh Grant plays an Oompa Loompa. The answer is the chocolatier's last name."
"Working Girl",1988,"A 1988 film in which the shoulder pads are doing as much narrative work as the screenplay.","A secretary from Staten Island climbs the corporate ladder by impersonating her boss while said boss is laid up with a ski injury, which is the most 80s plot mechanism ever devised.","Let me be direct with you. The title describes the protagonist's job and her gender, in that order, and Carly Simon sings about it over the opening helicopter shot of Manhattan.","Melanie Griffith. Harrison Ford. Sigourney Weaver as the villain in a neck brace. Two words, one occupation."
"Wreck-It Ralph",2012,"A 2012 animated film that asked what arcade characters do after closing time, and answered with an existential crisis about job satisfaction.","The protagonist is a giant-fisted video game villain who attends a support group for antagonists and just wants a medal for once in his pixelated life.","You know this one. A racing game made of candy, a glitchy little girl with attitude, and an 8-bit hero in blue overalls with a magic golden hammer.","His name is in the title, twice if you count the hyphen. He wrecks things. That's his job. Say it out loud."
"X-Men: Apocalypse",2016,"A 2016 entry in a franchise that was, at this point, openly running out of decades to set itself in.","The villain is a blue ancient Egyptian god-mutant who recruits four horsemen and still somehow loses to a teenager with sunglasses.","Here's what I know about you right now — you've seen one of these. You don't remember which. This is probably the one.","The big bad's name is also the title's second word. The first word is a hyphenated team of mutants."
"X-Men: Days of Future Past",2014,"A 2014 film that solved a franchise continuity problem by sending a man's consciousness back in time, which is also how I deal with my tax returns.","A sentinel-infested dystopian future is rewritten by Wolverine waking up in 1973 with a waterbed and a lava lamp, and yes, that is the actual plot.","This is the part where I stop being polite about it. The title is two halves of a sentence about time.","Two Professor Xs. Two Magnetos. One Quicksilver scene that justified the entire movie. The title is six words."
"X-Men: The Last Stand",2006,"The third entry in a mutant superhero franchise, made after the original director left for a competing comic book universe, and it shows in ways the fans will tell you about at length.","A pharmaceutical ""cure"" for being a mutant arrives, which splits the team into those who want to take it, those who want to destroy it, and those who want to weaponize it on the Golden Gate Bridge.","I'm going to need you to search your memory more aggressively. A telekinetic resurrected as a destructive alter ego, a floating bridge, and a franchise saying goodbye to several of its leads in ways that fans found upsetting.","The team has a letter. The subtitle is a finality followed by an upright posture. Magneto moves a bridge. You can do this."
