title,year,hint_1,hint_2,hint_3,hint_4
"Mystic River",2003,"An actor-turned-director in his Boston phase, before the Boston phase became a running joke, adapting a Dennis Lehane novel about how childhood trauma compounds with interest.","Three boys are playing in the street. A car pulls up. One of them gets in. The next two hours are about what that car did to the next thirty years.","Take a breath. Think about what decade you're in. Early 2000s, working-class Boston, a murdered daughter, and a grieving father screaming ""Is that my daughter in there?"" in a moment that won an Oscar.","Two words. The first is a synonym for mysterious. The second is a body of flowing water. Go."
"Nashville",1975,"A sprawling 1975 ensemble from a filmmaker who treated overlapping dialogue as a moral position and plot as someone else's problem.","Twenty-four characters drifting through a political campaign and a country music scene, all converging on a single outdoor concert that ends the way these things tend to end in the 70s.","Between you and me, this is embarrassing. The title is a city. The city is famous for one specific industry. That industry is in the genre tag.","It's the country music capital of the United States. Now say it out loud."
"National Lampoon's Christmas Vacation",1989,"The third entry in a holiday-comedy franchise about a suburban dad whose optimism is a form of mental illness, and whose family outings are a form of public hazard.","A father, a ladder, a string of lights with one bad bulb, and a squirrel that has not yet been introduced to the household. The 1980s in a single image.","Whatever you're doing isn't working. Picture a frozen turkey that explodes into dust, a cousin named Eddie emptying a chemical toilet into a storm drain, and a jelly-of-the-month club membership received as an annual bonus.","Clark Griswold. The Griswolds. A sequel about a holiday. The title is on the tin."
"National Lampoon's Vacation",1983,"An early-80s road comedy that established the template of ""American family destroys itself across several state lines in pursuit of leisure.""","A father drags his family across the country to a theme park, accumulates one dead aunt strapped to the roof of the station wagon, and arrives to find the park closed.","I want to give you the benefit of the doubt here, but — this is the original one. Before the Christmas one. Before Europe. The first trip.","Walley World. A station wagon called the Family Truckster. The word you want is in the title and it's what you take in the summer."
"National Treasure",2004,"A mid-2000s adventure built on the premise that American history is mostly a series of riddles the Founding Fathers left for a man with a very specific haircut to solve.","The plot hinges on stealing the Declaration of Independence, which the film treats as a reasonable second-date activity.","We've been at this long enough. The title is two words. The first word is in the franchise name. The second is what's hidden.","Nicolas Cage whispering ""I'm going to steal the Declaration of Independence"" — the title is what he's after."
"National Treasure: Book of Secrets",2007,"The sequel that decided the first film hadn't desecrated enough monuments and sent everyone to Mount Rushmore.","This one involves kidnapping the President of the United States at his own birthday party, which the movie presents as a mild inconvenience for everyone involved.","You're making this harder than it is. It's the second one. Same guy. Same haircut. Same franchise you just watched me hint at.","A president's secret journal, the Resolute desk, and Nicolas Cage at Mount Rushmore — it's the sequel to the one about the Declaration."
"Ne Zha 2",2025,"A 2025 Chinese animated sequel that quietly became one of the highest-grossing films in the history of cinema while most Western audiences were still figuring out how to pronounce it.","Two boys whose bodies were obliterated in the first movie get a second shot at existence, which they spend mostly fighting dragons and questioning their cosmology.","Look, I'm not judging you. I am, but I'm not showing it. The title is a name plus a number. The number is two.","It's the follow-up. The hero's name has three letters in the first word. The tagline literally says ""reborn."""
"Nebraska",2013,"A 2013 road movie shot in black and white, because nothing says ""the Great Plains in decline"" like draining the color out of them.","An old man convinced he's won a million dollars from a magazine sweepstakes drags his son across several states to claim a prize that does not exist.","This one has been on television roughly four hundred times. The title is a state. The state is in the middle. The middle of what, you're about to figure out.","It's a state. It borders Iowa, Kansas, and South Dakota. The Cornhuskers play there. You're nearly there."
"Network",1976,"A 1976 satire so accurate about the future of broadcast journalism that it now plays as a documentary with better lighting.","An anchorman announces on air that he's going to kill himself, and his ratings go up — which the executives interpret as a content strategy.","The audience at home figured this out. The famous line is ""I'm as mad as hell and I'm not going to take this anymore."" The title is what he's yelling on.","""I'm as mad as hell —"" he's shouting it through a television _______. Fill in the blank. That's the title."
"Night at the Museum",2006,"A mid-2000s family comedy built on the very simple premise that wax figures and taxidermy would, given the chance, behave exactly like overcaffeinated coworkers.","A down-on-his-luck divorced dad takes a graveyard shift security gig and discovers his new colleagues include a miniature cowboy, a capuchin monkey with boundary issues, and a Tyrannosaurus that fetches.","You've seen this — Teddy Roosevelt on horseback, Attila the Hun having feelings, and a tablet of Egyptian gold that no one in the building thought to mention during the job interview.","Robin Williams in jodhpurs, a slap-happy monkey named Dexter, and a building full of exhibits that get up and walk around after closing — say where, and you've said the title."
"Nightmare Alley",2021,"A 2021 remake of a 1947 noir, made by a filmmaker who normally puts monsters in his movies and this time decided the monster would just be a guy with good diction.","It opens with a man dragging a corpse into a hole under a house, and somehow that's the least disturbing thing he does in the next two hours.","Either you haven't seen this, or you have and that's somehow worse — there's a carnival, a geek biting the head off a chicken, and a mentalist act that goes exactly where you think it goes.","Bradley Cooper in a tuxedo, Cate Blanchett behind a desk made of intimidation, and the bleakest final line Guillermo del Toro has ever filmed."
"Nine to Five",1980,"A 1980 workplace comedy that doubled as a revenge fantasy and tripled as the launchpad for a country song you've involuntarily hummed at least once this year.","Three women kidnap their boss, tie him to a garage door opener, and run the office better than he ever did. The film treats this as a comedy. It is not wrong.","At this point I have to ask — does a typewriter, a corner office, and the phrase ""sexist, egotistical, lying, hypocritical bigot"" ring any bells?","The title is the working hours. Dolly Parton sang it. You can sing it right now if you'd like."
"No Country for Old Men",2007,"The Coen Brothers won Best Picture for a film in which the hero loses, the villain wins, and the sheriff just goes home and talks about a dream.","A man with a haircut from a Dutch boy painting walks around West Texas killing people with a device used to slaughter cattle. He also flips a coin and asks strangers to call it.","The fact that you're still guessing tells me something about you — a briefcase of money in the desert, a hotel room shootout, and the most upsetting bowl haircut in cinema history.","""Call it, friendo."" A Cormac McCarthy adaptation. The title comes from a Yeats poem, and the Coens are the answer."
"No Time to Die",2021,"The fifth and final outing for a blond, blue-eyed reinvention of a very famous spy who spent fifteen years brooding his way through the role.","A retired secret agent gets pulled back in by an old CIA friend, which in this franchise is the contractual equivalent of a wedding invitation you cannot refuse.","I want you to think carefully about what you actually know — a martini, a Walther PPK, an Aston Martin with machine guns in the headlights, and a code number you've heard a thousand times.","The villain has a poisoned garden and a face like a melted candle. The hero has a daughter. The ending is, let's say, unprecedented for 007."
"Nomadland",2021,"A 2021 Best Picture winner that cast real-life van-dwellers as themselves and asked an Oscar-winning actress to disappear into their ranks without making a fuss about it.","After a Nevada gypsum plant closes and takes a whole town with it, a widow loads her life into a van named Vanguard and heads off to work seasonal shifts at an Amazon fulfillment center, because America.","Let me be direct with you — windswept Western landscapes, a paper plate dinner at an RV gathering, and a quiet woman peeing in a bucket with more dignity than you've ever mustered for anything.","Chloé Zhao's film about people who live on the road, refuse to call themselves homeless, and prefer the phrase in the title. Two words. One of them is a synonym for wanderer."
"Nope",2022,"A 2022 horror film from a comedian-turned-auteur who keeps making movies that critics write thesis papers about and audiences argue about in the parking lot.","A brother and sister who train horses for Hollywood decide to film the thing in the sky that's eating their livestock, because monetizing trauma is the American way.","You know this one. A flat ranch valley, an inflatable tube man, and a chimpanzee incident that has nothing to do with the plot and everything to do with the theme.","Daniel Kaluuya in a hoodie, a horse named Lucky, and the title is the one-syllable thing you say when you see a UFO."
"Norma Rae",1979,"A 1979 drama set in a North Carolina textile mill, back when American movies were still willing to be about labor without disguising it as a superhero origin.","A factory worker, a Jewish union organizer from New York, and the slow realization that ""minimum wage"" was being generous.","Here's what I know about you right now — you've seen the image even if you haven't seen the film. A woman stands on a table holding up a handwritten sign. The machines stop.","Sally Field won the Oscar. The sign says ""UNION."" The title is her name, two words, first one rhymes with ""performa."""
"Notting Hill",1999,"A 1999 romantic comedy set in a London neighborhood so charming the film basically functions as a real estate ad with kissing.","A movie star walks into a travel bookshop, spills orange juice on a floppy-haired Englishman, and the entire Western romcom genre owes the next decade to that spill.","This is the part where I stop being polite about it — a blue door, a dinner party with a brownie competition, and ""I'm also just a girl, standing in front of a boy.""","Hugh Grant stammering. Julia Roberts being famous. The title is the West London neighborhood where it all takes place."
"Ocean's Eleven",2001,"A turn-of-the-millennium remake of a Rat Pack heist picture, reassembled as a vehicle for the most aggressively charming cast list of the decade.","A freshly paroled con man assembles a crew of exactly the number in the title to rob three Las Vegas casinos in one night, mostly so he can humiliate the man currently dating his ex-wife.","I'm going to need you to search your memory more aggressively — a tuxedo, a vault under the Bellagio, a pickpocket, a Chinese acrobat, and a guy eating in literally every scene.","Danny. Rusty. Tess. The Bellagio fountains. The crew size is in the title — count them up."
"Ocean's Thirteen",2007,"A third outing for a crew that, by this point, was less interested in heisting and more interested in hanging out in tailored suits while a director collected favors.","The plot hinges on rigging a casino so comprehensively that every gambler wins at once, which is the kind of revenge plan only rich, well-dressed men would call ""personal.""","Consider what you're admitting by not having gotten this yet. The team is back, the suits are sharper, and the Roman numeral has gone up by one.","Danny. Rusty. Linus. A casino owner played by Al Pacino who wears the worst spray tan in the franchise."
"Ocean's Twelve",2004,"A sequel that decided the best way to follow up a Vegas heist was to fly everyone to Europe and have one of the stars pretend to be herself.","There's a laser-dance sequence, a fake pregnancy, and an entire subplot about a rival thief called the Night Fox, none of which makes the movie more coherent but all of which makes it more fun.","Take a breath. Think about what decade you're in. The crew got bigger by exactly one, and the tagline tells you the number.","Julia Roberts plays Tess, who is then asked to impersonate Julia Roberts. That's the actual plot."
"Oh, God!",1977,"A 1977 comedy in which the Almighty appears as a soft-spoken old man in a windbreaker and a fishing hat, because the seventies had a very specific idea of what divine humility looked like.","The Lord chose as His prophet an assistant grocery manager, which tells you everything about the theology of this film and possibly about supermarket middle management.","Between you and me, this is embarrassing. The title is two words, the first is an exclamation, the second is the supreme being.","George Burns, cigar, gentle wisdom, and John Denver looking confused. The title is what you say when you stub your toe."
"On Golden Pond",1981,"A film built almost entirely around watching two legendary actors in the autumn of their careers act opposite each other on a lake, and somehow that was enough to win three Oscars.","A real-life father and daughter played a fictional father and daughter working through their real-life issues on camera, which is either brave or the most expensive therapy session ever filmed.","Whatever you're doing isn't working. Loons, a lake, a cranky old man, and the most famous acting family in America showing up to make peace on screen.","Henry Fonda's final role. Katharine Hepburn in the boat. Jane Fonda finally getting to cry at her actual dad. The body of water is in the title."
"Once Upon a Time... in Hollywood",2019,"A 2019 love letter to a Los Angeles that was about to end, made by a director who has never met a foot he didn't want to film.","A fading TV cowboy and his stuntman drift through 1969 while history closes in on the house next door, and the climax rewrites that history with a flamethrower.","I want to give you the benefit of the doubt here, but — the title is a fairy-tale opening followed by the name of an industry town.","Cliff Booth. Rick Dalton. Sharon Tate. A pit bull named Brandy who does more damage in three minutes than most action stars do in a career."
"One Battle After Another",2025,"A 2025 release from a director who hadn't put out a film in years and decided to come back swinging with a paranoid father-daughter chase through American collapse.","A burned-out revolutionary in a bathrobe spends most of the movie stoned, confused, and trying to remember a password while his daughter is in actual danger.","We've been at this long enough. The title is three words and it describes exactly what the protagonist's life has been, in sequence.","Leonardo DiCaprio in a bathrobe. Sean Penn as the villain. The title is what soldiers say about every day of a long war."
"One Flew Over the Cuckoo's Nest",1975,"A 1975 film that swept all five major Oscars, a feat so rare it has happened roughly three times in the history of the Academy.","The protagonist fakes his way into a mental ward thinking it'll be easier than prison, which is the worst tactical decision in cinema until someone splits up in a haunted house.","You're making this harder than it is. McMurphy. Nurse Ratched. A fishing trip, a basketball game, and a Chief who isn't as quiet as he seems.","The title is a nursery rhyme. The setting is an asylum. Jack Nicholson grins his way through every scene until he can't anymore."
"Oppenheimer",2023,"A 2023 three-hour biopic shot partly in black-and-white about a theoretical physicist, which has no business being the biggest movie of the summer and yet was.","The director who never met a practical effect he didn't want to build also built, apparently, a nuclear test sequence without using CGI, which is either commitment or a personality disorder.","Look, I'm not judging you. I am, but I'm not showing it. The subject is the father of the atomic bomb, and his last name is the title.","""Now I am become Death, destroyer of worlds."" Trinity. Los Alamos. The pink half of a famous double feature."
"Ordinary People",2018,"A 2018 South Korean thriller, not the 1980 Best Picture winner, which I mention only because you were about to guess the wrong one.","A gym teacher and a teenage girl team up to investigate a disappearance and stumble into the kind of conspiracy that always seems to require a man with very large fists.","This one has been on television roughly four hundred times — well, not this one. The Robert Redford one has. This one is the Korean one with the same English title, and the title means what most of us are.","Two words. The first is the opposite of extraordinary. The second is what you and I both are."
"Out of Africa",1985,"A sweeping 1985 epic that swept the Oscars by combining colonial nostalgia, a doomed romance, and approximately four hours of golden hour cinematography over the savanna.","A Danish baroness runs a coffee plantation she has no business running, marries a man who gives her syphilis, and falls for a big-game hunter who refuses to be domesticated. Romance was different then.","The audience at home figured this out — a gramophone on the veranda, a hair-washing scene that launched a thousand swoons, and an aerial sequence over the plains set to John Barry's score.","""I had a farm…"" — and the rest of that opening line is the title."
"Paper Moon",1973,"A 1973 film shot in black and white at a time when nobody was shooting in black and white, by a director who had just made two color hits and decided to push his luck.","A con man sells Bibles to widows by inscribing the dead husband's name on the cover, which is either a great pitch or the foundation of an entire industry.","You've seen this. A father and daughter playing father and daughter, or possibly just a man and a small girl who is much better at fraud than he is.","Tatum O'Neal won an Oscar for it at age ten, which means a fourth-grader has a better trophy shelf than you. The title is a song lyric and a carnival prop."
"Parasite",2019,"A 2019 film that became the first non-English language movie to win Best Picture, which broke a streak Hollywood had been quietly enjoying for ninety-one years.","A poor family slowly infiltrates a rich family's household by pretending not to know each other, which is going great until somebody rings the doorbell during a thunderstorm.","Either you haven't seen this, or you have and that's somehow worse — there is a basement, there is a staircase, and there is a peach allergy being weaponized.","Bong Joon-ho. Scholar's rock. ""Jessica, only child, Illinois, Chicago."" That's a lot of help for one hint."
"Patton",1970,"A 1970 biopic that opens with a seven-minute monologue in front of an enormous American flag, which is either the boldest cold open in cinema or a dare.","The lead performance won an Oscar that the actor famously refused to accept, calling the ceremony a ""meat parade."" Which is, frankly, an excellent term for it.","At this point I have to ask — does a four-star general slapping a shell-shocked soldier in a field hospital ring any bells? It should.","Ivory-handled revolvers, a tank commander who believed he had lived previous lives as a Roman soldier, and the title is just his last name."
"Pearl Harbor",2001,"A 2001 film by a director who treats every sunset like a personal achievement and every explosion like a love letter to itself.","Three hours of a love triangle interrupted by an actual historical tragedy, which the film treats as roughly the same level of emotional importance.","The fact that you're still guessing tells me something about you. A nurse, two pilots, a date in December 1941, and a Faith Hill song over the credits.","Ben Affleck in a bomber jacket. The Japanese fleet attacking a Hawaiian naval base. The title is the location. I cannot help you more than that."
"Philadelphia",1993,"A 1993 film that was the first major Hollywood production to take AIDS seriously, which tells you everything about how long Hollywood took to take AIDS seriously.","A lawyer fired from his firm hires the only attorney willing to represent him — a man who openly admits in court that he is uncomfortable with gay people. It's that kind of movie.","I want you to think carefully about what you actually know. An opera scene. A Bruce Springsteen song over the opening credits that won an Oscar. The city of brotherly love.","Tom Hanks won his first Best Actor for it. The title is the city. The city is in Pennsylvania. We are running out of road here."
"Philomena",2013,"A 2013 film that pairs a sweet Irish grandmother with a snarky British journalist and somehow makes it the most devastating road trip of the decade.","Based on a true story in which the Catholic Church, the Magdalene Laundries, and a missing son combine into a tidy little indictment of institutional cruelty — served with tea.","Let me be direct with you. The title is the woman's first name. It is not a common name. It is, in fact, the name of a saint, and you've now had more than enough hints.","Steve Coogan plays the journalist, the woman is played by a Dame, and the answer is just her first name. Go."
"Pirates of the Caribbean: At World's End",2007,"The third entry in a Disney franchise based on a theme park ride, which by this point had abandoned all narrative restraint in favor of crab armies and singing pirate councils.","A film that opens with a mass hanging of children and somehow still got a PG-13, because nothing says family entertainment like a cold open about colonial executions.","You know this one. Singapore, Davy Jones, a giant maelstrom, and Keith Richards playing somebody's dad. The franchise is sitting right on the tip of your tongue.","Captain Jack Sparrow. Barbossa. Calypso. The answer is the third chapter of a certain swashbuckling saga."
"Pirates of the Caribbean: Dead Man's Chest",2006,"The 2006 sequel where Disney figured out that if one ride-based blockbuster worked, three of them shot back-to-back would work even harder.","A film featuring a tentacle-faced sea captain who plays the pipe organ with his beard, which is either the most committed prosthetic work of the decade or a cry for help from the makeup department.","Here's what I know about you right now — you've seen the wedding-interrupted-by-arrest, you've seen the giant wheel rolling through the jungle, and you've seen a kraken eat a ship. The franchise is right there.","Captain Jack. A still-beating heart in a wooden box. The Black Pearl. You know the sequel — it's the one named after that box."
"Pirates of the Caribbean: On Stranger Tides",2011,"The fourth installment, where the franchise quietly retired half its cast and went looking for a Fountain of Youth, which is also what the studio was looking for at this point.","Mermaids, zombies, Blackbeard, and a Spanish ex-flame who may or may not be conning our hero — a film that throws everything at the wall and shrugs when none of it sticks.","This is the part where I stop being polite about it. It's the one without the Turner-Swann romance. It's the one where Jack goes after eternal life. You're four movies deep into a series. Name it.","Ian McShane as Blackbeard. The answer is the fourth chapter, subtitled with a phrase about unfamiliar waters."
"Places in the Heart",1984,"A 1984 Depression-era drama that earned its lead a Best Actress Oscar and one of the most famously misquoted acceptance speeches in Academy history.","A widow, a blind boarder, a Black drifter who knows cotton, and a tornado — the kind of movie that quietly stacks the deck against its heroine and then dares you to look away.","I'm going to need you to search your memory more aggressively. 1935 Texas. A farm. The Klan shows up. The title is three words, and the last word is an organ.","The Oscar speech was ""You like me, right now, you like me!"" The title is poetic, pastoral, and ends with the thing that pumps blood."
