title,year,hint_1,hint_2,hint_3,hint_4
"The Sting",1973,"A 1973 film that reunited the two prettiest men in Hollywood and scored the whole thing with piano rags written seventy years before it was set.","A pair of grifters build an entire fake off-track betting parlor to swindle one furious Irish mobster, and the audience is the final mark.","Whatever you're doing isn't working. Think Depression-era Chicago, think a long con, think the title is what you do at the end of one.","Newman, Redford, Scott Joplin on the soundtrack, and a finger tapped against the side of the nose. Best Picture, 1973."
"The Substance",2024,"A 2024 body horror film that asked what would happen if you mixed Dorian Gray with a Peloton ad and then set the whole thing on fire.","A fading aerobics star injects a glowing serum and births a younger version of herself out of her own spine, which is one way to handle turning fifty in Hollywood.","I want to give you the benefit of the doubt here, but — there is a needle, there is a bathroom floor, and the title is literally the drug.","Demi Moore in a yellow coat, a shrimp dinner gone catastrophically wrong, and a third-act monster the internet refused to shut up about."
"The Suicide Squad",2021,"A 2021 do-over of a 2016 film everyone agreed to pretend never happened, this time directed by the guy who made talking raccoons profitable.","A team of expendable criminals is sent to a fictional South American country to destroy a giant pink starfish. That is the actual plot.","We've been at this long enough. There's Harley Quinn, a man in a toilet seat helmet, and the word in the title is what the mission technically is.","King Shark eating people, a weasel, and Idris Elba muttering about why he agreed to this — the title is the first one plus the definite article."
"The Super Mario Bros. Movie",2023,"A 2023 animated film that made over a billion dollars by adapting a video game where the deepest piece of lore is ""the princess is in another castle.""","Two plumbers from Brooklyn fall down a pipe and one of them learns to jump on turtles. The other one gets kidnapped almost immediately.","You're making this harder than it is. Red hat. Mustache. Italian accent voiced by a man from Massachusetts.","Bowser at a piano singing a love ballad about Peach. The title is two brothers and a job description."
"The Texas Chain Saw Massacre",1974,"A 1974 horror film made for almost no money in punishing summer heat, which gave the cast the haunted look you usually have to pay actors extra for.","A group of young people in a van make the catastrophic decision to investigate a remote farmhouse, which in this decade was the leading cause of death for young people in vans.","Look, I'm not judging you. I am, but I'm not showing it. A man in a mask made of human skin. A dinner scene that is not dinner. A power tool used as the title weapon.","Leatherface. A meat hook. A gas station that should have been a warning. The title tells you the state, the tool, and the body count."
"The Theory of Everything",2014,"A 2014 biopic that turned one of the most complicated minds of the twentieth century into a Cambridge love story with very nice cardigans.","A physicist explains black holes while his wife pushes his wheelchair across a lawn, and the Academy hands out a Best Actor trophy.","This one has been on television roughly four hundred times. The man in the wheelchair has a computer voice and a book about time.","Stephen Hawking, a young romance at Cambridge, and a title that grandly promises to explain the entire universe in two hours."
"The Thin Red Line",1998,"A reclusive filmmaker emerged after two decades of silence to make a war movie that is mostly about grass, birds, and voiceover.","A World War II infantry company assaults a hill on Guadalcanal while the soundtrack contemplates the soul of nature, which is a brave choice when people are being shot.","The audience at home figured this out. Tall grass swaying. Whispered narration. A philosophical sniper. Released the same year as another, much more crowd-pleasing WWII film.","Guadalcanal. A platoon. The title is an idiom about the narrow margin between sanity and madness — three adjectives, no nouns, you can do this."
"The Thing",1982,"A 1982 horror film that flopped on release because audiences that summer wanted a friendly alien with a glowing finger, not a sled dog peeling open like a flower.","A group of bearded men in parkas slowly realize that the problem isn't the cold, it's that one of them is wearing someone else's face.","You've seen this — a blood test conducted with a hot wire, a flamethrower as the only reasonable management tool, and a defibrillator scene that ends very badly for the doctor's arms.","MacReady. Antarctica. A chess computer getting whiskey poured into it in the first five minutes. Carpenter directed it."
"The Towering Inferno",1974,"A 1970s disaster film made during the brief golden era when studios believed the public wanted to watch celebrities die in increasingly architectural ways.","The building is 138 stories tall, the wiring is cheap, the party is on the top floor, and the screenplay is essentially a long argument between a fire chief and an architect about whose fault this is.","Either you haven't seen this, or you have and that's somehow worse — two of the biggest movie stars of their generation got equal billing by literally measuring their names on the poster.","A skyscraper. A fire. The title is two words and the second one is what fire does."
"The Tree of Life",2011,"A film where a director with five movies in forty years decided the only honest way to tell a story about a Texas childhood was to also include the formation of the universe and a dinosaur showing mercy.","A stern father, a luminous mother, three boys in a 1950s suburb, and roughly twenty minutes of cosmic nebulae set to choral music in case you forgot you were at an art film.","At this point I have to ask — did you walk out of this one? A lot of people did. The Cannes jury didn't, and they gave it the Palme d'Or.","Brad Pitt as the father. Jessica Chastain floating around the yard. The title is a biblical metaphor and also just a noun phrase about a large plant."
"The Trial of Billy Jack",1974,"A 1974 sequel that runs nearly three hours and uses roughly two of them to deliver a series of earnest political lectures, which is what happens when the star, director, writer, and producer are the same person who also believes in himself.","A half-Navajo ex-Green Beret pacifist who solves problems with hapkido kicks to the face, which is the kind of contradiction the seventies handled by simply not addressing it.","The fact that you're still guessing tells me something about you. There's a Freedom School, a vision quest, and a massacre staged as a clear Kent State allegory, in case the politics weren't underlined enough.","A barefoot martial-arts hero, a hat, and a courtroom — the title is a legal proceeding involving a two-name protagonist whose first name rhymes with ""silly."""
"The Trial of the Chicago 7",2020,"A 2020 courtroom drama where the writer-director's signature walk-and-talk dialogue is finally justified because the characters are professional agitators who literally cannot shut up.","A judge so openly hostile to the defense that he had one of the defendants bound and gagged in the courtroom, which is the kind of detail screenwriters don't have to invent because America already did it.","I want you to think carefully about what you actually know. 1968 Democratic Convention, tear gas in Grant Park, Abbie Hoffman, and a courtroom proceeding involving exactly seven defendants.","The defendants are named in the title. The number is in the title. The city is in the title. I have given you everything except the verb."
"The Truman Show",1998,"A 1998 film that predicted reality television, parasocial relationships, and the surveillance economy roughly a decade before anyone had the vocabulary to be worried about any of it.","A man notices a stage light fall out of the sky on his morning commute and slowly works out that his wife, his best friend, and the ocean are all props.","Let me be direct with you — the lead is a rubber-faced comedian doing his first serious role, and the director has a giant lunar control room.","""In case I don't see ya, good afternoon, good evening, and good night."" The title is the protagonist's first name plus the word for what his life secretly is."
"The Turning Point",1977,"A 1977 drama that received eleven Oscar nominations and won zero, a record it held for decades, which feels like its own kind of ballet.","Two former dancers reunite — one chose the stage, one chose the family — and spend two hours quietly resenting each other in increasingly well-lit rehearsal studios.","You know this one — Mikhail Baryshnikov plays a Russian dancer who seduces a teenager, and somehow that was the wholesome part of the year.","The title is what you reach when you have to choose between career and family. Three words. The first is ""The."""
"The Twilight Saga: Breaking Dawn - Part 1",2011,"A 2011 entry in a franchise that convinced a generation of teenagers that the ideal romantic partner is a 109-year-old man who watches you sleep.","A wedding, a honeymoon on a private island, and a pregnancy that progresses with the speed and tact of a runaway freight train made of CGI.","Here's what I know about you right now — you're stalling. There's a vampire, a werewolf, and a baby being delivered by teeth. Yes, teeth.","The fourth chapter in a sparkly vampire franchise, split in two because the studio wanted twice the money. Bella. Edward. Renesmee. Volume one."
"The Twilight Saga: Breaking Dawn - Part 2",2012,"A 2012 fantasy finale that gave us a CGI baby so unsettling the production reportedly scrapped it and started over, which is a sentence that should end most conversations about this franchise.","A werewolf imprints on a newborn, which the film presents as romantic rather than something that should involve several restraining orders and a long talk with a family lawyer.","This is the part where I stop being polite about it — there's a snowfield, a beheading montage, and a final reveal that the entire climactic battle was a vision. Sparkly vampires. Italian robes. Ring any bells?","Bella. Edward. Jacob. A daughter named Renesmee, which is what happens when two names love each other very much."
"The Untouchables",1987,"A 1987 gangster film directed by a guy better known for splitting screens and shooting through windows, working from a script by the playwright who made cursing an art form.","A baby carriage rolls down the steps of Union Station in slow motion while a shootout happens around it, and somehow no one had done that before in an American movie. Well, almost no one.","I'm going to need you to search your memory more aggressively — Prohibition-era Chicago, a baseball bat at a dinner table, and a Scotsman playing an Irish cop with an Oscar to show for it.","Eliot Ness versus Al Capone. The title is what they called the squad because they couldn't be bribed. One word, plural, with a ""The."""
"The Verdict",1982,"A courtroom drama from the early 80s that understood the most interesting moment in a man's life is the one where he decides to stop disappointing himself.","The protagonist photographs a corpse in a hospital room and drinks his lunch, which is the kind of legal strategy they don't teach at Harvard.","Consider what you're admitting by not having gotten this yet. The hero is an alcoholic ambulance chaser who takes a malpractice case and refuses to settle. The title is what the jury delivers.","Sidney Lumet directing Paul Newman giving a closing argument that made every actor in 1982 quietly consider another career."
"The War of the Roses",1989,"A pitch-black comedy from the end of the 80s that took the decade's obsession with stuff — the house, the china, the cars — and weaponized all of it.","A divorce told by a lawyer to a client, as a cautionary tale, which is also how most lawyers describe their own marriages.","Take a breath. Think about what decade you're in. A couple destroys their immaculate house, their dog, and arguably a chandelier, rather than let the other one have any of it. The title sounds like a history lesson.","Michael Douglas and Kathleen Turner, reunited from Romancing the Stone, this time romancing nothing but property law."
"The Waterboy",1998,"A late-90s comedy built on the comedic theory that a man-child with a Cajun accent screaming about quality H2O is a feature-length premise.","The hero's tackling technique is essentially imagining the opposing player insulted his mother, which is also Mama's entire personality.","Between you and me, this is embarrassing. The hero hydrates a football team, discovers he can hit people very hard, and his mother thinks everything is the devil. The title is his job.","The Fonz is the coach. That should do it."
"The Way of the Dragon",1972,"An early 70s martial arts film where the star wrote it, directed it, produced it, and beat up everyone in it, because delegation was not his strong suit.","The climactic fight happens in the Roman Colosseum between a Hong Kong icon and a future Texas Ranger with a chest like a shag carpet.","Whatever you're doing isn't working. Think nunchucks, a Chinese restaurant in Rome, and the most famous one-on-one fight in martial arts cinema. The title is a path taken by a mythical creature.","Bruce Lee versus Chuck Norris. In the Colosseum. The title sounds like a kung fu instruction manual."
"The Wedding Singer",1998,"A late-90s romantic comedy that figured out 80s nostalgia was going to be a renewable resource, and got there first.","The hero sings ""Love Stinks"" at a reception after being left at the altar, which is the most professional possible response to personal devastation.","I want to give you the benefit of the doubt here, but — the setting is 1985, there's a Billy Idol cameo on an airplane, and the leading man's job is exactly what the title says.","Adam Sandler and Drew Barrymore, the first of three movies they would make together, because the chemistry was real and the paychecks were good."
"The Wild Robot",2024,"An animated feature from a studio that figured out, somewhere around the 2020s, that if you paint every frame like an oil painting, parents stop checking their phones.","The premise is essentially Iron Giant meets a nature documentary, except the machine in question is trying very hard to read a manual on goose parenting.","We've been at this long enough — a shipwrecked piece of technology accidentally imprints on a gosling and learns to love, which is the kind of plot that makes grown adults cry into their popcorn.","A maternal machine. A baby goose named Brightbill. Three words, starts with ""The,"" and the middle word rhymes with ""child."""
"The Wiz",1978,"A late 70s reimagining of a Kansas farm girl's adventure, except now Kansas is Harlem and the Yellow Brick Road runs through the New York City subway system.","The Scarecrow is played by the King of Pop in what was essentially his audition for an entire solo career.","You're making this harder than it is. It's an all-Black musical adaptation of a story you've known since you were five, and the title is a three-letter nickname for the man behind the curtain.","Diana Ross as Dorothy, Michael Jackson as the Scarecrow, and Quincy Jones doing the music, which is how he and Michael ended up making Thriller."
"The Wolf of Wall Street",2013,"A three-hour film from 2013 about a stockbroker doing crimes and quaaludes, directed by a man in his seventies with more energy than most people in their twenties.","There's a sequence involving a sports car, a country club driveway, and a level of physical comedy that would make Buster Keaton take notes.","Look, I'm not judging you. I am, but I'm not showing it. The hero sells junk stocks, throws little people at velcro walls, and narrates directly to the camera. The title is a predatory animal and a financial district.","Leonardo DiCaprio chewing scenery like it owed him money, and the answer is in the tagline of his profession."
"The World Is Not Enough",1999,"A late-90s entry in a long-running franchise that was trying to figure out what its tuxedoed protagonist meant in an era of cargo pants and pre-millennial anxiety.","The villain can't feel pain, which sounds like an advantage until you realize it mostly means he bumps into furniture without flinching.","This one has been on television roughly four hundred times — oil pipelines, a nuclear physicist in hot pants, and a Scottish terrorist with a bullet lodged in his brain.","007. Shaken. The family motto, engraved on a locket, gives away the entire title."
"There Will Be Blood",2007,"A 2007 film loosely based on an Upton Sinclair novel, which is a polite way of saying they kept the oil and threw out the politics.","A milkshake metaphor delivered in a bowling alley became the most quoted monologue of the decade, and nobody who quotes it remembers what it's about.","The audience at home figured this out. The hero is a turn-of-the-century oil prospector feuding with a young preacher, the title is a promise the movie absolutely keeps, and it's three words long.","Daniel Day-Lewis drinking everyone's milkshake. The title tells you what the third act delivers."
"There's Something About Mary",1998,"A late-90s comedy that broke the rule that romantic leads must be likable, and replaced it with the rule that anyone can be a romantic lead if they're willing to humiliate themselves on camera.","The premise hinges on a zipper accident so committedly grotesque that the movie pauses for the entire neighborhood to come look at it.","You've seen this. A blonde in Florida, multiple stalkers pretending to be suitors, and a hair gel gag that everyone over thirty can describe from memory.","Ben Stiller. A small dog on speed. ""Is it hair gel?"""
"This Is Spinal Tap",1984,"A 1984 mockumentary so convincing that several actual rock bands watched it and quietly admitted they'd lived every scene, minus the tiny Stonehenge.","A fictional British heavy metal band on a doomed American tour, featuring a drummer who spontaneously combusted, another who choked on someone else's vomit, and a manager whose only tool is a cricket bat.","Either you haven't seen the film, or you have and that's somehow worse — a band whose amps go one louder, a guitarist named Nigel, and a girlfriend named Yoko who ruins everything.","An eighteen-inch Stonehenge monument lowered onto the stage while a dwarf dances around it. The answer rhymes with ""Final Sap."""
"Thor: Love and Thunder",2022,"A 2022 Marvel sequel in which the director, having gotten away with it once, decided to do the same thing again but louder and with more screaming goats.","The villain is genuinely menacing, the ex-girlfriend gets the hammer, and the whole thing is narrated by a Kronan made of rocks with a New Zealand accent.","At this point I have to ask — how many movies do you think there are about a blond Asgardian with a hammer? Because we've now had four.","Gorr the God Butcher. Mighty Jane. Screaming goats. The fourth one in the franchise — you can name it."
"Thor: Ragnarok",2017,"The 2017 entry where Marvel handed the keys to a New Zealand indie director and he made what is essentially an 80s synthwave comedy in a Jack Kirby painting.","The hero loses his hammer, gets a haircut, ends up in a gladiator arena fighting a green coworker, and the sister-villain wears antlers that take up most of the screen.","The fact that you're still guessing tells me something about you. Hela. Hulk. Jeff Goldblum in eyeliner. A Led Zeppelin needle drop you've heard a thousand times.","Asgard burns. The word you want means ""the twilight of the gods"" and it's right there in the title."
"Three Days of the Condor",1975,"A paranoid 70s thriller from the era when American audiences genuinely believed their own government was the villain, mostly because it was.","A bookish CIA analyst whose entire job is reading novels for hidden plots steps out for lunch, comes back to find every colleague murdered, and discovers his employer is the threat.","I want you to think carefully about what you actually know — a code name borrowed from a bird of prey, seventy-two hours on the run, and a romance with a kidnapped photographer that has aged exactly as well as you'd expect.","The bird in the title is a vulture. The duration in the title is a long weekend. Put them together."
"Ticket to Paradise",2022,"A 2022 romantic comedy whose entire commercial strategy was putting two movie stars on a beach and trusting that audiences over fifty still go to theaters.","Divorced parents fly to Bali to sabotage their daughter's engagement, which is the kind of plot that exists purely so two charming people can bicker in linen.","Let me be direct with you. The title is a noun phrase. The destination is in the title. The vibe is ""watch two famous people pretend they can't stand each other for ninety minutes.""","George Clooney and Julia Roberts. A wedding in Bali. The title is what they have, to where you wish you were."
"Tommy Boy",1995,"A mid-90s comedy that took two Saturday Night Live cast members, put them in a car, and trusted them to improvise their way through the Midwest auto parts industry.","A sweet, dim heir to a brake pad empire has to save the family company by going on the road with a sarcastic assistant who hates him, in a film whose entire engine is a fat guy and a thin guy yelling in a Plymouth.","You know this one — a son named after his dad, a stepmother who is definitely a con artist, and a deer that wakes up very angry in the back seat.","Fat guy in a little coat. The first name is in the title. The second word is what he is."
"Tomorrow Never Dies",1997,"The second outing for the Bond who finally made the character feel like a person again before the franchise decided people were overrated.","The villain is a media mogul trying to start a war for ratings, which in 1997 seemed like satire and now reads like a documentary pitch.","Here's what I know about you right now — you know it's a Bond film, you know the actor, and you're trying to remember which of the one-word-plus-three-word titles this is.","007. Pierce Brosnan. Michelle Yeoh on a motorcycle handcuffed to him. The title is a sentence about the future."
"Tootsie",1982,"An early-80s comedy that managed to be a hit, a feminist text, and a vehicle for one of the most famously difficult leading men in Hollywood, all at once.","An unemployable actor puts on a wig and a dress, lands a soap opera role, and falls in love with a co-star who has no idea she's being courted by her female friend.","This is the part where I stop being polite about it. The title is a nickname. It rhymes with ""footsie."" It's what the soap-opera character gets called.","Dustin Hoffman in pearls. Bill Murray as the playwright roommate. The title is a term of endearment that sounds like a baby talk word for feet."
"Toy Story 4",2019,"The fourth entry in a Pixar franchise that had already delivered a perfect ending in the third one, and then went back for more because money is a powerful motivator.","A new character is introduced who is, canonically, a spork with googly eyes and pipe-cleaner arms, and the movie takes his existential crisis extremely seriously.","I'm going to need you to search your memory more aggressively. A cowboy doll. A road trip. An antique store. A reunion with a porcelain shepherdess.","Woody. Buzz. Forky. The number is four."
