title,year,hint_1,hint_2,hint_3,hint_4
"The Imitation Game",2014,"A film about a man who shortened World War II by several years and was rewarded by his government with chemical castration, which is one way to say thank you.","The story of a brilliant mathematician building a machine to break a German code, while also building a wall around himself that nobody got to climb over.","Take a breath. Think about what decade you're in. Now think about a wartime British codebreaker, a clattering mechanical computer, and the word ""enigma"" sitting right there in the tagline.","Alan Turing. Bletchley Park. The title is what the test he invented is now called."
"The Insider",1999,"A late-90s film about corporate whistleblowing that managed to make depositions and phone calls feel like a hostage thriller, which is its own kind of magic trick.","A tobacco executive decides to tell the truth on television, and discovers that telling the truth is the most expensive thing a person can do in America.","Between you and me, this is embarrassing. The film is literally named after what the main character becomes when he turns on his employer.","Russell Crowe in a bad wig and Al Pacino yelling into a payphone about 60 Minutes — the title is a single word for a person leaking from within."
"The Irishman",2019,"A three-and-a-half hour meditation on mortality dressed up as a mob movie, made by a director who has been making mob movies long enough to earn the right to make this one.","The de-aging technology was state of the art and still couldn't stop a seventy-something man from walking like a seventy-something man kicking a grocer.","Whatever you're doing isn't working. A truck driver, a union boss who disappeared in 1975, and a man who paints houses — which, in this world, does not mean houses.","Frank Sheeran. Russell Bufalino. Jimmy Hoffa. The title is just his nationality."
"The Jerk",1979,"A 1979 comedy that opens with the line ""I was born a poor black child,"" delivered by the whitest man in North America, which tells you everything about the decade's relationship with restraint.","The protagonist invents a small plastic handle for eyeglasses, becomes a millionaire, loses it all, and considers a thermos his only friend.","I want to give you the benefit of the doubt here, but — the title is a single word for an idiot, and the lead is an idiot for ninety-four minutes.","""The new phone book's here! The new phone book's here!"" Steve Martin's first leading role, and yes, the title is just what he is."
"The Jungle Book",2016,"A 2016 remake where the only thing not generated by a computer is the kid, and even he spent most of production talking to tennis balls on sticks.","A live-action retelling of a Kipling story where a bear voiced like a lounge singer convinces a child that the bare necessities are a sustainable life philosophy.","We've been at this long enough — a man-cub raised by wolves, a tiger with a grudge, a python with hypnotic eyes, and a panther doing all the actual parenting.","Mowgli. Bagheera. Shere Khan. The title is what you'd call a published volume set in a dense forest."
"The Karate Kid Part II",1986,"A sequel that relocates the entire franchise to Okinawa because apparently the suburbs of Los Angeles had run out of bullies.","The mentor returns home to confront the love of his life and a former best friend who has spent forty years stewing about a misunderstanding, which is a long time to hold a grudge.","You're making this harder than it is. The film's title is the previous film's title with a number after it.","Daniel-san. Mr. Miyagi. A drum-shaped hand toy that you'll be humming about for the rest of the day."
"The Kids Are All Right",2010,"A 2010 indie that took the conventional family-in-crisis drama and asked what happens when the family was already unconventional and the crisis arrives by sperm donor.","A married couple's teenage children track down their biological father, who turns out to be a charming restaurateur with a motorcycle and absolutely no idea what he's about to walk into.","Look, I'm not judging you. I am, but I'm not showing it. The title is a declarative sentence about the children, lifted from a song by The Who.","Two moms, one donor, and a household that ends the film slightly more honest than it started. The title is the reassurance."
"The Killing Fields",1984,"A 1984 film about the Cambodian genocide that won an Oscar for a first-time actor who had actually survived the events the film depicts, which is one way to nail an audition.","A journalist gets out. His translator does not. The rest of the movie is about what that costs both of them.","This one has been on television roughly four hundred times. A New York Times reporter, the Khmer Rouge, and a phrase that literally describes mass graves.","Sydney Schanberg. Dith Pran. The title is what the protagonist is walking across at the end."
"The King's Speech",2010,"A 2010 Best Picture winner that turned a man overcoming a stutter into the most tense Oscar-bait imaginable.","A reluctant monarch hires an Australian voice coach who refuses to call him ""Your Majesty,"" which is either revolutionary therapy or grounds for treason.","The audience at home figured this out — a royal abdication, a looming war with Germany, a microphone, and a man who cannot get through a sentence without fighting himself.","Bertie. Lionel. King George VI at the BBC microphone declaring war. The title is a possessive royal noun followed by what he finally delivers."
"The Last Emperor",1987,"An Italian filmmaker was given unprecedented access to shoot inside the actual Forbidden City, which is the kind of permission you only get once and he knew it.","The film opens with a small boy being told he is a living god, which is a lot of pressure before breakfast.","You've seen this — yellow robes, a sea of bowing courtiers, and a man who ends his life tending a garden after once owning everything he could see.","He was the final ruler of a Chinese dynasty. The title is his job description with the word ""final"" in front of it, except classier."
"The Last Picture Show",1971,"A 1971 film shot in black and white when nobody was shooting in black and white anymore, about a Texas town so small and so finished that the movie theater closing is the actual climax.","A debut performance from a young woman who would later become a TV detective, and a coach's wife affair that is somehow the healthiest relationship in the entire town.","Either you haven't seen this, or you have and that's somehow worse — because remembering it means sitting with how bleak Anarene, Texas in 1951 actually was.","The marquee goes dark. The dust settles. The title tells you exactly what closes at the end."
"The Last Samurai",2003,"An early-2000s prestige drama in which a depressed American alcoholic travels to 19th-century Japan and, within roughly eight months, becomes better at swords than men who have been training since childhood.","A disgraced cavalry officer is captured by the very warriors he was sent to destroy, learns their ways, falls in love with the widow of a man he killed, and never once acknowledges how awkward that dinner must be.","At this point I have to ask — does a Meiji-era rebellion, a katana, cherry blossoms, and the most committed movie-star ponytail of the decade ring any bells?","Tom Cruise, on horseback, in armor, charging Gatling guns. The title is what he becomes by the end, even though the title implies there's only one."
"The Lion King",1994,"A 1994 animated film that grossed almost a billion dollars and traumatized an entire generation of children in a single father-son scene set in a canyon.","A small cub is convinced by his uncle that he murdered his own father, runs away, befriends a warthog and a meerkat, and is later coached back to adulthood by a baboon with a stick.","The fact that you're still guessing tells me something about you, because somewhere in your brain a deep voice is already singing the opening note over a sunrise on the savanna.","Hakuna Matata. Pride Rock. Scar. The title is the animal and his title, and it's currently roaring on Broadway."
"The Little Mermaid",1989,"A 1989 animated musical widely credited with saving its studio's entire animation division, which is a lot of pressure to put on a teenage girl who collects forks.","A sixteen-year-old trades her voice to a sea witch for human legs so she can pursue a man she has spoken to exactly once, and somehow this is the romantic plot, not the cautionary tale.","I want you to think carefully about what you actually know — a red-haired princess, a Jamaican crab, a singing flounder, and a villain who is essentially a glamorous octopus in eyeliner.","Under the sea. Part of your world. Kiss the girl. The title describes the protagonist's size and species, in that order."
"The Longest Yard",2005,"A 2005 remake of a 1974 prison football film, because apparently the original wasn't quite dumb enough — we needed to add a comedian whose entire range is ""yelling, but funny.""","A disgraced quarterback gets thrown in a Texas penitentiary where the warden's brilliant rehabilitation plan is ""let the guards beat my inmates senseless in a tackle football game."" Corrections, everyone.","Let me be direct with you. Inmates versus guards. Football. A crooked warden. The quarterback shaved points in the NFL and now he's shaving points off cellblock B.","Chris Rock is in it, Burt Reynolds is in it as the old coach, and the title is a football measurement that is also a unit of distance."
"The Lost Boys",1987,"A 1987 film that figured out vampires were cooler if they rode motorcycles, hung out on boardwalks, and had really committed to mullets.","Two Coreys, a saxophonist with an oiled torso, and a grandfather who casually mentions at the end that he always knew the neighbors were undead.","You know this one — a California beach town, a teenage gang that doesn't age, a bathtub full of holy water, and the immortal advice that you should never invite anyone in.","Santa Carla. The Frog Brothers. The title is a Peter Pan reference applied to teenage vampires, and it's right there."
"The Lost City",2022,"A 2022 adventure-comedy that exists almost entirely because someone watched Romancing the Stone and thought, what if the cover model had abs you could grate cheese on.","A widowed romance novelist gets kidnapped by an eccentric billionaire in a jungle, and her would-be rescuer is the himbo who poses on her book covers in a flowing wig.","Here's what I know about you right now — you're picturing a sequined purple jumpsuit covered in leeches, and you still can't come up with the title.","Sandra Bullock in the jungle. Channing Tatum doing his best. Brad Pitt cameo. The title is two words and it's a place that's been misplaced."
"The Lost World: Jurassic Park",1997,"A 1997 sequel where the filmmaker who invented the modern blockbuster returned to dinosaurs and ended the movie with one stomping through San Diego, because why not.","A chaos theorist who spent the first film saying ""I told you so"" is dragged back to do it again, this time with a daughter who does gymnastics on a raptor.","This is the part where I stop being polite about it — there's an island, there are dinosaurs, there's a trailer dangling off a cliff, and you've already figured out the franchise.","""Something has survived"" — and what survived is the brand. Jeff Goldblum, returning. The first word of the title is what you currently are."
"The Man with the Golden Gun",1974,"A mid-seventies entry in the longest-running spy franchise, made when the series was leaning hard into kung fu, flared trousers, and villains with anatomical quirks.","The bad guy has three nipples and a tiny henchman, and his preferred weapon is assembled from a lighter, a pen, a cufflink, and a cigarette case.","I'm going to need you to search your memory more aggressively — a British spy, a Thai island, a hall of mirrors duel, and an AMC Hornet doing a corkscrew jump over a river.","007. Scaramanga. The weapon is a firearm, the color is the one associated with Bond title songs and shiny metal."
"The Martian",2015,"A 2015 film that asked the question — what if we solved interplanetary survival with spreadsheets, duct tape, and disco.","The protagonist's solution to being abandoned on a hostile planet is to grow potatoes in his own waste, which is the most botanist response to a crisis ever filmed.","Consider what you're admitting by not having gotten this yet. A man. Mars. Alone. The tagline is literally the mission.","He ""sciences the s*** out of it,"" NASA looks competent for two hours, and the title is what you call someone from the red planet."
"The Marvels",2023,"A 2023 entry in a cinematic universe that was, by this point, asking audiences to do homework before buying a ticket.","Three heroes swap places every time they use their powers, which is a fun premise and also a metaphor for what was happening at the box office that weekend.","Take a breath. Think about what decade you're in. A superhero team-up, a plural title, and a franchise that rhymes with ""Carvel.""","Captain. Ms. Monica. Pluralize the franchise and you've got it."
"The Mask",1994,"A mid-90s vehicle for a rubber-faced comedian operating at a frequency human beings are not supposed to sustain.","A meek bank teller finds an ancient artifact and becomes a green-faced cartoon in a yellow zoot suit, which somehow launched the career of a Chihuahua.","Between you and me, this is embarrassing. The title is a single object. You wear it on your face. It rhymes with ""task.""","""Sssssmokin'!"" — Cameron Diaz's film debut, and the answer is what the green guy is wearing."
"The Matrix Reloaded",2003,"A 2003 sequel that introduced freeway chases, philosophical monologues from a man in a white suit, and a rave scene nobody asked for.","The chosen one fights a hundred copies of the same bald man in sunglasses, which is either a groundbreaking visual effect or a metaphor for middle management.","Whatever you're doing isn't working. The first one had a number in the title. This is the second one. Add a word that means ""loaded again.""","Neo, Trinity, Morpheus, the Keymaker, and the Architect explaining the plot in vocabulary nobody understood. Sequel to a green-tinted classic."
"The Mummy",1999,"A late-90s reimagining of a 1930s Universal monster picture, except now the monster has CGI sand-faces and the tone is closer to Indiana Jones than horror.","A bumbling librarian, a treasure-hunting brother, and a swaggering American adventurer walk into an ancient Egyptian city. The punchline is locusts.","I want to give you the benefit of the doubt here, but — there's a high priest named Imhotep, a plague of flies, and a leading man whose entire career was built on looking sweaty and confused in linen.","Hamunaptra. A book bound in black. ""Death is only the beginning."" The title is what Imhotep technically is."
"The Mummy Returns",2001,"A 2001 sequel that doubled the bandaged villains, added a child, and introduced a wrestler-shaped scorpion that has not aged with dignity.","The CGI Scorpion King at the end looks like it was rendered on a microwave, but the film made enough money to spawn its own spin-off anyway.","We've been at this long enough. Same desert, same couple, same wrapped-up villain — just add the word that means ""comes back.""","The O'Connells, Imhotep round two, and The Rock's film debut as a half-man, half-arachnid disaster. The title is a sequel construction."
"The Muppet Movie",1979,"The first time a certain felt frog left the swamp and went theatrical, in a road picture that also happens to be one of the most quietly sincere films of the late 70s.","A banjo. A log. A song about rainbows that made grown adults cry in 1979 and continues to do so on schedule.","You're making this harder than it is. A frog drives a Studebaker across America with a bear, a pig, and a ""whatever,"" pursued by a man who wants to deep-fry his legs.","Kermit. Fozzie. Miss Piggy. The title is the species, followed by the medium you are currently failing to identify."
"The Naked Gun: From the Files of Police Squad!",1988,"A late-80s comedy spun off from a short-lived TV show, built on the radical principle that if you say enough stupid things very quickly, some of them will be funny.","A detective foils an assassination attempt on Queen Elizabeth II at a baseball game while disguised as the home plate umpire. That sentence is the entire pitch.","Look, I'm not judging you. I am, but I'm not showing it. The lead is a silver-haired straight man delivering puns with the gravity of a Shakespearean actor, and his name is Lieutenant Frank Drebin.","""Nice beaver."" A stadium. A glove. The title describes a firearm in its most vulnerable state."
"The NeverEnding Story",1984,"A 1984 fantasy whose theme song lodged itself permanently in the brains of everyone who heard it, like a synthesizer parasite.","A boy reads a book in an attic and a luck dragon that looks like a flying golden retriever helps a warrior fight a void called The Nothing.","This one has been on television roughly four hundred times. A book. A dragon named Falkor. A horse named Artax sinking into a swamp that traumatized a generation.","""Bastian!"" screamed from a stormy attic window, and the title is what you'd call a tale without conclusion."
"The Nun II",2023,"A 2023 sequel in a horror franchise that has been quietly making more money than most superhero films, which is what happens when you keep your budgets low and your demons reliable.","A demonic entity in a habit terrorizes a French boarding school in 1956, because nothing says ""scary"" like Catholic guilt with extra eyeliner.","The audience at home figured this out — Sister Irene is back, the goat-eyed demon Valak is back, and the entire Conjuring universe is daring you to keep up.","Roman numeral two follows a religious profession that rhymes with ""done."" Taissa Farmiga is once again the only person in the convent paying attention."
"The Omen",1976,"A 1970s horror cycle decided the scariest thing on screen was a quiet child in a little blazer, and an entire generation of parents started side-eyeing their toddlers.","A diplomat swaps in a mystery newborn at the hospital and tells no one, which is the kind of decision that ages poorly across roughly two hours of runtime.","You've seen this. A nanny hangs herself at a birthday party and shouts that it's all for him. The ""him"" in question is five years old and unbothered.","Check the kid's scalp for a number. Three of them, actually. Same digit."
"The Outlaw Josey Wales",1976,"A mid-70s Western made when the genre was supposedly dead, by a star-director who apparently didn't get the memo and would spend the next forty years not getting it.","A Missouri farmer watches his family get slaughtered, joins the Confederacy, refuses to surrender, and spends the rest of the movie acquiring a found family of misfits whether he wants one or not. He wanted to be alone. The universe disagreed.","Either you haven't seen this, or you have and that's somehow worse — a squinting gunslinger, a Cherokee elder with the best line readings of the decade, and enough tobacco juice spat on enough dogs to fill a barrel.","""Dyin' ain't much of a livin', boy."" The first word of the title rhymes with ""throw cat,"" the last word is the hero's first name."
"The Outsiders",1983,"A 1983 film directed by the man who made the Godfather, which assembled roughly every male movie star of the next decade before any of them were famous, and shot them all looking soulful in the rain.","The whole thing is built around a teenage boy quoting Robert Frost at a sunset, which is either the most sincere moment in 80s cinema or the most ridiculous, depending on the day.","At this point I have to ask — Greasers versus Socs, a rumble in a vacant lot, a kid named Ponyboy, and the instruction to ""stay gold."" Anything?","Tulsa. Switchblades. Pomade. The title is the social position of the protagonists."
"The Passion of the Christ",2004,"A 2004 film financed personally by its director because no studio in Hollywood wanted to touch two hours of Aramaic-language flogging.","It made roughly six hundred million dollars on a story whose ending was already spoiled by the bestselling book of all time.","The fact that you're still guessing tells me something about you — the most famous execution in human history, rendered with the production values of a horror film and the subtitles of an art film.","The lead actor was struck by lightning during filming. The title is one word, preceded by ""The,"" and refers to what he is enduring."
"The Pianist",2002,"A 2002 film directed by a man with a complicated relationship to both Poland and the Academy, who nonetheless won Best Director without showing up to collect it.","The lead actor lost thirty pounds, learned Chopin, and gave one of the great wordless performances of the decade, then ambushed Halle Berry at the Oscars.","I want you to think carefully about what you actually know — Warsaw, the ghetto, a starving man hiding in an abandoned apartment, and a German officer who listens to him play and decides not to shoot him.","Adrien Brody. His profession is the title. One word."
"The Poseidon Adventure",1972,"A 1972 film that effectively invented the disaster movie as a genre, and committed Hollywood to thirty years of capsizing things on screen.","A rogue wave flips an ocean liner on New Year's Eve, and a sweaty priest spends the next two hours yelling at God while leading survivors upward through what used to be downward.","Let me be direct with you. The ballroom is on the ceiling. The Christmas tree is the ladder. A woman in her underwear swims through a flooded corridor and does not survive it.","The ship's name is the title. It's also a Greek god of the sea."
"The Post",2017,"A 2017 film made very quickly by a director who wanted it in theaters before a certain administration could finish its first year.","It's a movie about a newspaper publisher deciding whether to publish, which sounds dull until you realize the two leads have roughly forty Oscar nominations between them and are doing it across a rotary phone.","You know this one. The Pentagon Papers, a Washington newsroom, a woman in a nightgown making the biggest decision of her career on a conference call.","Streep. Hanks. Spielberg. The title is a two-word name for a newspaper, minus the city."
"The Postman",1994,"A 1994 Italian film whose lead actor finished shooting and died twelve hours later, which is the kind of fact that recontextualizes every frame.","A shy islander befriends an exiled Chilean poet and uses his metaphors to seduce a woman at the local bar, which is either romantic or plagiarism depending on your view of intellectual property.","Here's what I know about you right now — you're not thinking about Pablo Neruda, a bicycle, and a small Italian island, and you should be.","Il something. One word in English. The protagonist's job."
"The Prince of Tides",1991,"An early-90s prestige drama based on a doorstop Southern novel, the kind of movie that got seven Oscar nominations and won exactly zero of them, which is its own kind of legacy.","A football coach from South Carolina flies to Manhattan to help his twin sister's therapist understand why the family is the way it is, and somewhere between sessions four and fifteen the therapy becomes something HR would frown on.","This is the part where I stop being polite about it — a shrimp-boat childhood, a buried family trauma, and a leading lady who also directed herself into every flattering close-up in the film.","Tom Wingo. Lowenstein. A title with royalty in it and a body of water."
"The Princess Bride",1987,"A 1987 film that flopped in theaters and then quietly became the only movie every single person you've ever met can quote on demand.","It's a grandfather reading a book to a sick kid, except the book contains sword fights, torture machines, and the most quotable Sicilian in cinema history.","I'm going to need you to search your memory more aggressively. ""As you wish."" ""Inconceivable."" ""My name is Inigo Montoya, you killed my father, prepare to die.""","The title is the female lead's eventual marital status. Two words."
