title,year,hint_1,hint_2,hint_3,hint_4
"JFK",1991,"A three-hour conspiracy fever dream from a filmmaker who has never in his life encountered an official story he believed.","A New Orleans district attorney becomes convinced that the Warren Commission was nonsense and prosecutes a case in a courtroom monologue that lasts roughly the length of a flight to Dallas.","The fact that you're still guessing tells me something about you. The tagline is a literal newspaper headline from November 22, 1963. There is exactly one president that fits.","Three letters. The man on the grassy knoll. The magic bullet. You can do this."
"Jojo Rabbit",2019,"A 2019 satire that asked the question nobody asked: what if a Hitler Youth kid had an imaginary friend, and that imaginary friend was Hitler, and Hitler was kind of a clown.","The most dangerous person in the house turns out to be a teenage girl hiding behind a wall, armed with nothing but better arguments.","I want you to think carefully about what you actually know. A New Zealand filmmaker. A swastika armband. A dance sequence set to David Bowie in German. It's all there.","The director plays the imaginary Führer. The boy's nickname is in the title. The animal in the title is what cowards get called."
"Joker",2019,"A 2019 character study that borrowed so heavily from 1970s Scorsese that Scorsese himself probably had to check his own filmography.","A failed clown-for-hire with a neurological laughing condition has a very bad week in Gotham, and the subway ride home goes poorly for everyone involved.","Let me be direct with you. The tagline is a lyric from a song the character sings while doing his makeup. The character is the most famous comic book villain of all time.","The dance on the staircase. The green hair. Arthur Fleck becomes — say it with me — the answer."
"Judas and the Black Messiah",2021,"A 2021 historical drama about the FBI's most embarrassing chapter, which is saying something given the catalog.","An informant is paid in cash and cars to betray a 21-year-old Chicago activist whose speeches were apparently too dangerous to allow into adulthood.","You know this one. Or you should — the lead won an Oscar for playing a man assassinated in his bed by the state at the age of 21.","The title gives you the biblical betrayer and a revolutionary leader. Fred Hampton. The Panthers. Chicago, 1969."
"Jumanji",1995,"A mid-90s family adventure that managed to traumatize an entire generation of children with a board game, which is impressive given the competition from their parents' divorces.","The plot hinges on a man emerging from a jungle after 26 years inside a piece of furniture, hairy and feral and improvising frantically — which, frankly, was the comic specialty of the lead actor.","Here's what I know about you right now — you remember the drums. That low, slow, ominous thudding from inside a closet. You've heard them in this very hint.","A stampede through a suburban living room, a hunter in pith helmet, and dice that decide your fate. Roll a five or an eight and you're free."
"Jumanji: Welcome to the Jungle",2017,"A 2017 reboot that nobody asked for and that somehow made over nine hundred million dollars, which is the most 2017 sentence ever written.","Four teenagers get sucked into a video game and wake up in the bodies of avatars — including a teenage girl trapped inside a middle-aged Jack Black, which is its own genre of comedy.","This is the part where I stop being polite about it. It's the same franchise as the Robin Williams one. The subtitle tells you exactly where they are.","The Rock, Kevin Hart, Karen Gillan in shorts that confused everyone. The first word of the title is the answer. The rest is just geography."
"Juno",2007,"A 2007 indie comedy whose dialogue was so aggressively quirky that it launched a thousand imitators and one very tired backlash.","A sixteen-year-old gets pregnant, decides to give the baby up for adoption, and conducts the entire process with the deadpan of a forty-year-old who has already seen the sequel.","I'm going to need you to search your memory more aggressively. A hamburger phone. A track team. A title that is also the protagonist's name and also a Roman goddess.","Diablo Cody wrote it. The opening shot is a girl drinking a gallon of Sunny D. The title is four letters."
"Jurassic World Dominion",2022,"A franchise that started with a meditation on hubris ended with locusts, which is a sentence I never expected to write but here we are.","The original cast returns to remind everyone what charisma looks like, and then a giant grasshopper eats a cornfield.","Consider what you're admitting by not having gotten this yet. Dinosaurs. Globally. Coexisting with humans. The sixth one.","Owen on a motorcycle being chased by raptors through Malta. The ""epic conclusion"" of an era that refused to conclude."
"Jurassic World Rebirth",2025,"A franchise so committed to its own resurrection it put the word in the title, released in 2025 to remind everyone the lizards still test well.","A covert ops expert is hired to extract DNA from the three biggest dinosaurs on Earth, which is the kind of plot you get when seven movies in, nobody wants to say ""park"" anymore.","Take a breath. Think about what decade you're in. The dinosaurs are still here. The title has the word ""new"" in it, basically.","Scarlett Johansson on a boat. A hidden island. Mutant dinosaurs nobody asked for. The seventh one in the franchise that ate the world."
"Jurassic World: Fallen Kingdom",2018,"A 2018 sequel that asks the question nobody asked: what if we took the dinosaurs off the island and auctioned them off in a gothic mansion?","The plot pivots from theme park disaster to haunted house movie roughly halfway through, complete with a velociraptor sneaking down a hallway like it's auditioning for a slasher film.","Between you and me, this is embarrassing. There's a volcano, a submarine, a little girl who turns out to be a clone, and a raptor named Blue.","It's the fifth film in the franchise, the second of the rebooted trilogy, and the title ends with a word that rhymes with ""dom."""
"Killers of the Flower Moon",2023,"A three-and-a-half-hour film by an American master who at eighty decided the western needed to answer for itself.","The story of a marriage that is also a murder plot, set on Osage land in the 1920s where oil money attracted exactly the wrong kind of suitor.","Whatever you're doing isn't working. The wolves are white men. The picture is America. The director also made Goodfellas.","De Niro and DiCaprio playing uncle and nephew, both pretending to love a woman they're slowly poisoning. The flowers are Osage."
"King Kong",2005,"A New Zealand filmmaker, fresh off three Oscars for elves, decided his next project should be a three-hour remake of a 1933 monster movie, and the studio said yes because they had no choice.","A Depression-era film crew sails to an uncharted island and finds dinosaurs, giant insects, and one very large primate who develops feelings for the blonde.","I want to give you the benefit of the doubt here, but — a giant ape, the Empire State Building, biplanes, and a final line about beauty killing the beast.","Skull Island. The eighth wonder of the world. Two words, the second one rhymes with ""bong."""
"King Richard",2021,"A biopic released in 2021 about the father of two athletes who didn't need a movie made about them — they already had the trophies.","A man with a 78-page plan stands on cracked Compton courts and tells anyone who'll listen that his daughters will be the two best tennis players alive. He was correct.","We've been at this long enough. The daughters are Venus and Serena. The title is what the father is called.","Will Smith won the Oscar for this one. Then he won something else at the same ceremony. You remember."
"Kingdom of the Planet of the Apes",2024,"The tenth film in a franchise that began in 1968 with Charlton Heston yelling at a beach, now several generations past the trilogy starring a motion-captured Andy Serkis.","A young chimpanzee leaves his eagle-training clan after a bonobo warlord in a gold cape burns his village down, which is a sentence I never expected to type.","You're making this harder than it is — Caesar is long dead, humans can barely speak, and the bad guy quotes the founder's name while doing the opposite of what he stood for.","A reign. A new dynasty. A franchise where the simians have inherited the earth — the title is a realm, a celestial body, and the primates who run it."
"Kiss of the Spider Woman",2025,"A 2025 remake of a 1985 prestige drama that was itself based on a novel, then a Broadway musical, and now we're back to a musical movie, because Hollywood has officially run out of new ideas.","Two men in a prison cell, one telling the other the plot of a glittering Technicolor musical to escape the concrete walls — which is also what most people do on Mondays.","Look, I'm not judging you. I am, but I'm not showing it. A political prisoner, a window dresser, and a fantasy diva in sequins doing dance numbers inside a man's imagination.","The arachnid lady plants one on a guy. The title is essentially a stage direction."
"Kramer vs. Kramer",1979,"A 1979 domestic drama that won Best Picture in a year when ""domestic drama"" still cleared a hundred million dollars and an Oscar sweep.","A father learns to make French toast on screen, which in 1979 was apparently the cinematic equivalent of climbing Everest.","This one has been on television roughly four hundred times. A custody battle. The title is the same last name twice with a courtroom word between them.","Hoffman and Streep fighting over a little boy. The title is the family name, said twice, like a lawsuit. Because it is one."
"Kung Fu Panda 2",2011,"A 2011 animated sequel where a dumpling-obsessed bear confronts childhood trauma, which is heavier emotional lifting than most live-action dramas attempt that year.","The villain is a peacock with a cannon, which sounds like a rejected chess piece but is actually one of the more menacing antagonists in family animation.","The audience at home figured this out. A chubby bear in martial arts pants, a goose father who is somehow not his biological dad, and a quest for inner peace.","Po. The Furious Five. Skadoosh. It's the second one — the number is right there in the title."
"Kung Fu Panda 3",2016,"A third installment in an animated franchise about a chubby martial artist, which by Hollywood math should be terrible, and somehow keeps refusing to be.","The hero discovers an entire hidden village of his own species, which would be touching if they weren't also collectively the laziest animals on Earth.","You've seen this. A bear who eats dumplings competitively, a ghostly green-jade villain stealing chi, and a long-lost biological father showing up to complicate everyone's feelings.","Bao the dad, Shifu the master, Oogway returning from the spirit realm — the title is exactly what you think it is, just with a number on the end."
"Kung Fu Panda 4",2024,"A fourth entry in an animated franchise that, against all studio logic, keeps getting greenlit because the bear remains stubbornly bankable.","The plot involves a shape-shifting lizard villain who steals the abilities of every previous antagonist, which is a clever way to bring back actors who had no reason to return.","Either you haven't seen this, or you have and that's somehow worse. The Dragon Warrior is being asked to retire upward into a spiritual leadership role and recruit a thieving fox as his replacement.","The Chameleon. The Valley of Peace. A bear, a fox, and the number four. You can do this one."
"L.A. Confidential",1997,"A 1997 neo-noir that arrived in the same year as Titanic and got steamrolled by an iceberg at the Oscars.","Three cops — one slick, one brutal, one by-the-book — circle a diner massacre while a tabloid writer with a pencil mustache feeds them rope.","At this point I have to ask — fedoras, Veronica Lake lookalikes for hire, the LAPD circa 1953, and a phrase Danny DeVito's character keeps purring: ""off the record, on the QT, and very hush-hush.""","The city is in the title. The vibe is in the title. Everything else is Rollo Tomasi."
"La La Land",2016,"A 2016 musical that briefly won Best Picture before having it taken away on live television, which is the most Hollywood thing that has ever happened.","A jazz purist and an aspiring actress dance on a hilltop at sunset, and somewhere a film student decides to apply to USC.","The fact that you're still guessing tells me something about you. There's a yellow dress, a planetarium, and a piano bar. The title is the same word twice.","Sebastian. Mia. The bittersweet ending where they imagine the life they didn't have. The title is what they're singing about."
"Lady Bird",2017,"A 2017 coming-of-age film set in Sacramento, a city the protagonist describes as the Midwest of California, which is both an insult and an accurate review.","A teenage girl renames herself, fights with her mother in a department store dressing room, and dyes her hair an unfortunate shade of red. Catholic school is involved.","I want you to think carefully about what you actually know. A pink cast, a chosen name that is not the one on the birth certificate, and a director who later made a movie about a doll.","Greta Gerwig's solo debut. The name the character gives herself is the title."
"Lenny",1974,"A black-and-white biopic from 1974 about a stand-up comedian whose act was so controversial he was arrested for telling jokes, which would thin out modern comedy considerably.","A film built almost entirely out of nightclub monologues, courtroom transcripts, and a doomed marriage to a stripper named Honey.","Let me be direct with you. The title is the comedian's first name. The comedian's last name rhymes with ""loose."" He died on a bathroom floor in 1966.","Dustin Hoffman as the comedian. The title is the first name. I've now said it three times."
"Les Misérables",2012,"A film adaptation of the longest-running musical in the West End, directed by the man who had just won Best Picture for a story about a stuttering king.","The cast sang live on set, which is brave when half of them are movie stars and not, strictly speaking, singers. One of them sounded like a wounded gladiator.","You know this one. A French ex-convict on parole for stealing bread, a relentless inspector with a moral code carved from granite, and a barricade full of students who are absolutely going to die.","Jean Valjean. Javert. Fantine selling her hair. ""Do you hear the people sing?"" — the title is French for ""The Miserable Ones."""
"Lethal Weapon",1987,"The film that taught Hollywood the buddy-cop formula could be sold by the pound — late-80s LA, Christmas music, and a partnership built on the suspicion that one of them wants to die.","One cop is days from retirement and has a family to protect. The other one keeps a hollow-point bullet in his pocket for himself. Guess which one becomes more popular at the merchandise table.","Here's what I know about you right now — you've seen a mullet, a Christmas tree lot shootout, and a man dislocating his own shoulder on command, and you're still typing nothing.","""I'm too old for this."" Two words in the title. The first one means deadly, the second one is what you use to kill someone."
"Lethal Weapon 2",1989,"A 1989 sequel that added a comic-relief accountant and somehow made apartheid-era diplomats the villains, which is a sentence I did not expect to type today.","South African criminals hide behind diplomatic immunity until our heroes find a very direct loophole involving a pistol and a stamp.","This is the part where I stop being polite about it. Same two cops. Same mullet. Add Joe Pesci yelling about being okay'd. The title is the previous answer plus a number.","""Diplomatic immunity."" ""It's just been revoked."" The number you need is 2."
"Letters from Iwo Jima",2006,"A 2006 war film told entirely in Japanese by an American director who, that same year, also released the English-language companion piece from the other side of the same beach.","A general who once studied in America commands a doomed garrison in volcanic tunnels, writing home to a family he will never see again.","I'm going to need you to search your memory more aggressively. Black sand, a famous flag-raising photographed from the other movie, and a director better known for squinting in Westerns.","Clint Eastwood directed it. The title tells you where the battle was and what the soldiers were writing."
