title,year,hint_1,hint_2,hint_3,hint_4
"Rogue One: A Star Wars Story",2016,"A 2016 prequel slotted into a beloved franchise that had the audacity to kill literally everyone, which is a bold pitch meeting for a Disney property.","A scrappy band of rebels sets out to steal the schematics for a planet-killing weapon, and the most emotionally stable member of the crew is a sarcastic reprogrammed Imperial droid.","You know this one. There's a blind warrior monk, a defecting pilot, a beach assault on a tropical Imperial base, and a hallway scene at the end that made grown adults weep into their popcorn.","The plans. The Death Star plans. The ones a certain princess slips into a certain droid at the start of a certain 1977 film — this is how she got them."
"Roma",2018,"A 2018 black-and-white film shot by its director on his own childhood streets, distributed by Netflix to the horror of every theater chain on Earth.","A domestic worker for a middle-class family navigates pregnancy, abandonment, and a student massacre, all photographed like a memory you're not sure is yours.","Here's what I know about you right now — you either watched this on a laptop and felt guilty, or you didn't watch it and felt smug. There is no third option.","Named after a neighborhood in Mexico City. Won three Oscars. Alfonso Cuarón, in case the foreign-language Best Director hint wasn't enough."
"Room",2015,"A 2015 film that takes place largely inside a single garden shed and still manages to be more expansive than most blockbusters.","A young mother has built an entire cosmology for her son inside captivity, complete with rules about what is real and what is ""TV,"" which is parenting taken to its logical extreme.","This is the part where I stop being polite about it — a kidnapped woman, a child who has never seen the sky, and an escape that happens halfway through, leaving the second half to deal with the harder part.","Brie Larson won the Oscar. The title is one syllable and describes exactly where the first half takes place."
"Saturday Night Fever",1977,"A 1977 film that took a magazine article about Brooklyn nightlife, possibly invented, and turned it into the defining document of an entire dance genre.","A hardware store clerk from Bay Ridge lives for the weekend, when a white three-piece suit transforms him into something resembling a god under a mirror ball.","I'm going to need you to search your memory more aggressively — a finger pointed at the sky, the Bee Gees in falsetto, and a lit-up dance floor that you have absolutely seen parodied a hundred times.","John Travolta. Disco. The two days of the week and the bodily condition in the title are all you need."
"Say Anything...",1989,"A late-80s romance that took the radical position that the boyfriend could just be… nice. No grand gesture required, except for the one grand gesture everyone remembers.","The protagonist's life ambition is kickboxing and not selling things or processing things or buying things sold or processed. His date is the valedictorian. It works out better than it should.","Consider what you're admitting by not having gotten this yet. There's a boombox. It's held over a head. You know this image.","Lloyd Dobler in a trench coat, Peter Gabriel's ""In Your Eyes"" blasting at dawn — the title is what he won't."
"Scarface",1983,"A Cuban remake of a 1932 gangster picture, drenched in pastel suits, cocaine, and a level of yelling that should have required hearing protection on set.","A Miami crime epic in which the lead character's business plan is ""shoot everyone, then shoot the rest,"" and somehow this works for about ninety minutes.","Take a breath. Think about what decade you're in. Now picture the most quoted gangster film in dorm-room poster history.","""Say hello to my little friend."" Tony Montana. A mountain of cocaine on a desk. We're done."
"Scent of a Woman",1992,"A 1992 drama in which a famously intense actor finally won his Oscar by playing blind, shouting ""Hoo-ah,"" and dancing a tango.","A prep school kid babysits a blind, suicidal retired Army colonel over Thanksgiving and gets a crash course in Ferraris, brothels, and Argentine ballroom dancing.","Between you and me, this is embarrassing. There is a tango scene. There is a Ferrari being driven by a blind man. None of this is ringing bells?","Pacino. Blind. Tango. The title is a five-word phrase and you have all five words available to you."
"Scream",1996,"A 1996 horror film that figured out the genre had become so self-aware it could simply make that the entire point, and then made a killing doing it for the next three decades.","The killer calls his victims on the landline to quiz them about horror movie trivia, which is essentially what I am doing to you right now, except I am better dressed.","Whatever you're doing isn't working. A Ghostface mask from a Halloween store, a small California town, and an opening scene with a girl, a phone, and a pot of Jiffy Pop.","""What's your favorite scary movie?"" The answer is also the verb you'd do if someone in a black robe came at you with a hunting knife."
"Scream 2",1997,"A sequel that opens with characters in a theater watching the in-universe movie based on the first film, which is the kind of move that gets film professors very excited.","The cast relocates to college, which in horror logic means a brand new pool of victims who also have opinions about whether sequels can surpass originals.","I want to give you the benefit of the doubt here, but — it's the same franchise as the last one, and the number after the title is two.","Ghostface returns. Sidney is in college now. Add a Roman numeral to the previous answer."
"Scream VI",2023,"A 2020s entry in a long-running slasher franchise that finally got the survivors out of small-town California and into a city where nobody would notice a man in a mask carrying a knife.","The action moves to a subway car at Halloween, where every other passenger is also dressed as the killer, which is the closest this franchise has come to art installation.","We've been at this long enough. The franchise has a Ghostface. The Roman numeral on this one is six.","New York. Subway. Ghostface. Take the franchise name and stick a VI on it."
"Seabiscuit",2003,"A prestige drama about the Great Depression that argued, with a straight face, that the entire country was healed by a short horse.","A jockey too tall, an owner too sad, a trainer too quiet, and a horse too small — somehow this combination won every race that mattered in 1938.","You're making this harder than it is. It's a true story about a racehorse. The horse's name is the title. The horse is the answer.","A long-shot racehorse, a one-eyed jockey, and a nation in breadlines. The title is the horse. The horse is named after a small, dry biscuit."
"Secrets & Lies",1996,"A mid-90s British drama built almost entirely on long takes of people sitting at tables having the conversations they've spent decades avoiding.","The whole film hinges on a single phone call and a single cup of tea in a café, which is the most British setup ever committed to film.","Look, I'm not judging you. I am, but I'm not showing it. The title is two nouns connected by an ampersand. Both nouns are things families keep.","A working-class white mother. Her biological daughter, who is Black, finds her. Cannes Palme d'Or, 1996. The title is two words families are built on."
"Selma",2014,"A 2014 historical drama about a 1965 march, released into a country that was very much still having the same argument.","The film couldn't use the actual speeches because the estate had licensed them elsewhere, so the screenwriter had to rewrite the most famous oratory of the 20th century from scratch.","This one has been on television roughly four hundred times. It is named after the Alabama city where the march began.","Dr. King. Edmund Pettus Bridge. A voting rights march. The title is the name of the town. Four letters. Starts with S."
"Sense and Sensibility",1995,"A mid-90s Austen adaptation that quietly proved a British actress could write her own Oscar-winning screenplay and then star in it, just to make a point.","Two sisters, one rational and one operatically romantic, navigate the Regency-era marriage market, which functioned roughly like a stock exchange with bonnets.","The audience at home figured this out. It's an Austen novel. The title is two abstract nouns starting with the same letter, connected by ""and.""","The Dashwood sisters. Elinor and Marianne. Alan Rickman brooding in a cravat. The title is two S-words joined by an ""and."""
"Serpico",1973,"A 1973 film that captured the specific exhaustion of being right when everyone around you has agreed to be wrong.","The protagonist grows a beard, moves to the Village, gets a sheepdog, and slowly transforms from beat cop into the kind of man other cops describe in a hushed voice as ""a problem.""","You've seen this. A true story about an NYPD officer who refused envelopes of cash and was rewarded with a bullet to the face.","Based on the Peter Maas book. Pacino in a beanie and beard, shot in the face during a drug bust his partners conveniently failed to back him up on."
"Shakespeare in Love",1998,"A late-90s prestige picture that famously stole a Best Picture Oscar in a heist Harvey Weinstein spent the next twenty years bragging about until the bragging stopped being a good idea.","The premise: the world's most famous playwright has writer's block, a deadline, and a muse who keeps showing up in pants pretending to be a man named Thomas.","Either you haven't seen this, or you have and that's somehow worse. The Bard is young, hot, broke, and workshopping a play tentatively called ""Romeo and Ethel, the Pirate's Daughter.""","It becomes Romeo and Juliet. She sails off to Virginia. Gwyneth wins the Oscar, gives the speech, cries through the whole thing."
"Shampoo",1975,"A 1975 film set on Election Night 1968, which is the kind of structural choice you make when you want a sex comedy to feel like a eulogy for an entire decade.","The protagonist is a Beverly Hills hairdresser whose professional skills are a thin cover for the actual job, which is sleeping with every woman in his appointment book.","At this point I have to ask — does the title give you anything? It's a one-word product. He's a hairdresser. The pun is doing exactly what you think it's doing.","Warren Beatty on a motorcycle with a blow dryer in his belt. Goldie Hawn cries, Julie Christie says something filthy under a dinner table, and Nixon wins."
"Shang-Chi and the Legend of the Ten Rings",2021,"A 2021 Marvel entry that finally let the studio cash in on the wuxia cinema it had been quietly pickpocketing for a decade.","A San Francisco valet with a karaoke habit turns out to be the estranged son of an immortal warlord whose magic bracelets are the source of every problem in the movie.","The fact that you're still guessing tells me something about you. The villain is played by one of the greatest actors in Hong Kong cinema history, and Marvel still made him the dad.","A bus fight on a San Francisco hill, a hidden village guarded by a dragon, and a hyphenated title where the hero's name comes first."
"Shazam! Fury of the Gods",2023,"A 2023 superhero sequel released at the exact moment audiences finally admitted they were tired of superhero sequels, which is unfortunate timing for everyone involved.","The villains are the daughters of a Greek titan, which sounds mythologically heavy until you remember the hero is a teenager in a red rubber suit making jokes about Skittles.","I want you to think carefully about what you actually know — a foster kid shouts a magic word, lightning strikes, and he becomes a grown man with the emotional range of a middle schooler.","One word. Six letters. You yell it and you turn into a superhero. The exclamation point is part of the title."
"Shrek Forever After",2010,"A 2010 fourth installment of a franchise that had long since stopped pretending it had anywhere new to go and committed fully to alternate timelines.","The green ogre signs a Faustian bargain with a small angry man in a wig and wakes up in a reality where his wife doesn't know him and he was never born.","Let me be direct with you. It's the fourth one. The marketing leaned on the phrase ""the final chapter,"" which was a lie they corrected fifteen years later.","Rumpelstiltskin is the villain. The tagline puns on ""over."" The title ends with two words that mean ""for eternity, subsequently."""
"Shrek the Third",2007,"The franchise that started as a sly Disney parody arrived at its trilogy-capper having become exactly the kind of bloated sequel machine it was originally mocking.","An ogre, a donkey, and a cat with a sword go on a quest to find a teenage heir named Artie, which is the kind of plot that exists because the merchandise had to ship by November.","You know this one — a green swamp-dwelling newlywed is being pressured into becoming king of Far Far Away, and his solution is to road-trip for a replacement.","Eddie Murphy is the donkey. Antonio Banderas is the cat. The big green guy is the one whose name is in the title, followed by a royal numeral."
"Sideways",2004,"A 2004 film that single-handedly tanked Merlot sales in America and elevated Pinot Noir to a personality trait.","Two middle-aged men go on a bachelor-trip through wine country, where one delivers monologues about grape varietals and the other sleeps with a waitress and gets beaten with a motorcycle helmet.","Here's what I know about you right now — you're not thinking about the title, which is an adverb describing the direction a life can drift when you're forty-something and unpublished.","Paul Giamatti's Miles. The line is ""I am NOT drinking any [expletive] Merlot."" The title is one word, seven letters, means ""off to the side."""
"Silver Linings Playbook",2012,"A 2012 romantic drama that managed to be about bipolar disorder, Philadelphia Eagles football, and ballroom dancing without any of those elements feeling like the wrong choice.","A man fresh out of a mental institution meets a young widow who proposes a deal: she'll deliver a letter to his estranged wife if he agrees to be her partner in a dance competition.","This is the part where I stop being polite about it. The title is three words. The first is a metal. The second is what that metal has when there's a bright edge on a cloud. The third is what a coach calls his book of plays.","Jennifer Lawrence won the Oscar at twenty-two. De Niro plays the OCD Eagles dad. The dance scene is set to a Stevie Wonder/White Stripes mashup."
"Silver Streak",1976,"A 1970s comedy-thriller that paired two performers whose chemistry was so good it launched an entire sub-genre of mismatched-buddy movies for the next twenty years.","A mild-mannered book editor on a cross-country train ride witnesses a murder, gets thrown off the train repeatedly, and somehow ends up in blackface in a bus station, which is a sentence I never thought I'd type.","I'm going to need you to search your memory more aggressively — a long-distance train from Los Angeles to Chicago, a Hitchcock-style murder plot, and the first onscreen pairing of two legendary comedians.","The train crashes through the wall of the station at the end. The title is the color of the train plus what the train does."
