title,year,hint_1,hint_2,hint_3,hint_4
"Logan's Run",1976,"A 1970s vision of the future that involves a domed shopping mall, jumpsuits in primary colors, and the conviction that anyone over thirty is essentially a fire hazard.","The hero is a sort of cop whose job is to chase down people fleeing their own mandatory thirtieth birthday party, which is held in a hovering laser arena. The seventies were a time.","Consider what you're admitting by not having gotten this yet — a crystal embedded in your palm changes color, a domed city, and the phrase ""Carrousel"" delivered with religious reverence.","Your hand is blinking. Time to renew. The protagonist shares his name with a Wolverine."
"Looking for Mr. Goodbar",1977,"A late-70s drama that took the sexual revolution, looked it dead in the eye, and asked whether liberation and self-destruction were maybe holding hands at the bar.","By day, a devoted teacher of deaf children. By night, a woman cruising singles bars in a decade that mistook nihilism for nightlife.","Take a breath. Think about what decade you're in. Disco, cocaine, and a leading lady better known for wearing menswear and dating Woody Allen the same year.","The title is a phrase — three words, the first being a verb of pursuit, the last being a candy bar."
"Lost in Translation",2003,"An early-2000s film by a director with a famous last name, shot in Tokyo hotels and karaoke bars, about jet lag as a spiritual condition.","A faded actor shoots a whiskey commercial he doesn't understand while a young woman in a pink wig wanders the city wondering what her marriage is for. Nothing happens. Everything happens. The whisper at the end is none of your business.","Between you and me, this is embarrassing. The title is what the movie is literally about — two Americans in Japan who can't read the menu, the signs, or each other.","""For relaxing times, make it Suntory time."" Bill Murray, a karaoke machine, and the most discussed final whisper in modern cinema."
"Love Story",1970,"A 1970 weepie that convinced an entire generation to misquote a single line of dialogue at each other for the next fifty years.","A Harvard preppie and a working-class music student fall in love, get disowned, get married, and then one of them gets the kind of movie illness that involves looking beautiful in a hospital bed.","Whatever you're doing isn't working. The tagline is one of the most parodied sentences of the twentieth century, and the title is two words a five-year-old could assemble.","It's a story. About love. You can do this."
"Luca",2021,"A 2021 Pixar film that the studio quietly dumped onto streaming during the pandemic, which was a shame because it's basically a Studio Ghibli movie wearing a Vespa helmet.","Two boys spend a summer eating pasta and racing scooters on the Italian Riviera, except they're sea monsters who turn human the moment they dry off, which is a metaphor so transparent the fish can see through it.","I want to give you the benefit of the doubt here, but — the title is the protagonist's first name, and it's four letters long.","""Silenzio, Bruno!"" Gelato, a Vespa, and a small blue sea creature. The name. Just say the name."
"M3GAN",2022,"A 2022 horror movie that became a meme before it was released, largely because the marketing showed a doll doing a TikTok dance in a hallway before murdering someone.","A roboticist builds an AI doll to be the perfect companion for her niece, which is the kind of decision that has never once gone well in the history of cinema.","We've been at this long enough. The title is the doll's name, stylized with a number in the middle because the 2020s cannot leave a letter alone.","She dances. She sings ""Titanium."" She kills. The title is a girl's name with a 3 jammed into it."
"Madagascar",2005,"A mid-2000s animated comedy that asked the important question: what would happen if four pampered Manhattanites were dropped into the actual food chain.","The breakout characters turned out to be a quartet of paramilitary penguins, who have since headlined more spinoffs than the actual leads.","You're making this harder than it is. A lion, a zebra, a giraffe, and a hypochondriac hippo wash up on an island off the coast of Africa.","""I like to move it, move it."" The island is in the title. That's the title."
"Madagascar 3: Europe's Most Wanted",2012,"A 2012 sequel that for some reason decided the third act of a children's franchise about zoo animals needed a French animal-control officer singing Edith Piaf while attempting murder.","The animals hide inside a traveling circus, perform a glow-in-the-dark trapeze number set to Katy Perry, and somehow this is the best film in the trilogy.","Look, I'm not judging you. I am, but I'm not showing it. It's the third one. The continent is in the title.","""Afro Circus, Afro Circus, Polka Dot, Polka Dot, Polka Dot, Afro!"" That's a real lyric, from a real song, in this real movie."
"Madagascar: Escape 2 Africa",2008,"A 2008 sequel that swaps the island for the mainland and stages an entire subplot about a lion's daddy issues, which is more Shakespearean than the marketing let on.","The plane crashes on the African savanna, the lion finally meets his parents, and the penguins continue their slow takeover of the entire franchise.","This one has been on television roughly four hundred times. It's the second installment, the title literally contains the number two, and the destination is named.","The first one was an island. This one is ""Escape 2"" — say the rest."
"Magnum Force",1973,"A 1973 sequel in a franchise built around the idea that the only thing San Francisco needed was a cop who treated the Constitution as a suggestion.","The villains this time are rogue motorcycle cops executing criminals without trial, which puts our hero in the awkward position of having to defend due process for the first and last time in his career.","The audience at home figured this out. It's the second Dirty Harry movie. The title is two words. The first is a type of revolver.","""A man's got to know his limitations."" Clint, a .44, and a title that's also a caliber."
"Maleficent",2014,"A 2014 attempt to take a hand-drawn Disney villain from 1959 and explain her, which is the cinematic equivalent of asking the wolf for his side of the story.","The reveal is that the curse on the baby was actually a trauma response, and the prince's kiss was never the point — turns out the real true love was the woman who cursed her, which is one way to rewrite a bedtime story.","You've seen this. Cheekbones sharpened to weapons-grade, a pair of CGI horns, and a sleeping girl in a tower in the woods.","Angelina Jolie in black robes, glaring at a cradle. The princess is named Aurora. You can take it from here."
"Mamma Mia!",2008,"A 2008 jukebox musical that took a Swedish pop catalog and stranded it on a Greek island, where everyone is apparently always two seconds away from bursting into song on a dock.","A bride-to-be reads her mother's old diary and decides the responsible thing is to invite three potential fathers to her wedding without telling anyone. What could go wrong.","Either you haven't seen this, or you have and that's somehow worse — an Oscar-winning actress belting ABBA in overalls, and a former James Bond singing so badly it became a meme.","""Dancing Queen."" A pier. Overalls. The title is what you say when you're surprised, twice."
"Manchester by the Sea",2016,"A 2016 drama that understood grief is not cathartic, not redemptive, and not something you ""work through"" — sometimes you just carry it around like a second coat for the rest of your life.","The protagonist mumbles his way through a New England town where everyone knows what he did, and the film refuses to let him off the hook, which is either devastating realism or just a very long Tuesday.","At this point I have to ask — does a janitor, a snowy harbor town, and the most quietly shattering scene between two ex-spouses on a sidewalk ring any bells?","Casey Affleck won the Oscar. The title is a coastal Massachusetts town followed by a body of water."
"Marathon Man",1976,"A 1970s paranoid thriller from the era when New York City on film looked like it owed someone money.","A grad student who runs long distances gets pulled into a Nazi diamond plot, which is a sentence that could only have been written in the seventies.","The fact that you're still guessing tells me something about you — a dentist's chair, a drill, and the single most quoted line about whether something ""is safe.""","""Is it safe?"" The runner. The Nazi dentist. The title is what the protagonist trains for."
"Marriage Story",2019,"A 2019 film that opens with two beautiful monologues about love and then spends two hours making sure you understand the lawyers will be billing for every minute of it.","A theater director and an actress try to have a civilized divorce, which lasts roughly as long as it takes one of them to hire an attorney with very good hair.","I want you to think carefully about what you actually know — a screaming match in an empty apartment, a self-inflicted knife wound played for the wrong kind of laugh, and the title is the opposite of what the movie is about.","Noah Baumbach. A custody fight across two coasts. The title is one half of a contract that's being dissolved."
"Marty Supreme",2025,"A 2025 release where a young actor with extremely good hair plays a young man with a dream nobody respects, which describes roughly half his filmography at this point.","The sport at the center of this film is one most people associate with basements, beer, and your uncle claiming he was ""almost semi-pro."" The movie asks you to take it seriously, and somehow you do.","Let me be direct with you — table tennis. The whole thing is about table tennis. And a paddle. And greatness.","Timothée Chalamet, a small white ball, and a title that's just the protagonist's first name plus an adjective he hasn't earned yet."
"Master and Commander: The Far Side of the World",2003,"A 2003 seafaring epic that arrived in theaters the same year as a pirate movie starring Johnny Depp, and lost that war so badly we never got the sequel.","A British naval captain chases a French ship around Cape Horn while his best friend, the ship's surgeon, collects beetles in the Galápagos. The Royal Navy meets Charles Darwin.","You know this one — wooden ships, cannon fire, a captain who plays violin with his doctor in the great cabin, and an entire film where the enemy is mostly fog.","The captain is nicknamed ""Lucky Jack."" The title is two naval ranks separated by ""and."""
"Meet the Fockers",2004,"A 2004 sequel that doubled down on the original's central joke — a surname that sounds like a swear word, stretched across two hours of in-law warfare.","An uptight ex-CIA father-in-law travels to Florida to encounter the freewheeling hippie parents of his daughter's fiancé, and discovers their unfortunate last name is not a typo.","Here's what I know about you right now — you're stalling, and somewhere in your brain is a motorhome, a baby learning sign language, and a lie detector test administered at the dinner table.","Greg. Pam. Jack. A surname that the MPAA almost certainly had a meeting about. The first word of the title is what you should be doing with these parents."
"Men in Black",1997,"A 1997 summer blockbuster based on a comic almost nobody had read, which became a franchise and a theme song that refuses to leave anyone's head.","A secret agency monitors alien immigrants living quietly on Earth, including a pug, a tabloid editor, and a giant cockroach wearing a man as a suit.","This is the part where I stop being polite about it — sunglasses, a neuralyzer, a tiny galaxy on a cat's collar, and the dress code is right there in the title.","Agent K. Agent J. The title describes what they wear, in three words."
"Michael Clayton",2007,"A 2007 legal thriller for adults that opens with a monologue from a man having a breakdown in a hotel room and somehow gets more unsettling from there.","A law firm's ""fixer"" is dispatched to manage a brilliant attorney who stripped naked during a deposition because he finally read what the chemical company was actually doing.","I'm going to need you to search your memory more aggressively — a Mercedes, three horses on a hill at dawn, a car bomb, and a five-minute cab ride at the end that is the entire movie.","The title is the protagonist's first and last name. He's a lawyer who isn't really a lawyer. George Clooney has the keys."
"Midnight Express",1978,"A late-70s prison drama that single-handedly destroyed the Turkish tourism industry for about two decades, which Turkey has not forgotten and still occasionally brings up.","A young American tries to board a flight with bricks of hashish taped to his torso, which is the kind of plan that works exactly zero times out of one hundred.","Consider what you're admitting by not having gotten this yet. The title is a euphemism for a prison escape, and the film is almost entirely about not making one.","Screenplay by Oliver Stone, score by Giorgio Moroder, and a scene involving a tongue that you would remember if you'd seen it."
"Midnight in Paris",2011,"A 2011 film in which a neurotic American writer discovers that the cure for his modern dissatisfaction is, conveniently, hanging out with dead literary celebrities.","At the stroke of twelve, a vintage Peugeot pulls up and inside are Hemingway, Fitzgerald, and Gertrude Stein, which is the best Uber Pool in cinema history.","Take a breath. Think about what decade you're in. Now think about what decade the protagonist keeps escaping to, and what city he's doing it in.","Owen Wilson does his usual Owen Wilson thing, but in a trench coat, in the rain, on a cobblestone street. The title is the where and the when."
"Migration",2023,"A 2023 animated film made by the studio that figured out yellow pill-shaped creatures could fund an entire cinematic universe, and decided to branch out into waterfowl.","An overprotective mallard dad is dragged out of his comfort zone by his family, which is essentially every animated dad movie since 2003, but with feathers.","Between you and me, this is embarrassing. The poster is just ducks. The title is what ducks do. Connect the two.","A bird family. A road trip. Jamaica. The word you're looking for is what geese are doing when they fly south."
"Milk",2008,"A 2008 biopic about a San Francisco politician who turned a camera shop on Castro Street into the launchpad for a civil rights movement.","Harvey, a camera-shop owner turned city supervisor, was assassinated by a colleague whose legal defense involved an excess of Twinkies. That actually happened.","Whatever you're doing isn't working. The title is the man's last name. It's also in your refrigerator.","Sean Penn won the Oscar. Gus Van Sant directed. The man's name is one syllable and comes from a cow."
"Million Dollar Baby",2004,"A 2004 Best Picture winner directed by a man who, at 74, decided what audiences really wanted was two hours of boxing followed by the saddest third act of the decade.","A gym owner who reads Yeats in Gaelic reluctantly trains a waitress from the Ozarks who steals butter packets for dinner. It ends about as well as you'd expect from a film with this much Catholic guilt.","I want to give you the benefit of the doubt here, but — the trainer, the fighter, the gravelly-voiced narrator who lost an eye in the ring, and a piece of corner advice in Gaelic that translates to ""my darling, my blood.""","Mo cuishle. A wheelchair. An adrenaline syringe. The title is a sum of money and an infant."
"Minari",2021,"A quiet 2020 drama about a Korean American family planting roots in rural Arkansas, which the Golden Globes inexplicably classified as ""foreign language"" despite being set entirely in the United States.","A grandmother arrives from Korea carrying seeds for a Korean herb, plants them by a creek, and somehow that's the emotional core of the whole film.","We've been at this long enough. The title is the name of the plant the grandmother grows. It's also the name of the movie. Those are the same word.","Steven Yeun, an Arkansas trailer, a tornado of a grandmother, and a six-letter word for a Korean herb."
"Minions: The Rise of Gru",2022,"A 2022 prequel about how a small bald child became a supervillain, made by the studio that has decided yellow capsules with goggles are a renewable resource.","An eleven-year-old auditions for a supervillain group, gets rejected, and then his babbling banana-colored henchmen learn kung fu in San Francisco. That is the actual plot.","You're making this harder than it is. The title contains the franchise name and the character name. Pick one.","Steve Carell does the voice. The little guys say ""banana."" The boy grows up to steal the moon in a different movie."
"Minority Report",2002,"A 2002 sci-fi from the director who made dinosaurs real, this time imagining a future where cops arrest you for crimes you haven't committed yet, which feels less hypothetical every year.","A detective sprints through a shopping mall while personalized holographic ads scream his name at him, which was supposed to be dystopian and is now just Tuesday.","Look, I'm not judging you. I am, but I'm not showing it. There are three psychics in a pool. The title is a legal term for a dissenting opinion.","Tom Cruise running. Tom Cruise running. Eyeballs in a bag. Tom Cruise running. Spielberg."
"Misery",1990,"A Stephen King adaptation from 1990 that convinced an entire generation of writers to be very polite to their fans at signings.","A romance novelist crashes his car in a Colorado blizzard and wakes up in the guest bedroom of his ""number one fan,"" which sounds charming until you learn what she keeps in the basement and what she does with a sledgehammer.","This one has been on television roughly four hundred times — a snowbound farmhouse, a typewriter missing the letter N, and the word ""cockadoodie"" entering the English lexicon against its will.","The hobbling scene. Annie Wilkes. A Best Actress Oscar for a performance that ensured nobody ever wanted to be rescued by a nurse again. The title is a synonym for suffering."
"Missing",2023,"A 2023 thriller told almost entirely through screens, sequel-in-spirit to a 2018 film that did the same thing and surprised everyone by being good.","A teenager tries to find her mom using FaceTime, Gmail, Google Street View, and a TaskRabbit in Bogotá, which is more competence than most adults display in a calendar year.","The audience at home figured this out. The title is one word, present tense, and describes the mother.","A laptop screen for two hours. A daughter. A mom who vanished in Colombia. The title is what she is."
"Mission: Impossible",1996,"A mid-90s reboot of a 60s TV spy show, directed by the guy who made Carrie, which is a career pivot no one saw coming.","A tape that self-destructs, a team that gets wiped out in the first twenty minutes, and a hero who spends the rest of the film figuring out why his boss looks suspicious.","You've seen this — a man dangling from wires inches above a pressure-sensitive floor in a white vault, sweat about to drop from his glasses.","A bullet train, a helicopter in a tunnel, and a franchise built around one actor's refusal to use stunt doubles. Ethan Hunt, ring a bell?"
"Mission: Impossible - Dead Reckoning Part One",2023,"A 2023 sequel that arrived just in time for everyone to start panicking about artificial intelligence, and decided the villain should be exactly that.","The big set piece involves a motorcycle, a cliff, a parachute, and an actor in his sixties who genuinely cannot be talked out of any of this.","Either you haven't seen this, or you have and that's somehow worse — because the seventh entry in a franchise should not be where you get lost.","A sentient AI called the Entity, a runaway train in the Alps, and a ""Part One"" in the title that did a lot of heavy lifting at the box office."
"Mission: Impossible - Fallout",2018,"The sixth installment in a franchise that decided, against all medical advice, to keep escalating the stunts every three years.","There's a HALO jump filmed for real, a bathroom fight with a mustachioed villain, and a helicopter chase in New Zealand pretending to be Kashmir.","At this point I have to ask — how many of these are you going to let me describe before something clicks?","Henry Cavill reloads his arms. That's the scene. That's the meme. That's the franchise."
"Mission: Impossible - Ghost Protocol",2011,"A 2011 entry directed by a man who up until then had only made animated films about rats and robots, which somehow worked out fine.","The signature image is an agent climbing the outside of the world's tallest building using malfunctioning suction gloves and the audience's collective anxiety.","The fact that you're still guessing tells me something about you — and it isn't flattering, because the Burj Khalifa scene is in every trailer reel ever made.","The Kremlin explodes. The IMF gets disavowed. Simon Pegg is the comic relief. It's the fourth one."
"Mission: Impossible - The Final Reckoning",2025,"A 2025 sequel that promised to wrap things up and instead introduced a submarine, a biplane, and the longest underwater sequence in modern blockbuster memory.","The villain is a piece of software. The hero is a man approaching sixty who hangs from the wing of a plane because retirement is for cowards.","I want you to think carefully about what you actually know — there's an Entity, there's an Ethan, and there's a word in the title that suggests we are, allegedly, done.","The eighth film. The word before ""Reckoning"" is the giveaway. It rhymes with ""Final"" because it is ""Final."""
"Mission: Impossible II",2000,"A 2000 sequel directed by a Hong Kong action legend who brought doves, slow motion, and a sincere belief that every fight should end with two men on a motorcycle.","The hero rock climbs in Utah without a rope during the opening credits, which is less a character introduction and more a dare to the audience.","Let me be direct with you — it's the second one. The bad one. The one where everyone wears sunglasses indoors and the masks get ripped off in slow motion.","A bioweapon called Chimera, Australia for some reason, and Limp Bizkit on the soundtrack — the year 2000 in a single film."
"Mississippi Burning",1988,"A 1988 film that took a real civil rights atrocity and reframed it as a story about two white FBI agents, which was either a savvy commercial choice or exactly the problem critics said it was.","One agent is by-the-book Ivy League. The other is a former small-town sheriff who interrogates a suspect by way of a straight razor and a barber chair. Guess which one gets results.","You know this one. A station wagon on a dark road, a cross on fire in a front yard, and a state's name paired with a verb that describes what those crosses are doing.","Three murdered civil rights workers, Klansmen in a small town, and a title where the second word is what the houses, the churches, and the crosses are all doing."
"Moana 2",2024,"A 2024 Disney sequel that was originally developed as a streaming series and then promoted to theaters when the studio noticed how much money the first one made.","A Polynesian wayfinder gets called back to sea by her ancestors, which is a more dignified reason to do a sequel than most franchises manage.","Here's what I know about you right now — you're stalling because you can't believe the answer is just the first movie's title with a number after it.","The demigod is back. The chicken is back. The ocean is back. Add a ""2."""
"Moneyball",2011,"A 2011 film that turned a book about baseball statistics into a drama, which sounds like a dare and somehow became an Oscar contender.","The Oakland Athletics, broke and outgunned, decide to replace scouts' gut instincts with spreadsheets, and the old men in the room react roughly the way you'd expect old men to react to spreadsheets.","This is the part where I stop being polite about it. A general manager who refuses to watch the games he's running, a Yale economics nerd in an ill-fitting suit, and a sport reduced to on-base percentage.","Billy Beane. Peter Brand. A 20-game winning streak. The title is what the game is really about, and it ends in a sport-adjacent noun."
"Monster Mash",2000,"A direct-to-video animated feature from 2000 that took a novelty Halloween song from 1962 and stretched it into a feature-length plot, as one does when one has run out of ideas.","Frank, Drac, and Wolf walk into a suburb. That's not a setup — that's the actual premise, and the court of elders is making them do it.","I'm going to need you to search your memory more aggressively, because the title is literally the chorus of a song you've heard every October since you were born.","It was a graveyard smash. The title is the two words right before that line."
