title,year,hint_1,hint_2,hint_3,hint_4
"Ghost",1990,"A 1990 film that convinced an entire generation that pottery was the most erotic activity on Earth, despite the fact that anyone who has actually thrown clay knows it is mostly cleaning up.","The Righteous Brothers song ""Unchained Melody"" was thirty-five years old when this movie came out, and it still managed to make the song feel like it had been written for one specific scene.","Consider what you're admitting by not having gotten this yet. A dead man. A grieving woman. A psychic who didn't ask for any of this and is now the funniest person in the afterlife.","""Ditto."" A penny sliding up a door. Patrick Swayze in a soft glow. The title is one word and it's what he is."
"Godzilla vs. Kong",2021,"A 2021 entry in a shared cinematic universe whose entire business model is ""what if two very large things hit each other for two hours, and we charged you for it.""","A giant ape gets escorted to a hollow earth on a fleet of military ships, which is somehow not even the silliest logistical choice in the film.","Take a breath. Think about what decade you're in — a radioactive lizard, a primate the size of a skyscraper, and a neon-drenched showdown in Hong Kong.","One's a reptile from the ocean. One's an ape from an island. The title is just their names with a ""vs."" between them."
"Godzilla x Kong: The New Empire",2024,"A 2024 sequel where the studio quietly swapped ""versus"" for the much more marketable ""x,"" the universal symbol for ""they're friends now, please buy a ticket.""","The big ape gets a toothache, a robotic arm upgrade, and a tiny ape sidekick. This is the actual plot of a $135 million movie.","Between you and me, this is embarrassing. There's a giant ape, a giant lizard, and a hollow world inside our own where they team up against an even bigger pink ape.","Adam Wingard directed. The subtitle has three words. The first is ""The,"" and the last two are basically a synonym for ""fresh kingdom."""
"GoldenEye",1995,"A 1995 reboot of a franchise that had been dormant for six years, which in spy-movie terms is roughly the length of the Cold War this series was originally designed to fight.","The villain is a former colleague who faked his death, holds a grudge about Lithuanian ancestry, and operates a satellite weapon named after a Nintendo 64 game that hadn't been released yet.","Whatever you're doing isn't working. A British secret agent, a Russian satellite, a tank chase through St. Petersburg, and a woman who kills men with her thighs.","007. The fifth actor in the role. Tina Turner sings the theme song. The title is also a famous N64 split-screen multiplayer game."
"Good Morning, Vietnam",1987,"A 1987 Barry Levinson film that figured out the trick was to point a camera at a manic comedian for two hours and occasionally cut to a war.","A military radio DJ in Saigon improvises his way through broadcasts while his superiors, who have the comedic timing of a filing cabinet, try to shut him down.","I want to give you the benefit of the doubt here, but — the title is literally a greeting shouted into a microphone, followed by the country where the film takes place.","""Goooooood ——————, ——————!"" Fill in the blanks. You've heard Robin Williams do it a thousand times."
"Good Night, and Good Luck.",2005,"A 2005 film shot in black and white about a journalist taking on a senator, which is the kind of project that gets made when an actor-director has enough goodwill to spend.","Edward R. Murrow staring down Joseph McCarthy through a cloud of cigarette smoke so thick it qualifies as a third character.","We've been at this long enough. The title is the sign-off line of the journalist at the center of the film, six words including a comma and a period.","A broadcast booth. A Senate hearing. The title ends with a period, which the studio fought against, and the director's last name rhymes with ""looney."""
"Good Will Hunting",1997,"A 1997 drama written by two unknown actors in their twenties who then won an Oscar for it, which is the kind of origin story that ruined screenwriting for everyone else.","A janitor at MIT solves a math problem on a hallway chalkboard, which is the most Boston way imaginable to announce you're a genius.","You're making this harder than it is. ""How do you like them apples."" ""It's not your fault."" A park bench monologue that has been quoted at every therapy session since.","Three words. The middle one is a verb that's also a noun. The last one is what you do for a job in the woods. Go."
"Gosford Park",2001,"A Robert Altman ensemble piece from 2001 that took the country-house murder mystery, turned the camera toward the servants, and dared the upstairs guests to be interesting.","Thirty-odd British actors in tweed and pearls drift through a weekend shooting party, and somewhere between the soup and the pheasant, someone gets stabbed. Twice.","Look, I'm not judging you. I am, but I'm not showing it. A grand English estate, a 1930s shooting weekend, a Dame delivering withering put-downs from a chaise lounge, and Julian Fellowes basically writing the pilot for Downton Abbey.","The location is in the title. The first word is the name of the estate. The second word is what you'd call Central or Hyde."
"Gravity",2013,"A 2013 film that convinced audiences to pay extra for 3D by making the experience of being in space feel like a panic attack with a view.","The opening shot is something like seventeen minutes long, and by the end of it you've forgotten that movies are usually cut.","This one has been on television roughly four hundred times. A debris field, a tether snapping, and a woman alone in a capsule trying to remember how Russian controls work.","One word. It's the force she's trying to get back to. Sandra Bullock in her underwear, floating."
"Grease",1978,"A 1978 musical set in the 1950s made by people in their thirties pretending to be teenagers, and somehow this became the highest-grossing film of the year.","The romantic resolution involves a woman fundamentally changing her personality, wardrobe, and posture to win back a man who couldn't commit, and the movie treats this as a happy ending.","The audience at home figured this out. A drive-in. A flying car at the end for no reason. ""You're the one that I want"" sung in a fairground.","The tagline literally says the title is the word. The word is the title. The title is the word."
"Green Book",2018,"A late-2010s Best Picture winner that took home the top prize while half the internet was still arguing about whether it should have been nominated.","A Bronx bouncer with a vocabulary problem chauffeurs a refined Black pianist through the Jim Crow South, and they bond over fried chicken in a scene that earned both an Oscar and a thousand thinkpieces.","You've seen this — a Cadillac, a concert tour, and a guidebook that told Black travelers which establishments wouldn't get them killed.","The title refers to a real travel guide. The color is in the name. The other word is what you read."
"Gremlins",1984,"A 1984 Christmas movie so unsettling for children that it helped invent the PG-13 rating, which is the most American thing a movie has ever done.","The rules are simple — no bright light, no water, no food after midnight — and the entire plot is what happens when a teenager cannot follow three instructions.","Either you haven't seen this, or you have and that's somehow worse — a furry creature named Gizmo, a suburban Christmas, and a swimming pool that becomes a hatchery for hell.","Stripe. Gizmo. A microwave scene that traumatized a generation, produced by Spielberg as a ""family film."""
"Guardians of the Galaxy Vol. 2",2017,"A 2017 Marvel sequel that opens with a baby tree dancing to ELO while a space battle happens out of focus behind him, which tells you everything about its priorities.","The emotional climax involves a man learning that his cosmic god father is, in fact, a planet, and also a murderer, which is a lot to process in one conversation.","At this point I have to ask — does a blue space pirate, a golden race of insecure aliens, and Kurt Russell as a literal celestial planet ring any bells?","Star-Lord. Rocket. Groot. Yondu. The first one had a number one, so this one has a number two."
"Guardians of the Galaxy Vol. 3",2023,"The 2023 finale where a director who got fired, rehired, and then went to run a rival studio said goodbye to his Marvel kids by traumatizing everyone with a CGI raccoon backstory.","A space adventure that pauses its third act so you can cry about animal testing, which is a bold choice for a movie with a talking duck in it.","The fact that you're still guessing tells me something about you — specifically that the words ""Rocket,"" ""High Evolutionary,"" and ""trilogy capper"" aren't doing the work I'd like them to.","Volume three. Final mission. The team's name is in the title and the number after the colon is the largest one yet."
"Hacksaw Ridge",2016,"A 2016 war film directed by a man who once had a very public meltdown in a Malibu police car, now back in the Academy's good graces because the movie is about pacifism.","A Seventh-day Adventist medic refuses to carry a weapon into the Battle of Okinawa and spends the climax dragging wounded soldiers off a cliff while whispering ""one more.""","I want you to think carefully about what you actually know — the title is the name of an escarpment, the hero is a real person who received the Medal of Honor, and the actor previously played Spider-Man.","Desmond Doss. A rope ladder. A cliff. The title is two words and the first one is something you cut wood with."
"Halloween Ends",2022,"A 2022 finale that promised closure to a franchise that has now ended approximately six times, each ending more final than the last.","The script spends most of its runtime on a brand-new character whose connection to the killer is best described as ""vibes,"" which fans received with the warmth of a Haddonfield welcome committee.","Let me be direct with you — the title literally tells you the franchise is over, the masked man is involved, and the final girl has been doing this since 1978.","Laurie Strode. Michael Myers. The word after the holiday is what the studio claimed this movie was."
"Halloween II",1981,"A 1981 sequel that picks up the exact second the original ended, which is either elegant continuity or a sign nobody had a new idea yet.","The action moves to a hospital staffed by approximately four people, none of whom seem alarmed that a masked killer is making his way through the linen closet.","You know this one — same night, same town, same shape behind the curtain, and a twist about the final girl's family tree that the franchise has been walking back ever since.","Michael. Loomis. A syringe to the eye. The title is the holiday plus a Roman numeral."
"Halloween Kills",2021,"A 2021 middle chapter that exists primarily so the 2022 movie could exist, which is the cinematic equivalent of a hallway.","An entire town forms a mob, chants ""evil dies tonight"" for ninety minutes, and then somehow evil does not die that night.","Here's what I know about you right now — you recognize the holiday, you recognize the franchise, and the verb in the title is what the killer does for a living.","Haddonfield. The Shape. Tommy Doyle, all grown up and holding a baseball bat. The title is the holiday plus what Michael does."
"Hamnet",2025,"A 2025 prestige drama that takes the most famous playwright in history and relegates him to a supporting role in his own marriage, which is somehow the most Shakespearean move possible.","A grieving mother in Stratford-upon-Avon loses a son, and her husband, who is never named on screen, channels it into a play about a Danish prince with a suspiciously similar name.","This is the part where I stop being polite about it — the title is one letter away from the most famous tragedy in the English language, and that is the entire point.","Anne Hathaway. The Bard. A twin who died at eleven. Change one letter in the title and you have the play."
"Hancock",2008,"A 2008 superhero movie that arrived the same summer as Iron Man and tried to convince audiences that what the genre really needed was a drunk man sleeping on a bench.","A premise that begins as a comedy about a hero with bad PR and then, at the forty-minute mark, becomes a mythological romance involving immortals, which nobody asked for.","I'm going to need you to search your memory more aggressively — a Los Angeles superhero with a drinking problem, a PR consultant who tries to rebrand him, and a title that is just the hero's last name.","Will Smith. Charlize Theron. The title is the character's name and that is all you're getting."
"Hannah and Her Sisters",1986,"A 1986 Manhattan ensemble piece structured around two holiday dinners, made by a filmmaker who at the time still got the benefit of the doubt for casting his then-partner as the moral center.","A neurotic hypochondriac is convinced he's dying, gets the all-clear, then has an existential crisis in a movie theater watching the Marx Brothers. This passes for a happy ending in this filmography.","Consider what you're admitting by not having gotten this yet. Three siblings, one husband cheating with one of them, one ex-husband circling another, and Thanksgiving doing the heavy lifting.","The title is a woman's name, the word ""and,"" and two more words describing the other women in the family. It's almost a sentence diagram."
"Harry Potter and the Chamber of Secrets",2002,"The second installment of a franchise that essentially raised a generation of children who now have wand tattoos and strong opinions about train platforms.","A giant snake lives in the school plumbing, a house-elf keeps trying to murder the protagonist out of love, and somehow the adults consider this a normal academic year.","Take a breath. Think about what decade you're in. A boy wizard, his second year, and a diary that writes back.","Dobby is free. The basilisk is dead. Kenneth Branagh's character lost his memory. You know the franchise."
"Harry Potter and the Goblet of Fire",2005,"The fourth chapter of the wizard saga, where the tone shifts from ""magical boarding school"" to ""teenagers are now dying,"" and nobody quite addresses the change.","A magical tournament involves dragons, underwater hostages, and a hedge maze, which is the kind of curriculum that would get a Muggle school district sued into oblivion.","Between you and me, this is embarrassing. A flaming chalice spits out a name it wasn't supposed to, and the dark lord finally gets his nose back. Sort of.","Cedric dies. Voldemort returns. The fourth book, the fourth movie, the one with the cup."
"Harry Potter and the Half-Blood Prince",2009,"The sixth installment in a franchise that by this point had decided lighting was optional and every frame should look like it was shot through a wet sock.","A teenage wizard spends most of the runtime making out, mishandling a mysterious potions textbook, and watching his mentor drink cursed lake water on a date night gone catastrophically wrong.","Whatever you're doing isn't working. A boy wizard, a school, a tower, and a death that ruined a generation of summer reading.","Snape did it. The title names a boy wizard and a textbook's previous owner with royal aspirations."
"Harry Potter and the Order of the Phoenix",2007,"The fifth wizard installment, in which the British Ministry decides the real threat isn't the dark lord — it's the teenager telling everyone the dark lord is back.","A woman in pink cardigans tortures children with a magic quill and somehow ranks higher on the franchise villain list than the actual genocidal wizard.","I want to give you the benefit of the doubt here, but — a secret student army, a prophecy in a glass orb, and the fifth book in a series you have definitely heard of.","Sirius falls through a veil. Dumbledore duels Voldemort in the lobby of the Ministry. You're looking for a rebellion and a mythical bird."
"Heaven Can Wait",1978,"A 1978 remake of a 1941 film, made by a leading man at the absolute peak of being allowed to do whatever he wanted, including directing himself in a sweatsuit.","A pro football quarterback dies before his time, gets reassigned into the body of a murdered millionaire, and uses the inheritance to buy the Los Angeles Rams. As one does.","We've been at this long enough. The title is what the destination has to do because the paperwork was filed incorrectly.","Warren Beatty in a tracksuit, playing the saxophone, quarterbacking the Rams from beyond the grave. The title is where he's not going yet."
"Hell or High Water",2016,"A 2016 modern western about bank robbery as a form of estate planning, set in a Texas where every billboard advertises debt relief.","Two brothers rob the exact bank that's foreclosing on their family's land, which is either poetic justice or a felony. Both, actually.","You're making this harder than it is. The title is an idiom meaning ""no matter what,"" and the movie features quite a lot of both.","A Texas Ranger near retirement, two brothers, and a plan to pay off the bank with the bank's own money. The title rhymes with itself."
"Her",2013,"A 1986 Manhattan ensemble piece structured around two holiday dinners, made by a filmmaker who at the time still got the benefit of the doubt for casting his then-partner as the moral center.","A neurotic hypochondriac is convinced he's dying, gets the all-clear, then has an existential crisis in a movie theater watching the Marx Brothers. This passes for a happy ending in this filmography.","Consider what you're admitting by not having gotten this yet. Three siblings, one husband cheating with one of them, one ex-husband circling another, and Thanksgiving doing the heavy lifting.","The title is a woman's name, the word ""and,"" and two more words describing the other women in the family. It's almost a sentence diagram."
"Herbie Goes to Monte Carlo",1977,"A 1977 Disney sequel about a sentient car, made during the era when family entertainment meant ""the vehicle has feelings now.""","A Volkswagen Beetle with the number 53 painted on the hood falls in love with a Lancia and also gets diamonds smuggled into its gas tank. This is a children's film.","This one has been on television roughly four hundred times. The car has a name. The destination is in the title.","A little white car with a red and blue stripe goes to a famous European casino city to race. I am telling you the entire title at this point."
"Hi, Mom!",1970,"An early-career experiment from a director who would later make his name on operatic blood and split diopters, here working in scrappy, handheld, late-sixties New York on what is essentially a sequel nobody asked for.","A Vietnam vet rents a Greenwich Village apartment and decides his calling is filming the neighbors across the street, which the movie presents as an entrepreneurial venture rather than a felony.","The audience at home figured this out. A young, unknown lead, an avant-garde theater piece called ""Be Black, Baby,"" and a finale involving a building and some dynamite.","The title is something you'd shout into a camera while waving. Two words, one exclamation point."
"Hidden Figures",2016,"A 2016 film that finally gave credit to the women who did the math while everyone else got the medals, the magazine covers, and the ticker tape parades.","The plot turns on a half-mile walk to a segregated bathroom, which is a hell of a way to dramatize the space race — and also entirely true.","You've seen this. Three women at NASA, slide rules, chalkboards, and a glass ceiling that doubles as a literal orbital trajectory.","John Glenn won't get in the capsule until Katherine checks the numbers. The title is two words and one of them is what these women were."
"Highlander",1986,"An 80's fantasy film starring a Frenchman as a Scotsman and a Scotsman as a Spaniard, which is the kind of casting decision that could only happen between 1985 and 1987.","Immortal swordsmen wander through centuries chopping each other's heads off in alleyways while a Queen soundtrack plays, because the 1980s were a different time.","Either you haven't seen this, or you have and that's somehow worse — a sword fight in a parking garage, lightning crashing through the ceiling, and a tagline everyone has quoted at least once when reaching for the last slice of pizza.","There can be only one. The title is one word. It describes a Scotsman from a particular elevation."
"Hocus Pocus",1993,"A 1993 Disney film that flopped in theaters and then spent thirty years becoming the only thing anyone watches in October.","Three witches resurrected by a virgin lighting a candle, which is the kind of plot mechanism a studio note would absolutely flag today.","At this point I have to ask — does ""I put a spell on you"" being belted on a Salem stage by a Broadway legend ring any bells whatsoever?","A talking black cat, a bus driver who flirts with the witches, and Sarah Jessica Parker before she discovered Manhattan. The title is in the tagline. Read it again."
"Home Alone 3",1997,"The franchise that ran out of Culkins decided to keep going anyway, with the same screenwriter and a fresh kid who deserved better.","The villains are now international spies after a microchip hidden in a remote control car, because apparently burglars weren't enough of a threat anymore.","The fact that you're still guessing tells me something about you — namely that you stopped watching this series after the second one, which was the correct decision.","A sick kid, an empty house, paint cans and tripwires, but with a number after the title. That number is three."
"Hook",1991,"A 1991 spectacle that took the most famous ""boy who wouldn't"" and asked the truly cursed question — what if he did, and what if he became a lawyer about it?","The villain wears a curly wig, runs a pirate little league, and is somehow the most emotionally stable adult in the movie.","I want you to think carefully about what you actually know — a grown Peter Pan, a forgotten Neverland, and a food fight made entirely of imaginary color.","""Bangarang."" A captain with a prosthetic. A crocodile that swallowed a clock. The title is the bad guy's name."
"Hooper",1978,"A 1978 vehicle for the mustachioed star of every drive-in double feature of the decade, made by his stunt-coordinator buddy as a love letter to the guys who actually broke their backs for the movies.","A stunt man pops painkillers, jumps cars over rivers, and contemplates retirement, which is also a fair description of the lead actor's actual career at the time.","Let me be direct with you — the title is the main character's last name, and the tagline already told you what he does with a car.","Burt Reynolds in a denim jacket, jumping a rocket-powered Trans Am over a collapsed bridge. The title is his name."
"Hope and Glory",1987,"A 1987 memoir film from a British director recalling the Blitz not as horror, but as the most exciting thing that ever happened to a seven-year-old boy.","The Luftwaffe destroys the protagonist's school and he treats it as the greatest gift of his young life, which is honestly the most honest depiction of childhood ever filmed.","You know this one — a London suburb, barrage balloons in the sky, a kid collecting shrapnel like baseball cards, and the title is two nouns joined by ""and.""","Two abstract nouns. One is what you have for guessing this. The other is what Britain was fighting for. Stitch them together."
"Hotel Transylvania",2012,"A 2012 animated comedy directed by a Looney Tunes veteran who brought a rubber-band visual style to a story about monsters needing a long weekend away from us.","Dracula runs a monsters-only resort and spends most of the runtime trying to hide a human backpacker from his teenage daughter, which is essentially every dad's nightmare in cape form.","Here's what I know about you right now — you're picturing a tall castle, a count with a Transylvanian accent doing a voice somewhere between menacing and exhausted, and a daughter named Mavis with a bat-pop romance brewing.","A five-stake establishment for the undead. The first word is what kind of building it is. The second word is where it sits on the map. You're welcome."
"Hotel Transylvania 2",2015,"The sequel nobody demanded to the animated franchise nobody remembers asking for in the first place, released in 2015 with the same cast doing the same voices.","Dracula tries to scare the monster out of his half-human grandson, which is exactly the parenting strategy you'd expect from a 500-year-old vampire.","This is the part where I stop being polite about it — same hotel, same vampire, same Sandler voice, and a number that comes after the one.","The title from the last hint, plus a two."
"Hotel Transylvania 3: Summer Vacation",2018,"By 2018, the franchise had run out of hotel and put everyone on a cruise ship, which is what every sitcom does in its seventh season.","Dracula falls for the great-granddaughter of his mortal enemy, because nothing says family vacation like accidentally dating a Van Helsing.","I'm going to need you to search your memory more aggressively — the third one in the animated Sandler-vampire trilogy, except now they're on a boat.","The title is the previous two answers plus a three and a subtitle about what you do in July."
