title,year,hint_1,hint_2,hint_3,hint_4
"Beasts of the Southern Wild",2012,"A 2012 indie fable from the edge of the Louisiana delta, where childhood feels like myth because the adults have made ordinary survival impossible.","A little girl named Hushpuppy lives in the Bathtub with her father, while storms rise, ice melts, and prehistoric aurochs start marching like climate change got hooves.","Let me be direct with you. Six-year-old narrator, rising water, tough-love father, a community refusing to vanish, and giant ancient creatures coming through the muck.","Hushpuppy. Wink. The Bathtub. Aurochs. The title is not subtle; it sounds like nature got angry below the Mason-Dixon line."
"Beauty and the Beast",1991,"A 1991 animated musical that helped convince grown adults an enchanted castle with singing furniture could be prestige cinema, and it was annoyingly correct.","A bookish young woman trades places with her father, moves into a cursed palace, and slowly realizes the household staff are doing more emotional labor than the prince.","You know this one. The rose, the ballroom, the yellow dress, the library, the talking candlestick giving the horniest hospitality advice in France.","Belle, Gaston, Lumière, Cogsworth, Mrs. Potts, “Tale as Old as Time.” If you still miss it, the enchanted wardrobe is filing a complaint."
"Belfast",2021,"A 2021 black-and-white memory piece about childhood during the Troubles, which is a gentle way of saying nostalgia with bricks through the window.","A boy watches family, cinema, religion, street violence, and first crushes blur together while the adults decide whether staying home has become too expensive emotionally.","Here's what I know about you right now — you’re looking for a place, not a person, and it comes wrapped in Van Morrison songs and Northern Irish history.","A boy named Buddy. Black-and-white streets. The Troubles outside the door. The answer is the one-word hometown, also the capital of Northern Ireland."
"Beverly Hills Cop",1984,"A 1984 action-comedy that understood the great cinematic truth: put a fast-talking Detroit troublemaker in the land of palm trees and wealth, then let manners lose.","The hero is Axel Foley, a motor-mouthed investigator who treats jurisdiction like a suggestion and luxury hotels like stages for improvisational crimes against decorum.","This is the part where I stop being polite about it. Banana in the tailpipe. Synth riff. Rodeo Drive. Two local detectives slowly realizing they are not the main characters.","Axel Foley goes west, scams his way through every locked door, and makes that “Axel F” theme impossible to remove from your skull. You’re welcome."
"Beverly Hills Cop II",1987,"A 1987 sequel that understands the assignment: send the same Detroit chaos back to palm trees, designer stores, and police officers who still haven’t learned to brace themselves.","This time the case involves alphabet robberies, a wounded captain, and a weapons plot, because sequels need more bullets even when the mouth is still the main weapon.","I'm going to need you to search your memory more aggressively. Axel Foley is back in the expensive part of Los Angeles, annoying Taggart and Rosewood like it’s a civic duty.","Same Detroit wiseguy, same luxury zip code, more explosions, Roman numeral after the original. If you had the first one, just make it do a sequel."
"Big",1988,"An eighties wish-fulfillment fantasy where adulthood is mostly presented as office politics, bunk beds, and being somehow promoted for knowing how toys work.","A kid wakes up in a grown man's body, gets a job at a toy company, and turns a department-store floor piano into a résumé.","Consider what you're admitting by not having gotten this yet. Carnival fortune machine, Zoltar, overnight puberty by supernatural vending appliance.","Josh Baskin makes a wish to be the opposite of little. Three letters. The movie is not hiding from you."
"Big Hero 6",2014,"A 2014 animated superhero movie that understood the future would involve grief, robotics, and a marshmallow-shaped nurse who could absolutely dominate urgent care.","The emotional center is an inflatable medical robot asking you to rate your pain while a teenager weaponizes science with his friends.","Take a breath. Think about what decade you're in. San Fransokyo, microbots, a masked villain, and a robot who fist-bumps like he learned it from a pamphlet.","Baymax. Hiro. A plus-sized healthcare balloon becomes part of a superhero team. The title is a size, a job description, and a number."
"Birdman or (The Unexpected Virtue of Ignorance)",2014,"A 2014 backstage panic attack disguised as one continuous shot, where theater people behave exactly as stable as theater people always insist they are.","A washed-up former superhero actor tries to prove he's serious by mounting a Broadway play, which is a very expensive way to ask for respect.","Between you and me, this is embarrassing. Drummer score, floating delusions, Times Square in underwear, and a comeback that may or may not involve actual flight.","The title sounds like a feathered superhero having a midlife crisis, with a parenthetical so pretentious it should have its own dressing room."
"Black Panther: Wakanda Forever",2022,"A sequel built around absence, mourning, and a nation so technologically advanced it still has to deal with the most primitive problem in the world: everyone wants what it has.","The underwater kingdom arrives with blue skin, winged ankles, and the diplomatic style of someone who considers flooding the planet a negotiating tactic.","Whatever you're doing isn't working. Vibranium, royal grief, Shuri in the lab, a new suit, and a throne left painfully empty.","The answer is the second solo film about Marvel's hidden African superpower after its king is gone. Say the nation, then the thing mourners promise will last."
"Black Swan",2010,"A 2010 psychological meltdown dressed in tulle, where artistic ambition gets treated less like a calling and more like a haunted house with better posture.","The dancer wins the lead in a famous Tchaikovsky ballet and immediately discovers that perfection, mirrors, and competitive understudies are a terrible mental health plan.","I want to give you the benefit of the doubt here, but — we are talking about the ballerina with the cracking skin, the bleeding toes, the nightclub spiral, and the mother who has never heard of boundaries.","White feathers, dark feathers, one body, two roles. The title is basically “the not-white ballet bird.” Type accordingly."
"Black Widow",2021,"A spy movie about a superhero finally checking the emotional receipts from all the red in her ledger, delayed long enough to feel like Marvel found it behind the couch.","The story digs into assassin training, fake families, mind control, and a villain who somehow made human trafficking look like a corporate internship program.","We've been at this long enough. Natasha, the Red Room, an estranged sister, a floating fortress, and an Avenger who never got her solo movie until after she died.","The title is her codename. Two words. First one is a color. Second one is a deadly spider. I have now built the web for you."
"BlacKkKlansman",2018,"A late-seventies undercover story that would sound too absurd for satire if it had not come stamped with the sick little phrase ""based on a true story.""","A Black police officer infiltrates the Klan over the phone while a Jewish colleague has to attend the meetings in person, because apparently bureaucracy found a way to make racism logistically complicated.","You're making this harder than it is. Colorado Springs, David Duke, undercover cops, hate groups, and the most dangerous customer-service voice in law enforcement.","Ron Stallworth joins the Klan without changing his skin, his politics, or his phone manner. The title is a racial identity smashed directly into a hooded job description."
"Blazing Saddles",1974,"A 1974 western comedy that did not so much parody the genre as set fire to the saloon, shoot the piano player, and punch the studio lot on the way out.","A town full of people named Johnson gets a new sheriff, and the racists react with the grace and intelligence of furniture falling down stairs.","Look, I'm not judging you. I am, but I'm not showing it. Campfire beans, Mongo, the Waco Kid, fake frontier nobility, and a horse getting flattened by one punch.","Sheriff Bart rides into Rock Ridge while Mel Brooks turns the western inside out. The title involves flaming horseback equipment. Please collect yourself."
"Blue Beetle",2023,"A 2023 superhero origin story where the alien tech does not choose a billionaire, a god, or a brooding orphan, but a recent college grad with family obligations.","Jaime Reyes gets bonded to an ancient scarab that turns into armor, weapons, and a very intense reminder that consent matters even when the suit looks cool.","This one has been on television roughly four hundred times. DC, alien biotech, a Latino family, a bug-shaped artifact, and a hero who did not volunteer for the upgrade.","The title is a color plus an insect. Not red ant. Not green moth. The scarab is doing most of the work here."
"Blue Velvet",1986,"A 1986 nightmare of suburbia where the white picket fence is basically a decorative lid over rot, insects, and men who should not be allowed near oxygen tanks.","A severed ear in a field leads to a nightclub singer, a criminal psychopath, and the discovery that small-town innocence has a basement and it is not up to code.","The audience at home figured this out. Ear in the grass, ""In Dreams,"" Pabst versus Heineken, and a gas-huffing maniac turning menace into performance art.","David Lynch, a severed ear, a lounge singer, and a title made of a sad color and a soft fabric. It is a strange world, isn't it?"
"Bohemian Rhapsody",2018,"A 2018 rock biopic that treats stadium participation as a sacred rite: stomp-stomp-clap, arm in the air, everyone suddenly convinced they could front a band.","It tracks four musicians turning impossible songs into arena religion, with one mustached frontman, a lot of cats, and a recording booth full of people saying ""Galileo"" until dignity leaves the building.","You've seen this. Or you've at least seen the Live Aid recreation, which is basically the movie placing the answer on a silver platter and asking you to sing along.","Freddie Mercury. Queen. Wembley. White tank top, raised fist, ""Ay-oh."" If you still miss it, the jukebox has filed a complaint."
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",2006,"A 2006 comedy that proved the most dangerous weapon in documentary filmmaking is not a hidden camera, but a man with no shame standing near people who have too much confidence.","A fictional Central Asian reporter crosses the United States in a gray suit, asking horrifying questions and somehow getting answers that are worse.","Either you haven't seen this, or you have and that's somehow worse. There is a hotel-room wrestling match in this movie that cinema may never fully recover from.","Very nice. My wife. High-five. Green swimsuit. A rodeo crowd. Pamela Anderson fleeing like the republic depends on it."
"Born on the Fourth of July",1989,"A 1989 war drama about the exact moment patriotic certainty comes home from Vietnam in pieces and discovers the parade has moved on without it.","A young Marine volunteers, is paralyzed, and then has to rebuild himself into the kind of protester his younger self would have shouted down.","At this point I have to ask — are you avoiding the angry wheelchair, the anti-war speeches, and the true-story transformation because they are making the room uncomfortable?","Ron Kovic. Vietnam. Betrayal, paralysis, protest, and a title built around the most aggressively American birthday on the calendar."
"Boyhood",2014,"A 2014 drama that made the frankly deranged decision to film over twelve actual years, because apparently regular production schedules were not emotionally exhausting enough.","The central kid doesn't just age through makeup or casting tricks; he actually grows up in front of you while parents divorce, remarry, disappoint him, and occasionally get a haircut wrong.","The fact that you're still guessing tells me something about you. Maybe you prefer movies where time passes without making everyone confront mortality.","Mason grows from first grader to college freshman, his dad makes mixtapes, his mom asks if there was supposed to be more, and the title is the phase of life this whole experiment watches vanish."
"Bram Stoker's Dracula",1992,"A 1992 gothic fever dream that looked at the world's most famous vampire and decided what he really needed was not subtlety, but doomed romance, red armor, and a cape with theatrical ambitions.","A young lawyer goes to a castle for a real-estate deal, which is already bad judgment, and then the immortal host sees a photo of the fiancée and starts planning the thirstiest trip to London ever taken.","I want you to think carefully about what you actually know. Fangs, Mina, Lucy, Renfield, blood, fog, coffins, and a count who has never once respected a boundary.","Coppola turned the caped bloodsucker into a tragic lover, gave him centuries of yearning, and dressed the whole thing like a haunted opera had a budget crisis in the best possible way."
"Brave",2012,"A Pixar princess story set in the Scottish Highlands, where the castles are misty, the hair is red, and family communication has apparently been replaced by archery.","Merida wants control of her own future, makes one witch-adjacent decision, and suddenly her mother is a bear. A bold parenting workshop, if nothing else.","Let me be direct with you. Red curls, bow and arrow, triplet brothers causing property damage, magic wisps, and enough tartan to upholster a clan war.","The one-word title describes what the heroine has to be, what the movie thinks destiny requires, and what you are not being if you keep circling the answer."
"Breaking Away",1979,"A 1979 coming-of-age sports comedy about working-class kids in a college town, which is to say: the town has statues, traditions, and four local teenagers who are already sick of all of it.","The cycling-obsessed one pretends to be Italian so hard that his father starts losing the will to live, and then everyone ends up at the Little 500 because bicycles apparently solve class resentment.","You know this one. Or you know the type: restless graduates, quarry swimming, small-town humiliation, and one guy pedaling like his identity depends on it.","The title is what a rider does from the pack, and what these kids are trying to do from the town, the parents, and the diploma that did not magically fix anything."
"Bridge of Spies",2015,"A 2015 Cold War drama about decency as a negotiation tactic, which is not usually how superpowers prefer to handle captured agents and downed pilots.","An insurance lawyer is asked to defend an accused Soviet agent, then somehow ends up in freezing Berlin arranging a prisoner exchange like international crisis management is just a difficult claims adjustment.","Here's what I know about you right now — you have a U-2 pilot, a quiet Russian prisoner, East Berlin, and a lawyer in an overcoat, and you're still making me tap the glass.","Tom Hanks wants everyone treated by the rules, Mark Rylance keeps asking if worrying would help, and the answer is three words: structure over water, preposition, undercover people."
"Broadcast News",1987,"A 1987 newsroom comedy that caught television journalism mid-mutation, right as substance started losing the ratings war to hair, charm, and the camera's deep affection for nonsense.","A brilliant producer panic-cries on schedule, a neurotic reporter actually knows what he's doing, and a handsome anchor becomes the human embodiment of lowering standards with a nice smile.","This is the part where I stop being polite about it. It's a love triangle in a TV newsroom, and the sexiest character trait on offer is professional competence.","Jane, Tom, Aaron. One makes the show work, one knows the truth, one looks perfect saying it. The title is two words: transmit, then the thing anchors used to claim they served."
"Brokeback Mountain",2005,"A 2005 romantic drama that took the wide-open American West and made it feel like the smallest, loneliest place two people could be trapped.","Two ranch hands spend a summer herding sheep, fall in love, and then spend years pretending the rest of their lives can survive that fact. Spoiler: pretending is not a treatment plan.","I'm going to need you to search your memory more aggressively. Wyoming, denim, silence, longing, two shirts hanging together, and one sentence about not knowing how to quit somebody.","Ennis and Jack. A forbidden love story named after the place they return to in memory, desire, and ruin. The title is the location that becomes the wound."
