title,year,hint_1,hint_2,hint_3,hint_4
"Crash",2005,"A 2005 film that won Best Picture by convincing the Academy that racism could be solved in 36 hours if everyone in Los Angeles simply ran into each other in traffic.","An ensemble drama where every character delivers a monologue about prejudice and then bumps into someone of a different race within roughly twelve minutes.","Consider what you're admitting by not having gotten this yet — a movie whose title is literally the sound two cars make when the screenplay needs them to.","It beat Brokeback Mountain. People are still mad. The title is one word and it's also what the cars do."
"From Here to Eternity",1953,"A 1953 film that adapted a thousand-page novel about the U.S. Army in Hawaii and somehow got the whole thing past the censors by being very stern about it.","There's a kiss on a beach, waves crashing over two bodies in the sand, and roughly seventy years of parodies built on top of it.","Take a breath. Think about what decade you're in — black and white, Pearl Harbor on the horizon, and a title that sounds like a Sunday sermon.","It ends with bombs falling on December 7th. The title is a phrase about distance and time, and the first word is ""From."""
"Gigi",1958,"A 1958 Best Picture winner that is, if you read it carefully, a musical about training a teenage girl to be a high-end mistress in turn-of-the-century Paris. Hollywood, everyone.","A French chanteur opens the film by singing ""Thank Heaven for Little Girls,"" and somehow this won nine Oscars instead of a restraining order.","Between you and me, this is embarrassing — the title is in the tagline, the title is the character's name, the title is two syllables.","It rhymes with ""squeegee."" I cannot help you further."
"Going My Way",1944,"A wartime crowd-pleaser that took home Best Picture by doing something radical for 1944 — being relentlessly, aggressively pleasant.","A young priest with a baseball arm and a singing voice arrives at a struggling parish and basically charms an old Irish pastor into early retirement.","Whatever you're doing isn't working. There's a choir of street kids, a crooner in a Roman collar, and a song that won the Oscar.","Father O'Malley. A pipe. ""Swinging on a Star."" The crooner under the collar is the biggest recording artist of the decade — figure out the direction he's headed."
"Gone with the Wind",1939,"A 1939 epic so massive it required three directors, two intermissions, and an entire generation's worth of patience for problematic depictions of the antebellum South.","A Southern belle survives war, famine, and three husbands through sheer spite, which is honestly an underrated survival strategy.","I want to give you the benefit of the doubt here, but — burning Atlanta, a green velvet curtain repurposed into a dress, and a man who frankly doesn't give a damn.","Scarlett. Rhett. Tara. Tomorrow, after all, is another day — and that's the most I can do for you."
"Grand Hotel",1932,"A pre-Code MGM production that crammed every major star on the studio's payroll into a single Berlin lobby and invented the ensemble drama in the process.","A Russian ballerina wants to be alone, a doomed baron steals pearls, a dying clerk blows his savings on champagne, and somehow this all happens under one roof.","We've been at this long enough. The setting is a fancy European lodging establishment, the title is two words, and the first word means ""big and fancy.""","""I want to be alone."" Won Best Picture. The only film to win Best Picture with no other nominations. Your move."
"Hamlet",1948,"A 1948 adaptation of a four-hundred-year-old play, directed by and starring the same man, who also dyed his hair blond because he felt the Dane should be blond.","A prince mopes around a castle in Denmark talking to a skull and stabbing people through curtains. There is also a swimming pool of melancholy.","You're making this harder than it is — ""To be or not to be"" is from this movie. Or, more accurately, this movie is from it.","The title is the character's name. He holds a skull. Five letters. Starts with H."
"How Green Was My Valley",1941,"A 1941 Welsh family drama that famously beat a certain newspaper-tycoon picture for Best Picture, a decision the Academy has been quietly side-eyeing ever since.","A coal-mining family in Wales watches their world erode through strikes, accidents, and the slow industrial poisoning of the hillside they love.","Look, I'm not judging you. I am, but I'm not showing it. The title is a wistful question — a color, a possessive, and a place — asked by a man looking back at his childhood.","A boy named Huw. A village covered in slag. The narrator is asking, in past tense, just lush a certain Welsh hillside used to be."
"In the Heat of the Night",1967,"A 1967 film that arrived at exactly the cultural moment when America needed a Black detective from Philadelphia to show up in Mississippi and solve a murder while also correcting the local sheriff's posture.","""They call me MISTER Tibbs"" is the line, and it's delivered with enough force to remove paint from the walls.","This one has been on television roughly four hundred times — small Southern town, a murder, a slap that slaps back, and a title that sounds like a weather report.","It became a TV show. It won Best Picture. The title is five words and the second word is ""the."""
"It Happened One Night",1934,"The screwball romantic comedy that basically invented the genre, swept all five major Oscars in 1934, and reportedly tanked the undershirt industry single-handedly.","A spoiled heiress runs away from her father, a broke reporter smells a story, and they end up sharing a motor cabin with a blanket strung between the beds.","The audience at home figured this out. A hitchhiking scene involving a raised hemline, the Walls of Jericho, and a bus full of people singing.","Peter and Ellie. A carrot-chomping reporter and a runaway bride. The title is a three-word phrase suggesting something occurred on a single evening."
"Lawrence of Arabia",1962,"A four-hour desert epic from 1962 that somehow makes sand the most charismatic actor in the frame, which is impressive given who else is in it.","The protagonist is a blond, blue-eyed British officer who unites Arab tribes largely through the power of staring meaningfully at the horizon and lighting matches.","You've seen this. A man in flowing white robes crossing the dunes on a camel, a mirage shimmering into a rider, and an overture so long you could make a sandwich during it.","Peter O'Toole, a Best Picture winner, and a title character whose name is also a geographic location. We're done here."
"Marty",1955,"A 1955 film that started as a television play, ran 90 minutes, won Best Picture, and is essentially about a lonely guy trying to figure out what to do on a Saturday night.","The hero is a Bronx butcher whose entire dramatic arc consists of meeting a nice woman and trying not to let his friends and mother talk him out of liking her.","Either you haven't seen this, or you have and that's somehow worse — the title is the main character's first name. Four letters. Starts with M.","""What do you wanna do tonight?"" ""I don't know, what do you wanna do?"" — that movie. Ernest Borgnine, an Oscar, done."
"Midnight Cowboy",1969,"The only X-rated film to ever win Best Picture, which tells you everything about 1969 and nothing about the actual movie, which is mostly two sad men coughing in an unheated apartment.","A Texas dishwasher arrives in New York City convinced he'll make a fortune as a gigolo for rich women, and instead befriends a limping con man who keeps yelling at taxis.","At this point I have to ask — does ""I'm walkin' here!"" ring any bells? Because it's one of the most quoted lines in American cinema and it's from this film.","A fringe jacket, a bus to Florida, and Ratso Rizzo. The title is a time of day and a profession."
"Mrs. Miniver",1942,"A wartime morale picture so effective that Churchill reportedly said it was worth a dozen battleships, which is the kind of review most filmmakers would kill for.","An English housewife in a tidy garden discovers a downed German pilot in her kitchen, and handles it with roughly the same composure she'd bring to a burnt roast.","The fact that you're still guessing tells me something about you — possibly that 1942 Best Picture winners aren't your specialty.","A rose competition, an air raid shelter, and a vicar's sermon at the end that basically tells the audience to go win the war. The title is a married woman's name."
"Mutiny on the Bounty",1935,"A 1935 Best Picture winner about a real eighteenth-century naval incident that Hollywood has now filmed approximately every twenty years, like it's a generational obligation.","A tyrannical sea captain pushes his crew past the breaking point somewhere near Tahiti, where it turns out the alternative to him is a beach full of welcoming locals. The crew makes the obvious choice.","I want you to think carefully about what you actually know — the title literally describes the plot. A rebellion. On a ship. The ship has a name.","Captain Bligh, Fletcher Christian, an open boat in the Pacific. The first word is a synonym for revolt. The last word is the ship's name."
"My Fair Lady",1964,"A 1964 musical adaptation of a stage musical adaptation of a George Bernard Shaw play, because by then the material had been laundered through enough mediums to be safely pleasant.","A linguistics professor bets he can pass off a Cockney flower seller as a duchess by fixing her vowels, which is the most British conflict ever committed to film.","Let me be direct with you — ""The rain in Spain falls mainly on the plain."" That's from this movie. I cannot help you further without typing the title.","Audrey Hepburn in a giant hat at Ascot. The title is three words, a possessive, an adjective meaning lovely, and a noun for a woman."
"Oliver!",1968,"A 1968 musical that took one of literature's bleakest depictions of child poverty and added song-and-dance numbers, which is either inspired or deeply unwell.","An orphan asks for more gruel, gets sold, falls in with a gang of child pickpockets run by an old man with questionable hygiene, and somehow this is a family film.","You know this one. The title is the protagonist's first name, followed by an exclamation point because it's a musical and they're committed to the bit.","""Please, sir, I want some more."" Dickens. Fagin. The Artful Dodger. The title has one name and one piece of punctuation."
"On the Waterfront",1954,"A 1954 film that is either a powerful drama about working-class corruption or a feature-length apology from its director for naming names to HUAC, depending on which film historian you corner at a party.","A washed-up boxer working the New York docks slowly realizes the union running his life is also running murders, and decides to do something inadvisable about it.","Here's what I know about you right now — ""I coulda been a contender"" should be enough. If it isn't, that's a problem we can't solve together.","Marlon Brando, a pigeon coop, a taxicab confession, and a longshoreman with a conscience. The title tells you exactly where it takes place."
"Rebecca",1940,"A 1940 gothic romance that won Best Picture for a famously meticulous British director, and is the only film of his ever to do so, which he had opinions about until his dying day.","A shy young woman marries a brooding widower and moves into his enormous estate, where the housekeeper is running an unauthorized memorial cult for the previous wife.","This is the part where I stop being polite about it — the title is the name of the dead first wife. She never appears. The film is named after her anyway.","Manderley. Mrs. Danvers. A burning monogrammed pillowcase. The title is a woman's first name, six letters, biblical."
"The Apartment",1960,"A 1960 Best Picture winner that somehow turned adultery, corporate ladder-climbing, and a suicide attempt into one of the most charming romantic comedies ever made.","A junior office drone lends out his living space to married executives for their affairs, and is rewarded with promotions and a persistent head cold from sleeping on park benches.","I'm going to need you to search your memory more aggressively — a bachelor straining spaghetti through a tennis racket, an elevator operator with a broken compact mirror, and the line ""Shut up and deal.""","""That's the way it crumbles, cookie-wise."" The answer is the place he keeps loaning out."
"The Best Years of Our Lives",1946,"A 1946 film that asked a question Hollywood usually avoided — what happens to the soldier after the parade ends and he has to figure out how to butter toast with a hook?","One of the leads wasn't an actor at all but a real veteran who'd lost both hands, and he walked away with two Oscars, which is a better return on investment than most career actors manage.","Consider what you're admitting by not having gotten this yet. Three servicemen, one small town, and the slow horror of discovering the home you fought for has moved on without you.","A drugstore soda jerk, a banker with a limp, and a sailor with hooks for hands walk into a postwar America that doesn't quite know what to do with them. The title is a phrase about a span of time being the finest of one's existence."
"The Bridge on the River Kwai",1957,"A 1957 epic that won seven Oscars by asking whether a man can build something so beautiful he forgets which side of the war he's on.","A British colonel decides that the proper response to being a prisoner is to construct the finest piece of engineering his captors have ever seen, which is either madness or the most British thing ever filmed.","Take a breath. Think about what decade you're in. Burmese jungle, Japanese POW camp, and one of the most famous whistled marches in cinema history.","""Madness! Madness!"" — the final line, spoken over a structure that should not have been built, by men who should not have built it. The location is in the title."
"The Great Ziegfeld",1936,"A 1936 biopic about a Broadway impresario, running three hours, featuring a musical number with a rotating wedding cake set so large it required its own structural engineering.","The subject was famous for putting beautiful women on staircases, and the film honors this by putting beautiful women on a staircase that appears to ascend into the heavens, which is one approach to choreography.","Between you and me, this is embarrassing. A showman, his Follies, his rivals, his women, and a Best Picture trophy that has aged about as gracefully as a feathered headdress.","The man's first name is Florenz. His Follies are legendary. The title calls him a single adjective meaning magnificent."
"The Greatest Show on Earth",1952,"A 1952 Best Picture winner so widely considered the weakest in Oscar history that it has become a kind of running joke at film schools — Cecil B. DeMille handed a circus and three hours.","The climax is a train wreck. Literally. The film stops being about trapeze artists and becomes a disaster movie, because subtlety was not on the marquee.","Whatever you're doing isn't working. The tagline is doing half the job — it's about a circus, and the title is what the circus calls itself.","Ringling Bros. Barnum and Bailey. The title is the four-word phrase printed on every circus poster ever made."
"The Life of Emile Zola",1937,"A 1930s prestige biopic that swept the Oscars by dressing up a blistering political scandal as a tasteful man-of-letters portrait, which is how Hollywood has always smuggled its vegetables past the audience.","The French novelist at the center spends the first act getting rich off scandalous books and the second act risking everything to defend a wrongly convicted Jewish army officer, which is a hell of a character arc for a man who mostly sat at a desk.","I want to give you the benefit of the doubt here, but — the Dreyfus Affair, ""J'accuse,"" and a courtroom speech for the ages should be ringing some bells.","A bearded French writer, his name rhymes with ""hola,"" and the title is basically his biography written on the tin."
"The Lost Weekend",1945,"A 1945 film that did for drinking what Psycho would later do for showers, except people kept drinking anyway.","The protagonist hides bottles in light fixtures, in toilet tanks, dangling out the window on a string — a level of operational planning that, redirected, could have run a small country.","We've been at this long enough. A four-day bender. The title describes the duration and the condition. Two words.","A typewriter he tries to pawn. A bat hallucination. The title is an adjective and a noun, and the noun is two days."
"The Sound of Music",1965,"A 1965 musical that became the highest-grossing film ever made up to that point and personally rescued 20th Century Fox from the financial crater left by Cleopatra.","A novice nun is sent to govern seven children with a whistle-trained naval captain father, and within ninety minutes she's made them all play clothes out of curtains.","You're making this harder than it is. Hills. Singing. Nazis. Yodeling puppets. The title is what the hills are alive with.","Do. A deer. A female deer. The title is in the lyrics of that song."
"Tom Jones",1963,"A 1963 Best Picture winner that arrived looking like a British New Wave experiment in tricorn hats — fourth-wall breaks, freeze frames, narration winking at the camera, all wrapped around an eighteenth-century novel.","The famous eating scene, in which a man and a woman seduce each other entirely by consuming a meal, remains the horniest dinner ever filmed without anyone removing a single garment.","Look, I'm not judging you. I am, but I'm not showing it. The title is the protagonist's name. The protagonist's name is in the tagline. Four times.","Albert Finney. A foundling. Henry Fielding. The title is a first name and a last name, both as common as English names get."
"West Side Story",1961,"A 1961 musical that took Shakespeare's most-assigned tragedy, moved it to Manhattan, gave the gangs choreography, and somehow made finger-snapping menacing.","The Jets and the Sharks settle their territorial dispute through ballet, which is a more civilized approach than most city councils manage.","This one has been on television roughly four hundred times. A fire escape. ""Maria."" A rumble. The title is a neighborhood and a genre.","Tony. Maria. ""I feel pretty, oh so pretty."" The title is a direction, a part of town, and the word for a narrative."
"You Can't Take It with You",1938,"A 1938 Best Picture winner from the Capra-Stewart-Arthur assembly line, back when ""screwball"" was a compliment and a feature-length defense of doing whatever you want was considered wholesome family entertainment.","A household where one relative writes plays because a typewriter was delivered by mistake, another manufactures fireworks in the basement, and Grandpa hasn't paid income tax in years on principle. The IRS visit goes about as well as you'd imagine.","The audience at home figured this out. A sweet girl from the family of lunatics falls for the heir to a banking empire, the in-laws come to dinner on the wrong night, and the fireworks — literal ones — go off.","The Sycamores versus the Kirbys. Grandpa Vanderhof's philosophy is right there in the title — a six-word sentence about what the rich man learns at the end."
